title,url,final_url,matched,discovery_method,discovered_from,anchor_text,status,text_chars,attachments,html_file,text_file,skipped,is_direct_attachment,attachment_file,bytes,content_type
农业农村部关于印发《非洲猪瘟疫情应急实施方案（第五版）》的通知,https://www.moa.gov.cn/nybgb/2021/202105/202110/t20211021_6380183.htm,https://www.moa.gov.cn/nybgb/2021/202105/202110/t20211021_6380183.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 通报', '非洲猪瘟 + 实施方案']",specified_suffix_search_seed,suffix_search_seed,,200,8194,0,pages_html\0ab5220b1042_t20211021_6380183.htm.html,pages_text\0ab5220b1042_t20211021_6380183.htm.txt,,,,,
农业农村部关于印发《非洲猪瘟等重大动物疫病分区防控工作方案（试行）》的通知,https://www.moa.gov.cn/nybgb/2021/202105/202110/t20211021_6380177.htm,https://www.moa.gov.cn/nybgb/2021/202105/202110/t20211021_6380177.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 通报']",specified_suffix_search_seed,suffix_search_seed,,200,3686,0,pages_html\362c5c3480f7_t20211021_6380177.htm.html,pages_text\362c5c3480f7_t20211021_6380177.htm.txt,,,,,
农业农村部办公厅关于进一步严厉打击非洲猪瘟假疫苗有关违法行为的通知,https://xmsyj.moa.gov.cn/gzdt/202103/t20210308_6363156.htm,https://xmsyj.moa.gov.cn/gzdt/202103/t20210308_6363156.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 通报', '非洲猪瘟 + 实施方案']",specified_suffix_search_seed,suffix_search_seed,,200,5342,4,pages_html\207aad3e2568_t20210308_6363156.htm.html,pages_text\207aad3e2568_t20210308_6363156.htm.txt,,,,,
农业农村部办公厅 市场监督管理总局办公厅 关于做好非洲猪瘟病毒检测结果通报和发布的通知,https://xmsyj.moa.gov.cn/zcjd/201905/t20190522_6313958.htm,https://xmsyj.moa.gov.cn/zcjd/201905/t20190522_6313958.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 公告', '非洲猪瘟 + 通报']",specified_suffix_search_seed,suffix_search_seed,,200,818,0,pages_html\93bb3dd2513b_t20190522_6313958.htm.html,pages_text\93bb3dd2513b_t20190522_6313958.htm.txt,,,,,
农业农村部办公厅关于非洲猪瘟病毒诊断制品生产经营使用有关事宜的通知,https://xmsyj.moa.gov.cn/gzdt/202008/t20200828_6351128.htm,https://xmsyj.moa.gov.cn/gzdt/202008/t20200828_6351128.htm,['非洲猪瘟 + 通知'],specified_suffix_search_seed,suffix_search_seed,,200,3285,3,pages_html\c0594e75c7c4_t20200828_6351128.htm.html,pages_text\c0594e75c7c4_t20200828_6351128.htm.txt,,,,,
农业农村部关于切实加强生猪及其产品调运监管工作的通知（农明字〔2018〕第29号）,https://xmsyj.moa.gov.cn/zcjd/201809/t20180925_6158459.htm,,,specified_suffix_search_seed,suffix_search_seed,,200,44,,,,does_not_contain_asf_plus_required_suffix,,,,
农业农村部关于开展落实生猪屠宰环节非洲猪瘟自检和 官方兽医派驻制度百日行动的通知,https://xmsyj.moa.gov.cn/jcyj/201904/t20190425_6314040.htm,https://xmsyj.moa.gov.cn/jcyj/201904/t20190425_6314040.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 公告', '非洲猪瘟 + 通报']",specified_suffix_search_seed,suffix_search_seed,,200,1628,0,pages_html\58e1ce50ad17_t20190425_6314040.htm.html,pages_text\58e1ce50ad17_t20190425_6314040.htm.txt,,,,,
农业农村部办公厅关于部分生猪屠宰企业非洲猪瘟自检飞行检查情况的通报,https://xmsyj.moa.gov.cn/gzdt/202001/t20200122_6336451.htm,https://xmsyj.moa.gov.cn/gzdt/202001/t20200122_6336451.htm,"['非洲猪瘟 + 公告', '非洲猪瘟 + 通报', '非洲猪瘟 + 实施方案']",specified_suffix_search_seed,suffix_search_seed,,200,1038,1,pages_html\66e30acf1f2b_t20200122_6336451.htm.html,pages_text\66e30acf1f2b_t20200122_6336451.htm.txt,,,,,
非洲猪瘟疫情有奖举报暂行办法,https://fgs.moa.gov.cn/flfg/202002/t20200217_6337170.htm,https://fgs.moa.gov.cn/flfg/202002/t20200217_6337170.htm,['非洲猪瘟 + 公告'],specified_suffix_search_seed,suffix_search_seed,,200,2251,2,pages_html\915edfc6a539_t20200217_6337170.htm.html,pages_text\915edfc6a539_t20200217_6337170.htm.txt,,,,,
农业农村部关于印发《非洲猪瘟疫情应急实施方案（2019年版）》的通知,https://fgs.moa.gov.cn/flfg/202002/t20200217_6337163.htm,https://fgs.moa.gov.cn/flfg/202002/t20200217_6337163.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 通报', '非洲猪瘟 + 实施方案']",specified_suffix_search_seed,suffix_search_seed,,200,9315,0,pages_html\540d3c1379a9_t20200217_6337163.htm.html,pages_text\540d3c1379a9_t20200217_6337163.htm.txt,,,,,
农业农村部关于印发《非洲猪瘟疫情应急实施方案（2020年版）》的通知,https://www.moa.gov.cn/nybgb/2020/202004/202005/t20200507_6343244.htm,https://www.moa.gov.cn/nybgb/2020/202004/202005/t20200507_6343244.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 通报', '非洲猪瘟 + 实施方案']",specified_suffix_search_seed,suffix_search_seed,,200,10644,0,pages_html\37ec154c33cc_t20200507_6343244.htm.html,pages_text\37ec154c33cc_t20200507_6343244.htm.txt,,,,,
农业农村部关于印发《非洲猪瘟疫情应急实施方案（2020年版）》的通知,https://fgs.moa.gov.cn/flfg/202002/t20200229_6337974.htm,https://fgs.moa.gov.cn/flfg/202002/t20200229_6337974.htm,"['非洲猪瘟 + 通知', '非洲猪瘟 + 实施方案']",specified_suffix_search_seed,suffix_search_seed,,200,2691,1,pages_html\0e5e6917ebfa_t20200229_6337974.htm.html,pages_text\0e5e6917ebfa_t20200229_6337974.htm.txt,,,,,
P020250224338524265883.pdf,https://www.moa.gov.cn/nybgb/2025/202502/202502/P020250224338524265883.pdf,,,specified_suffix_search_seed,suffix_search_seed,,200,,,,,,True,attachments\70b3a5a5e224_P020250224338524265883.pdf.pdf,3216137,application/pdf
P020200608629549214373.pdf,https://www.moa.gov.cn/nybgb/2020/202005/202006/P020200608629549214373.pdf,,,specified_suffix_search_seed,suffix_search_seed,,200,,,,,,True,attachments\caa31644aa28_P020200608629549214373.pdf.pdf,2425144,application/pdf
P020201130639635157980.pdf,https://www.moa.gov.cn/nybgb/2020/202009/202011/P020201130639635157980.pdf,,,specified_suffix_search_seed,suffix_search_seed,,200,,,,,,True,attachments\e7aee5a4f9bc_P020201130639635157980.pdf.pdf,3379954,application/pdf
P020211101350712832070.pdf,https://www.moa.gov.cn/nybgb/2021/202105/202111/P020211101350712832070.pdf,,,specified_suffix_search_seed,suffix_search_seed,,200,,,,,,True,attachments\7f9debbd599e_P020211101350712832070.pdf.pdf,2339724,application/pdf
P020211103314584494255.pdf,https://www.moa.gov.cn/nybgb/2021/202103/202111/P020211103314584494255.pdf,,,specified_suffix_search_seed,suffix_search_seed,,200,,,,,,True,attachments\5869d86569c6_P020211103314584494255.pdf.pdf,2746837,application/pdf
