source_id,title,pages,evidence_coverage,relpath
A2-MERCK-EDEMA-DISEASE-PIGS-2024,Merck Veterinary Manual: Edema Disease in Pigs,https://www.merckvetmanual.com/generalized-conditions/edema-disease/edema-disease-in-pigs,complete,wiki/sources/A2-MERCK-EDEMA-DISEASE-PIGS-2024.md
A2-MERCK-ENTERIC-COLIBACILLOSIS-PIGS,Merck Veterinary Manual enteric colibacillosis in pigs,https://www.merckvetmanual.com/digestive-system/intestinal-diseases-in-pigs/enteric-colibacillosis-in-pigs,complete,wiki/sources/A2-MERCK-ENTERIC-COLIBACILLOSIS-PIGS.md
A2-MERCK-ENTERIC-COLIBACILLOSIS-PIGS-2024,Merck Veterinary Manual: Enteric Colibacillosis in Pigs,https://www.merckvetmanual.com/digestive-system/intestinal-diseases-in-pigs/enteric-colibacillosis-in-pigs,complete,wiki/sources/A2-MERCK-ENTERIC-COLIBACILLOSIS-PIGS-2024.md
A2-MERCK-ERYSIPELAS-SWINE-2026,Merck Veterinary Manual: Swine Erysipelas,https://www.merckvetmanual.com/infectious-diseases/erysipelothrix-rhusiopathiae-infection/swine-erysipelas,complete,wiki/sources/A2-MERCK-ERYSIPELAS-SWINE-2026.md
A2-MERCK-EXUDATIVE-EPIDERMITIS-PIGS-2026,Exudative Epidermitis in Pigs,https://www.merckvetmanual.com/integumentary-system/exudative-epidermitis/exudative-epidermitis-in-pigs,complete,wiki/sources/A2-MERCK-EXUDATIVE-EPIDERMITIS-PIGS-2026.md
A2-MERCK-FMD-ANIMALS-2026,Merck Veterinary Manual: Foot-and-Mouth Disease in Animals,https://www.merckvetmanual.com/infectious-diseases/foot-and-mouth-disease/foot-and-mouth-disease-in-animals,complete,wiki/sources/A2-MERCK-FMD-ANIMALS-2026.md
A2-MERCK-INFLUENZA-A-SWINE-2024,Merck Veterinary Manual: Influenza A Virus in Swine,https://www.merckvetmanual.com/respiratory-system/respiratory-diseases-of-pigs/influenza-a-virus-in-swine,complete,wiki/sources/A2-MERCK-INFLUENZA-A-SWINE-2024.md
A2-MERCK-LAMENESS-BREEDING-PIGS-2026,"Merck Veterinary Manual: Lameness in Breeding Gilts, Sows, and Boars",https://www.merckvetmanual.com/musculoskeletal-system/lameness-in-pigs/lameness-in-breeding-gilts-sows-and-boars,complete,wiki/sources/A2-MERCK-LAMENESS-BREEDING-PIGS-2026.md
A2-MERCK-LAMENESS-NURSERY-PIGS-2026,Merck Veterinary Manual: Lameness in Nursery Pigs,https://www.merckvetmanual.com/musculoskeletal-system/lameness-in-pigs/lameness-in-nursery-pigs,complete,wiki/sources/A2-MERCK-LAMENESS-NURSERY-PIGS-2026.md
A2-MERCK-MANGE-PIGS-2026,Merck Veterinary Manual: Mange in Pigs,https://www.merckvetmanual.com/integumentary-system/mange/mange-in-pigs,complete,wiki/sources/A2-MERCK-MANGE-PIGS-2026.md
A2-MERCK-MYCOPLASMAL-PNEUMONIA-PIGS-2024,Merck Veterinary Manual: Mycoplasmal Pneumonia in Pigs,https://www.merckvetmanual.com/respiratory-system/respiratory-diseases-of-pigs/mycoplasmal-pneumonia-in-pigs,complete,wiki/sources/A2-MERCK-MYCOPLASMAL-PNEUMONIA-PIGS-2024.md
A2-MERCK-MYCOTOXICOSES-OVERVIEW-2025,Merck Veterinary Manual: Overview of Mycotoxicoses in Animals,https://www.merckvetmanual.com/toxicology/mycotoxicoses/overview-of-mycotoxicoses-in-animals,complete,wiki/sources/A2-MERCK-MYCOTOXICOSES-OVERVIEW-2025.md
A2-MERCK-NITRATE-NITRITE-TOXICOSIS-2024,Merck Veterinary Manual: Nitrate and Nitrite Poisoning in Animals,https://www.merckvetmanual.com/toxicology/nitrate-and-nitrite-poisoning/nitrate-and-nitrite-poisoning-in-animals,complete,wiki/sources/A2-MERCK-NITRATE-NITRITE-TOXICOSIS-2024.md
A2-MERCK-NUTRITIONAL-DISEASES-PIGS-2026,Merck Veterinary Manual: Nutritional Diseases of Pigs,https://www.merckvetmanual.com/management-and-nutrition/nutrition-pigs/nutritional-diseases-of-pigs,complete,wiki/sources/A2-MERCK-NUTRITIONAL-DISEASES-PIGS-2026.md
A2-MERCK-PDS-MASTITIS-SOWS-2026,Merck Veterinary Manual: Postpartum Dysgalactia Syndrome and Mastitis in Sows,https://www.merckvetmanual.com/reproductive-system/postpartum-dysgalactia-syndrome-and-mastitis-in-sows/postpartum-dysgalactia-syndrome-and-mastitis-in-sows,complete,wiki/sources/A2-MERCK-PDS-MASTITIS-SOWS-2026.md
A2-MERCK-PLEUROPNEUMONIA-PIGS,Merck Veterinary Manual pleuropneumonia in pigs,https://www.merckvetmanual.com/respiratory-system/respiratory-diseases-of-pigs/pleuropneumonia-in-pigs?query=respiratory+rate,complete,wiki/sources/A2-MERCK-PLEUROPNEUMONIA-PIGS.md
A2-MERCK-PORCINE-PROLIFERATIVE-ENTEROPATHY,Merck Veterinary Manual porcine proliferative enteropathy,https://www.merckvetmanual.com/digestive-system/intestinal-diseases-in-pigs/porcine-proliferative-enteropathy,complete,wiki/sources/A2-MERCK-PORCINE-PROLIFERATIVE-ENTEROPATHY.md
A2-MERCK-PRRS-2026,Merck Veterinary Manual: Porcine Reproductive and Respiratory Syndrome,https://www.merckvetmanual.com/generalized-conditions/porcine-reproductive-and-respiratory-syndrome/porcine-reproductive-and-respiratory-syndrome,complete,wiki/sources/A2-MERCK-PRRS-2026.md
A2-MERCK-PSEUDORABIES-PIGS-2026,Merck Veterinary Manual: Pseudorabies in Pigs,https://www.merckvetmanual.com/nervous-system/pseudorabies/pseudorabies-in-pigs,complete,wiki/sources/A2-MERCK-PSEUDORABIES-PIGS-2026.md
A2-MERCK-ROTAVIRAL-ENTERITIS-PIGS-2024,Merck Veterinary Manual: Rotaviral Enteritis in Pigs,https://www.merckvetmanual.com/digestive-system/intestinal-diseases-in-pigs/rotaviral-enteritis-in-pigs,complete,wiki/sources/A2-MERCK-ROTAVIRAL-ENTERITIS-PIGS-2024.md
A2-MERCK-SALMONELLOSIS-ANIMALS-2026,Merck Veterinary Manual: Salmonellosis in Animals,https://www.merckvetmanual.com/digestive-system/salmonellosis/salmonellosis-in-animals,complete,wiki/sources/A2-MERCK-SALMONELLOSIS-ANIMALS-2026.md
A2-MERCK-STREPTOCOCCUS-SUIS-PIGS-2026,Merck Veterinary Manual: Streptococcus suis Infection in Pigs,https://www.merckvetmanual.com/generalized-conditions/streptococcal-infections-in-pigs/streptococcus-suis-infection-in-pigs,complete,wiki/sources/A2-MERCK-STREPTOCOCCUS-SUIS-PIGS-2026.md
A2-MERCK-SWINE-DYSENTERY,Merck Veterinary Manual swine dysentery,https://www.merckvetmanual.com/digestive-system/intestinal-diseases-in-pigs/swine-dysentery,complete,wiki/sources/A2-MERCK-SWINE-DYSENTERY.md
A2-MERCK-SWINE-DYSENTERY-2026,Merck Veterinary Manual: Swine Dysentery,https://www.merckvetmanual.com/digestive-system/enteric-bacterial-diseases-in-pigs/swine-dysentery,complete,wiki/sources/A2-MERCK-SWINE-DYSENTERY-2026.md
A2-MERCK-SWINE-ERYSIPELAS,Merck Veterinary Manual swine erysipelas,https://www.merckvetmanual.com/infectious-diseases/erysipelothrix-rhusiopathiae-infection/swine-erysipelas,complete,wiki/sources/A2-MERCK-SWINE-ERYSIPELAS.md
A2-NATURE-SCI-REP-APPV-CONGENITAL-TREMOR-2016,Atypical Porcine Pestivirus as a Possible Cause of Congenital Tremor Type A-II in Newborn Piglets,https://www.nature.com/articles/srep27735,complete,wiki/sources/A2-NATURE-SCI-REP-APPV-CONGENITAL-TREMOR-2016.md
A2-SHIC-CFSPH-PORCINE-ASTROVIRUS-FACTSHEET,SHIC/CFSPH Porcine Astrovirus Factsheet,https://www.cfsph.iastate.edu/pdf/shic-factsheet-porcine-astrovirus,complete,wiki/sources/A2-SHIC-CFSPH-PORCINE-ASTROVIRUS-FACTSHEET.md
SRC-0001,"Diseases of Swine, 11th Edition - TOC Anchor",,partial,wiki/sources/SRC-0001-diseases-of-swine-11e-toc.md
SRC-0002,"Diseases of Swine, 11th Edition - Contributors and Editorial Metadata",,partial,wiki/sources/SRC-0002-diseases-of-swine-11e-contributors-editors-note.md
SRC-0003,"Diseases of Swine, 11th Edition - Chapter 1 Herd Evaluation",,partial,wiki/sources/SRC-0003-diseases-of-swine-11e-chapter-1-herd-evaluation.md
SRC-0004,"Diseases of Swine, 11th Edition - Chapter 2 Behavior and Welfare",,partial,wiki/sources/SRC-0004-diseases-of-swine-11e-chapter-2-behavior-and-welfare.md
SRC-0005,"Diseases of Swine, 11th Edition - Chapter 3 Genetics and Health",,partial,wiki/sources/SRC-0005-diseases-of-swine-11e-chapter-3-genetics-and-health.md
SRC-0006,"Diseases of Swine, 11th Edition - Chapter 4 Effect of Environment on Health",,partial,wiki/sources/SRC-0006-diseases-of-swine-11e-chapter-4-environment-and-health.md
SRC-0007,"Diseases of Swine, 11th Edition - Chapter 5 Differential Diagnosis of Diseases",,partial,wiki/sources/SRC-0007-diseases-of-swine-11e-chapter-5-differential-diagnosis.md
SRC-0008,"Diseases of Swine, 11th Edition - Chapter 6 Diagnostic Tests, Test Performance, and Considerations for Interpretation",,partial,wiki/sources/SRC-0008-diseases-of-swine-11e-chapter-6-diagnostic-tests.md
SRC-0009,"Diseases of Swine, 11th Edition - Chapter 7 Optimizing Sample Selection, Collection, and Submission to Optimize Diagnostic Value",,partial,wiki/sources/SRC-0009-diseases-of-swine-11e-chapter-7-sample-selection-submission.md
SRC-0010,"Diseases of Swine, 11th Edition - Chapter 8 Collecting Evidence and Establishing Causality",,partial,wiki/sources/SRC-0010-diseases-of-swine-11e-chapter-8-evidence-causality.md
SRC-0011,"Diseases of Swine, 11th Edition - Chapter 9 Disease Control, Prevention, and Elimination",,partial,wiki/sources/SRC-0011-diseases-of-swine-11e-chapter-9-disease-control-prevention-elimination.md
SRC-0012,"Diseases of Swine, 11th Edition - Chapter 10 Drug Pharmacology, Therapy, and Prophylaxis",,partial,wiki/sources/SRC-0012-diseases-of-swine-11e-chapter-10-drug-pharmacology-therapy-prophylaxis.md
SRC-0013,"Diseases of Swine, 11th Edition - Chapter 11 Anesthesia and Surgical Procedures in Swine",,partial,wiki/sources/SRC-0013-diseases-of-swine-11e-chapter-11-anesthesia-surgical-procedures.md
SRC-0014,"Diseases of Swine, 11th Edition - Chapter 12 Preharvest Food Safety, Zoonotic Diseases, and the Human Health Interface",,partial,wiki/sources/SRC-0014-diseases-of-swine-11e-chapter-12-food-safety-zoonotic-human-health.md
SRC-0015,"Diseases of Swine, 11th Edition - Chapter 13 Special Considerations for Show and Pet Pigs",,partial,wiki/sources/SRC-0015-diseases-of-swine-11e-chapter-13-show-and-pet-pigs.md
SRC-0016,"Diseases of Swine, 11th Edition - Chapter 14 Cardiovascular and Hematopoietic Systems",,partial,wiki/sources/SRC-0016-diseases-of-swine-11e-chapter-14-cardiovascular-hematopoietic.md
SRC-0017,"Diseases of Swine, 11th Edition - Chapter 15 Digestive System",,partial,wiki/sources/SRC-0017-diseases-of-swine-11e-chapter-15-digestive-system.md
SRC-0018,"Diseases of Swine, 11th Edition - Chapter 16 Immune System",,partial,wiki/sources/SRC-0018-diseases-of-swine-11e-chapter-16-immune-system.md
SRC-0019,"Diseases of Swine, 11th Edition - Chapter 17 Integumentary System: Skin, Hoof, and Claw",,partial,wiki/sources/SRC-0019-diseases-of-swine-11e-chapter-17-integumentary-system.md
SRC-0020,"Diseases of Swine, 11th Edition - Chapter 17 Integumentary System: Skin, Hoof, and Claw continuation",,partial,wiki/sources/SRC-0020-diseases-of-swine-11e-chapter-17-integumentary-system-continuation.md
SRC-0021,"Diseases of Swine, 11th Edition - Chapter 18 Mammary System",,partial,wiki/sources/SRC-0021-diseases-of-swine-11e-chapter-18-mammary-system.md
SRC-0022,"Diseases of Swine, 11th Edition - Chapter 19 Nervous and Locomotor System opening",,partial,wiki/sources/SRC-0022-diseases-of-swine-11e-chapter-19-nervous-locomotor-system-opening.md
SRC-0023,"Diseases of Swine, 11th Edition - Chapter 19 Nervous and Locomotor System continuation",,partial,wiki/sources/SRC-0023-diseases-of-swine-11e-chapter-19-nervous-locomotor-system-continuation.md
SRC-0024,"Diseases of Swine, 11th Edition - Chapter 20 Diseases of the Reproductive System opening",,partial,wiki/sources/SRC-0024-diseases-of-swine-11e-chapter-20-reproductive-system-opening.md
SRC-0025,"Diseases of Swine, 11th Edition - Chapter 20 Diseases of the Reproductive System continuation",,partial,wiki/sources/SRC-0025-diseases-of-swine-11e-chapter-20-reproductive-system-continuation.md
SRC-0026,"Diseases of Swine, 11th Edition - Chapter 21 Respiratory System",,partial,wiki/sources/SRC-0026-diseases-of-swine-11e-chapter-21-respiratory-system.md
SRC-0027,"Diseases of Swine, 11th Edition - Chapter 22 Urinary System opening",,partial,wiki/sources/SRC-0027-diseases-of-swine-11e-chapter-22-urinary-system-opening.md
SRC-0028,"Diseases of Swine, 11th Edition - Chapter 22 Urinary System continuation",,partial,wiki/sources/SRC-0028-diseases-of-swine-11e-chapter-22-urinary-system-continuation.md
SRC-0029,"Diseases of Swine, 11th Edition - Chapter 23 Overview of Viruses",,partial,wiki/sources/SRC-0029-diseases-of-swine-11e-chapter-23-overview-of-viruses.md
SRC-0030,"Diseases of Swine, 11th Edition - Chapter 24 Adenoviruses",,partial,wiki/sources/SRC-0030-diseases-of-swine-11e-chapter-24-adenoviruses.md
SRC-0031,"Diseases of Swine, 11th Edition - Chapter 25 African Swine Fever Virus opening",,partial,wiki/sources/SRC-0031-diseases-of-swine-11e-chapter-25-african-swine-fever-virus-opening.md
SRC-0032,"Diseases of Swine, 11th Edition - Chapter 26 Anelloviruses and Chapter 27 Astroviruses opening",,partial,wiki/sources/SRC-0032-diseases-of-swine-11e-chapter-26-anelloviruses-chapter-27-astroviruses-opening.md
SRC-0033,"Diseases of Swine, 11th Edition - Chapter 28 Bunyaviruses",,partial,wiki/sources/SRC-0033-diseases-of-swine-11e-chapter-28-bunyaviruses.md
SRC-0034,"Diseases of Swine, 11th Edition - Chapter 29 Caliciviruses",,partial,wiki/sources/SRC-0034-diseases-of-swine-11e-chapter-29-caliciviruses.md
SRC-0035,"Diseases of Swine, 11th Edition - Chapter 30 Circoviruses",,partial,wiki/sources/SRC-0035-diseases-of-swine-11e-chapter-30-circoviruses.md
SRC-0036,"Diseases of Swine, 11th Edition - Chapter 31 Coronaviruses opening",,partial,wiki/sources/SRC-0036-diseases-of-swine-11e-chapter-31-coronaviruses-opening.md
SRC-0037,"Diseases of Swine, 11th Edition - Chapter 31 Coronaviruses continuation",,partial,wiki/sources/SRC-0037-diseases-of-swine-11e-chapter-31-coronaviruses-continuation.md
SRC-0038,"Diseases of Swine, 11th Edition - Chapter 32 Filoviruses",,partial,wiki/sources/SRC-0038-diseases-of-swine-11e-chapter-32-filoviruses.md
SRC-0039,"Diseases of Swine, 11th Edition - Chapter 33 Flaviviruses opening",,partial,wiki/sources/SRC-0039-diseases-of-swine-11e-chapter-33-flaviviruses-opening.md
SRC-0040,Diseases of Swine 11e Chapter 34 Hepatitis E Virus,PDF page 568-571,complete,wiki/sources/SRC-0040-diseases-of-swine-11e-chapter-34-hepatitis-e-virus.md
SRC-0041,Diseases of Swine 11e Chapter 35 Herpesviruses,PDF page 572-599,complete,wiki/sources/SRC-0041-diseases-of-swine-11e-chapter-35-herpesviruses.md
SRC-0042,Diseases of Swine 11e Chapter 36 Influenza Viruses opening,PDF page 600-604,complete,wiki/sources/SRC-0042-diseases-of-swine-11e-chapter-36-influenza-viruses-opening.md
SRC-0043,Diseases of Swine 11e Chapter 36 Influenza Viruses continuation,PDF page 605-617,complete,wiki/sources/SRC-0043-diseases-of-swine-11e-chapter-36-influenza-viruses-continuation.md
SRC-0044,Diseases of Swine 11e Chapter 37 Paramyxoviruses,PDF page 618-634,complete,wiki/sources/SRC-0044-diseases-of-swine-11e-chapter-37-paramyxoviruses.md
SRC-0045,Diseases of Swine 11e Chapter 38 Parvoviruses opening,PDF page 635-644,complete,wiki/sources/SRC-0045-diseases-of-swine-11e-chapter-38-parvoviruses-opening.md
SRC-0046,Diseases of Swine 11e Chapter 39 Pestiviruses,PDF page 646-664,complete,wiki/sources/SRC-0046-diseases-of-swine-11e-chapter-39-pestiviruses.md
SRC-0047,Diseases of Swine 11e Chapter 40 Picornaviruses opening,PDF page 665-684,complete,wiki/sources/SRC-0047-diseases-of-swine-11e-chapter-40-picornaviruses-opening.md
SRC-0048,Diseases of Swine 11e Chapter 40 Picornaviruses continuation,PDF page 685-708,complete,wiki/sources/SRC-0048-diseases-of-swine-11e-chapter-40-picornaviruses-continuation.md
SRC-0049,Diseases of Swine 11e Chapter 41 PRRSV opening,PDF page 709-724,complete,wiki/sources/SRC-0049-diseases-of-swine-11e-chapter-41-prrsv-opening.md
SRC-0050,Diseases of Swine 11e Chapter 41 PRRSV control and surveillance,PDF page 725-726,complete,wiki/sources/SRC-0050-diseases-of-swine-11e-chapter-41-prrsv-control-surveillance.md
SRC-0051,Diseases of Swine 11e Chapter 42 Swinepox Virus,PDF page 733-738,complete,wiki/sources/SRC-0051-diseases-of-swine-11e-chapter-42-swinepox-virus.md
SRC-0052,Diseases of Swine 11e Chapter 43 Reoviruses Rotaviruses and Reoviruses,PDF page 739-751,complete,wiki/sources/SRC-0052-diseases-of-swine-11e-chapter-43-reoviruses-rotaviruses.md
SRC-0053,Diseases of Swine 11e Chapter 44 Retroviruses,PDF page 752-756,complete,wiki/sources/SRC-0053-diseases-of-swine-11e-chapter-44-retroviruses.md
SRC-0054,Diseases of Swine 11e Chapter 45 Rhabdoviruses,PDF page 757-763,complete,wiki/sources/SRC-0054-diseases-of-swine-11e-chapter-45-rhabdoviruses.md
SRC-0055,Diseases of Swine 11e Chapter 46 Togaviruses opening,PDF page 764,complete,wiki/sources/SRC-0055-diseases-of-swine-11e-chapter-46-togaviruses-opening.md
SRC-0056,Diseases of Swine 11e Chapter 46 Togaviruses continuation,PDF page 765-766,complete,wiki/sources/SRC-0056-diseases-of-swine-11e-chapter-46-togaviruses-continuation.md
SRC-0057,Diseases of Swine 11e Section IV Chapter 47 Overview of Bacteria,PDF page 769-772,complete,wiki/sources/SRC-0057-diseases-of-swine-11e-chapter-47-overview-of-bacteria.md
SRC-0058,Diseases of Swine 11e Chapter 48 Actinobacillosis,PDF page 773-790,complete,wiki/sources/SRC-0058-diseases-of-swine-11e-chapter-48-actinobacillosis.md
SRC-0059,Diseases of Swine 11e Chapter 49 Bordetellosis,PDF page 791-801,complete,wiki/sources/SRC-0059-diseases-of-swine-11e-chapter-49-bordetellosis.md
SRC-0060,Diseases of Swine 11e Chapter 50 Brucellosis opening,PDF page 802-804,complete,wiki/sources/SRC-0060-diseases-of-swine-11e-chapter-50-brucellosis-opening.md
SRC-0061,Diseases of Swine 11e Chapter 50 Brucellosis continuation,PDF page 805-815,complete,wiki/sources/SRC-0061-diseases-of-swine-11e-chapter-50-brucellosis-continuation.md
SRC-0062,Diseases of Swine 11e Chapter 51 Clostridial Diseases,PDF page 816-830,complete,wiki/sources/SRC-0062-diseases-of-swine-11e-chapter-51-clostridial-diseases.md
SRC-0063,Diseases of Swine 11e Chapter 52 Colibacillosis opening,PDF page 831-844,complete,wiki/sources/SRC-0063-diseases-of-swine-11e-chapter-52-colibacillosis-opening.md
SRC-0064,Diseases of Swine 11e Chapter 52 Colibacillosis continuation,PDF page 845-858,complete,wiki/sources/SRC-0064-diseases-of-swine-11e-chapter-52-colibacillosis-continuation.md
SRC-0065,Diseases of Swine 11e Chapter 53 Erysipelas,PDF page 859-867,complete,wiki/sources/SRC-0065-diseases-of-swine-11e-chapter-53-erysipelas.md
SRC-0066,Diseases of Swine 11e Chapter 54 Glasser Disease,PDF page 868-877,complete,wiki/sources/SRC-0066-diseases-of-swine-11e-chapter-54-glassers-disease.md
SRC-0067,Diseases of Swine 11e Chapter 55 Leptospirosis opening,PDF page 878-884,complete,wiki/sources/SRC-0067-diseases-of-swine-11e-chapter-55-leptospirosis-opening.md
SRC-0068,Diseases of Swine 11e Chapter 55 Leptospirosis continuation,PDF page 885-886,complete,wiki/sources/SRC-0068-diseases-of-swine-11e-chapter-55-leptospirosis-continuation.md
SRC-0069,Diseases of Swine 11e Chapter 56 Mycoplasmosis,PDF page 887-907,complete,wiki/sources/SRC-0069-diseases-of-swine-11e-chapter-56-mycoplasmosis.md
SRC-0070,Diseases of Swine 11e Chapter 57 Pasteurellosis,PDF page 908-921,complete,wiki/sources/SRC-0070-diseases-of-swine-11e-chapter-57-pasteurellosis.md
SRC-0071,Diseases of Swine 11e Chapter 58 Proliferative Enteropathy opening,PDF page 922-924,complete,wiki/sources/SRC-0071-diseases-of-swine-11e-chapter-58-proliferative-enteropathy-opening.md
SRC-0072,Diseases of Swine 11e Chapter 58 Proliferative Enteropathy continuation,PDF page 925-935,complete,wiki/sources/SRC-0072-diseases-of-swine-11e-chapter-58-proliferative-enteropathy-continuation.md
SRC-0073,Diseases of Swine 11e Chapter 59 Salmonellosis,PDF page 936-949,complete,wiki/sources/SRC-0073-diseases-of-swine-11e-chapter-59-salmonellosis.md
SRC-0074,Diseases of Swine 11e Chapter 60 Staphylococcosis,PDF page 950-957,complete,wiki/sources/SRC-0074-diseases-of-swine-11e-chapter-60-staphylococcosis.md
SRC-0075,Diseases of Swine 11e Chapter 61 Streptococcosis opening,PDF page 958-964,complete,wiki/sources/SRC-0075-diseases-of-swine-11e-chapter-61-streptococcosis-opening.md
SRC-0076,Diseases of Swine 11e Chapter 61 Streptococcosis continuation,PDF page 965-974,complete,wiki/sources/SRC-0076-diseases-of-swine-11e-chapter-61-streptococcosis-continuation.md
SRC-0077,Diseases of Swine 11e Chapter 62 Swine Dysentery and Brachyspiral Colitis,PDF page 975-994,complete,wiki/sources/SRC-0077-diseases-of-swine-11e-chapter-62-swine-dysentery-brachyspiral-colitis.md
SRC-0078,Diseases of Swine 11e Chapter 63 Tuberculosis,PDF page 995-1004,complete,wiki/sources/SRC-0078-diseases-of-swine-11e-chapter-63-tuberculosis.md
SRC-0079,Diseases of Swine 11e Chapter 64 Miscellaneous Bacterial Infections,PDF page 1005-1026,complete,wiki/sources/SRC-0079-diseases-of-swine-11e-chapter-64-miscellaneous-bacterial-infections.md
SRC-0080,Diseases of Swine 11e Chapter 65 External Parasites,PDF page 1027-1038,complete,wiki/sources/SRC-0080-diseases-of-swine-11e-chapter-65-external-parasites.md
SRC-0081,Diseases of Swine 11e Chapter 66 Coccidia and Other Protozoa,PDF page 1039-1051,complete,wiki/sources/SRC-0081-diseases-of-swine-11e-chapter-66-coccidia-and-other-protozoa.md
SRC-0082,Diseases of Swine 11e Chapter 67 Internal Parasites,PDF page 1052-1064,complete,wiki/sources/SRC-0082-diseases-of-swine-11e-chapter-67-internal-parasites.md
SRC-0083,Diseases of Swine 11e Chapter 26 Anelloviruses,PDF page 478-479,complete,wiki/sources/SRC-0083-diseases-of-swine-11e-chapter-26-anelloviruses.md
SRC-0084,Diseases of Swine 11e Chapter 68 Nutrient Deficiencies and Excesses,PDF page 1065-1078,complete,wiki/sources/SRC-0084-diseases-of-swine-11e-chapter-68-nutrient-deficiencies-and-excesses.md
SRC-0085,Diseases of Swine 11e Chapter 69 Mycotoxins in Grains and Feeds,PDF page 1079-1095,complete,wiki/sources/SRC-0085-diseases-of-swine-11e-chapter-69-mycotoxins-in-grains-and-feeds.md
SRC-0086,"Diseases of Swine 11e Chapter 70 Toxic Minerals, Chemicals, Plants, and Gases",PDF page 1096-1111,complete,wiki/sources/SRC-0086-diseases-of-swine-11e-chapter-70-toxic-minerals-chemicals-plants-and-gases.md
SRC-0087,猪病诊疗与处方手册,1-168,complete,wiki/sources/SRC-0087-swine-diagnosis-prescription-handbook.md
SRC-0088,Veterinary Treatment of Pigs,2013; pages 1-169; raw/md/Veterinary Treatment of Pigs.md,complete,wiki/sources/SRC-0088-veterinary-treatment-of-pigs.md
SRC-0089,猪场兽药使用与猪病防治技术（1-200页）,2013; pages 1-200; raw/md/猪场兽药使用与猪病防治技术1-200页.md,complete,wiki/sources/SRC-0089-swine-farm-drug-use-and-disease-control-1-200.md
SRC-0090,猪场兽药使用与猪病防治技术（200-363页）,2013; pages 189-312; raw/md/猪场兽药使用与猪病防治技术200-363页.md,complete,wiki/sources/SRC-0090-swine-farm-drug-use-and-disease-control-200-363.md
SRC-0091,兽药合理应用与联用手册（1-200页）,1-200,complete,wiki/sources/SRC-0091-veterinary-rational-use-combination-manual-1-200.md
SRC-0092,兽药合理应用与联用手册（201-400页）,201-400,complete,wiki/sources/SRC-0092-veterinary-rational-use-combination-manual-201-400.md
SRC-0093,兽药合理应用与联用手册（401-600页）,401-600,complete,wiki/sources/SRC-0093-veterinary-rational-use-combination-manual-401-600.md
