drug_mention,fact_id,source_id,page,line_start,line_end,drug_page,disease_page,chapter,heading
地塞米松,SFDUT1-TX-0147,SRC-0089,41,1144,1144,DRUG-066-dexamethasone.md,DIS-051-streptococcosis-streptococcus-suis.md,第三章,1. 本类药物与 $\beta$ -内酰胺类抗生素联用有较好协同作用但不能混合注射
青霉素,SFDUT1-TX-0148,SRC-0089,41,1146,1146,DRUG-009-penicillin-g.md,,第三章,1. 本类药物与 $\beta$ -内酰胺类抗生素联用有较好协同作用但不能混合注射
阿莫西林,SFDUT1-TX-0148,SRC-0089,41,1146,1146,DRUG-010-amoxicillin.md,,第三章,1. 本类药物与 $\beta$ -内酰胺类抗生素联用有较好协同作用但不能混合注射
庆大霉素,SFDUT1-TX-0148,SRC-0089,41,1146,1146,DRUG-023-gentamicin.md,,第三章,1. 本类药物与 $\beta$ -内酰胺类抗生素联用有较好协同作用但不能混合注射
庆大霉素,SFDUT1-TX-0149,SRC-0089,41,1150,1150,DRUG-023-gentamicin.md,,第三章,1. 本类药物与 $\beta$ -内酰胺类抗生素联用有较好协同作用但不能混合注射
阿米卡星,SFDUT1-TX-0149,SRC-0089,41,1150,1150,,,第三章,1. 本类药物与 $\beta$ -内酰胺类抗生素联用有较好协同作用但不能混合注射
链霉素,SFDUT1-TX-0150,SRC-0089,41,1158,1158,,,第三章,1. 本类药物与 $\beta$ -内酰胺类抗生素联用有较好协同作用但不能混合注射
卡那霉素,SFDUT1-TX-0150,SRC-0089,41,1158,1158,,,第三章,1. 本类药物与 $\beta$ -内酰胺类抗生素联用有较好协同作用但不能混合注射
庆大霉素,SFDUT1-TX-0150,SRC-0089,41,1158,1158,DRUG-023-gentamicin.md,,第三章,1. 本类药物与 $\beta$ -内酰胺类抗生素联用有较好协同作用但不能混合注射
阿米卡星,SFDUT1-TX-0150,SRC-0089,41,1158,1158,,,第三章,1. 本类药物与 $\beta$ -内酰胺类抗生素联用有较好协同作用但不能混合注射
链霉素,SFDUT1-TX-0152,SRC-0089,42,1177,1177,,,第三章,1. 硫酸链霉素
青霉素,SFDUT1-TX-0153,SRC-0089,43,1181,1181,DRUG-009-penicillin-g.md,DIS-041-neonatal-post-weaning-colibacillosis.md,第三章,2. 硫酸卡那霉素
卡那霉素,SFDUT1-TX-0154,SRC-0089,43,1182,1182,,,第三章,2. 硫酸卡那霉素
新霉素,SFDUT1-TX-0155,SRC-0089,43,1183,1183,DRUG-024-neomycin.md,,第三章,2. 硫酸卡那霉素
青霉素,SFDUT1-TX-0156,SRC-0089,43,1187,1187,DRUG-009-penicillin-g.md,DIS-047-pasteurellosis.md,第三章,3. 硫酸庆大霉素（又称正泰霉素、艮他霉素）
地塞米松,SFDUT1-TX-0156,SRC-0089,43,1187,1187,DRUG-066-dexamethasone.md,DIS-047-pasteurellosis.md,第三章,3. 硫酸庆大霉素（又称正泰霉素、艮他霉素）
庆大霉素,SFDUT1-TX-0157,SRC-0089,43,1191,1191,DRUG-023-gentamicin.md,,第三章,3. 硫酸庆大霉素（又称正泰霉素、艮他霉素）
卡那霉素,SFDUT1-TX-0160,SRC-0089,43,1200,1200,,,第三章,5.硫酸阿米卡星（丁胺卡那霉素）
庆大霉素,SFDUT1-TX-0160,SRC-0089,43,1200,1200,DRUG-023-gentamicin.md,,第三章,5.硫酸阿米卡星（丁胺卡那霉素）
阿米卡星,SFDUT1-TX-0161,SRC-0089,43,1201,1201,,,第三章,5.硫酸阿米卡星（丁胺卡那霉素）
新霉素,SFDUT1-TX-0164,SRC-0089,44,1210,1210,DRUG-024-neomycin.md,,第三章,（2）用法与用量
新霉素,SFDUT1-TX-0165,SRC-0089,44,1211,1211,DRUG-024-neomycin.md,,第三章,（2）用法与用量
新霉素,SFDUT1-TX-0167,SRC-0089,44,1215,1215,DRUG-024-neomycin.md,,第三章,（2）用法与用量
口服补液盐,SFDUT1-TX-0167,SRC-0089,44,1215,1215,,,第三章,（2）用法与用量
新霉素,SFDUT1-TX-0168,SRC-0089,44,1217,1217,DRUG-024-neomycin.md,DIS-050-staphylococcosis-exudative-epidermitis.md,第三章,（2）用法与用量
四环素,SFDUT1-TX-0171,SRC-0089,45,1229,1229,DRUG-030-tetracyclines.md,,第三章,7. 盐酸大观霉素（壮观霉素、奇放线菌素）
氟苯尼考,SFDUT1-TX-0171,SRC-0089,45,1229,1229,DRUG-012-florfenicol.md,,第三章,7. 盐酸大观霉素（壮观霉素、奇放线菌素）
安普霉素,SFDUT1-TX-0173,SRC-0089,45,1235,1235,,,第三章,8. 硫酸安普霉素（阿普拉霉素、阿布拉霉素）
安普霉素,SFDUT1-TX-0174,SRC-0089,45,1237,1237,,,第三章,8. 硫酸安普霉素（阿普拉霉素、阿布拉霉素）
大观霉素,SFDUT1-TX-0176,SRC-0089,45,1243,1243,DRUG-026-spectinomycin.md,,第三章,9. 盐酸林可霉素、硫酸大观霉素可溶性粉
林可霉素,SFDUT1-TX-0176,SRC-0089,45,1243,1243,DRUG-014-lincomycin.md,,第三章,9. 盐酸林可霉素、硫酸大观霉素可溶性粉
大观霉素,SFDUT1-TX-0177,SRC-0089,45,1245,1245,DRUG-026-spectinomycin.md,SYN-005-respiratory-distress-coughing.md,第三章,9. 盐酸林可霉素、硫酸大观霉素可溶性粉
林可霉素,SFDUT1-TX-0177,SRC-0089,45,1245,1245,DRUG-014-lincomycin.md,SYN-005-respiratory-distress-coughing.md,第三章,9. 盐酸林可霉素、硫酸大观霉素可溶性粉
大观霉素,SFDUT1-TX-0181,SRC-0089,45,1257,1257,DRUG-026-spectinomycin.md,,第三章,10. 盐酸林可霉素、硫酸大观霉素预混剂
林可霉素,SFDUT1-TX-0181,SRC-0089,45,1257,1257,DRUG-014-lincomycin.md,,第三章,10. 盐酸林可霉素、硫酸大观霉素预混剂
大观霉素,SFDUT1-TX-0182,SRC-0089,45,1258,1258,DRUG-026-spectinomycin.md,,第三章,10. 盐酸林可霉素、硫酸大观霉素预混剂
泰乐菌素,SFDUT1-TX-0182,SRC-0089,45,1258,1258,DRUG-015-tylosin.md,,第三章,10. 盐酸林可霉素、硫酸大观霉素预混剂
林可霉素,SFDUT1-TX-0182,SRC-0089,45,1258,1258,DRUG-014-lincomycin.md,,第三章,10. 盐酸林可霉素、硫酸大观霉素预混剂
四环素,SFDUT1-TX-0184,SRC-0089,46,1265,1265,DRUG-030-tetracyclines.md,,第三章,第四节 四环素类
青霉素,SFDUT1-TX-0185,SRC-0089,33,1277,1277,DRUG-009-penicillin-g.md,DIS-041-neonatal-post-weaning-colibacillosis.md,第三章,1. 本类药物属快效抑菌剂
土霉素,SFDUT1-TX-0186,SRC-0089,48,1295,1295,DRUG-019-oxytetracycline.md,,第三章,1. 局部刺激作用
金霉素,SFDUT1-TX-0186,SRC-0089,48,1295,1295,DRUG-020-chlortetracycline.md,,第三章,1. 局部刺激作用
四环素,SFDUT1-TX-0186,SRC-0089,48,1295,1295,DRUG-030-tetracyclines.md,,第三章,1. 局部刺激作用
金霉素,SFDUT1-TX-0188,SRC-0089,48,1307,1307,DRUG-020-chlortetracycline.md,,第三章,4. 本类药物对肝、肾细胞有毒效应
土霉素,SFDUT1-TX-0190,SRC-0089,49,1321,1321,DRUG-019-oxytetracycline.md,,第三章,四、药物相互作用及注意事项
喹乙醇,SFDUT1-TX-0190,SRC-0089,49,1321,1321,DRUG-049-olaquindox.md,,第三章,四、药物相互作用及注意事项
碳酸氢钠,SFDUT1-TX-0190,SRC-0089,49,1321,1321,,,第三章,四、药物相互作用及注意事项
维生素,SFDUT1-TX-0190,SRC-0089,49,1321,1321,,,第三章,四、药物相互作用及注意事项
土霉素,SFDUT1-TX-0192,SRC-0089,32,1331,1331,DRUG-019-oxytetracycline.md,,第三章,（2）用法与用量
土霉素,SFDUT1-TX-0193,SRC-0089,32,1332,1332,DRUG-019-oxytetracycline.md,,第三章,（2）用法与用量
土霉素,SFDUT1-TX-0195,SRC-0089,34,1336,1336,DRUG-019-oxytetracycline.md,,第三章,（2）用法与用量
土霉素,SFDUT1-TX-0196,SRC-0089,34,1337,1337,DRUG-019-oxytetracycline.md,,第三章,（2）用法与用量
土霉素,SFDUT1-TX-0197,SRC-0089,34,1338,1338,DRUG-019-oxytetracycline.md,,第三章,（2）用法与用量
土霉素,SFDUT1-TX-0198,SRC-0089,35,1339,1339,DRUG-019-oxytetracycline.md,,第三章,（2）用法与用量
四环素,SFDUT1-TX-0201,SRC-0089,40,1353,1353,DRUG-030-tetracyclines.md,,第三章,（2）用法与用量
四环素,SFDUT1-TX-0202,SRC-0089,40,1354,1354,DRUG-030-tetracyclines.md,,第三章,（2）用法与用量
土霉素,SFDUT1-TX-0204,SRC-0089,42,1359,1359,DRUG-019-oxytetracycline.md,,第三章,（3）注意事项
金霉素,SFDUT1-TX-0207,SRC-0089,46,1369,1369,DRUG-020-chlortetracycline.md,,第三章,（2）用法与用量
金霉素,SFDUT1-TX-0208,SRC-0089,46,1371,1371,DRUG-020-chlortetracycline.md,,第三章,（2）用法与用量
泰妙菌素,SFDUT1-TX-0208,SRC-0089,46,1371,1371,DRUG-013-tiamulin.md,,第三章,（2）用法与用量
多西环素,SFDUT1-TX-0210,SRC-0089,49,1379,1379,DRUG-021-doxycycline.md,,第三章,(2）用法与用量
强力霉素,SFDUT1-TX-0211,SRC-0089,50,1380,1380,DRUG-021-doxycycline.md,,第三章,(2）用法与用量
葡萄糖,SFDUT1-TX-0211,SRC-0089,50,1380,1380,,,第三章,(2）用法与用量
多西环素,SFDUT1-TX-0212,SRC-0089,50,1381,1381,DRUG-021-doxycycline.md,,第三章,(2）用法与用量
强力霉素,SFDUT1-TX-0213,SRC-0089,50,1382,1382,DRUG-021-doxycycline.md,,第三章,(2）用法与用量
红霉素,SFDUT1-TX-0214,SRC-0089,51,1386,1386,DRUG-073-erythromycin.md,,第三章,第五节 大环内酯类
泰乐菌素,SFDUT1-TX-0214,SRC-0089,51,1386,1386,DRUG-015-tylosin.md,,第三章,第五节 大环内酯类
替米考星,SFDUT1-TX-0214,SRC-0089,51,1386,1386,DRUG-045-tilmicosin.md,,第三章,第五节 大环内酯类
青霉素,SFDUT1-TX-0215,SRC-0089,52,1394,1394,DRUG-009-penicillin-g.md,DIS-048-proliferative-enteropathy-lawsonia-intracellularis.md,第三章,1. 属高效抑菌剂
青霉素,SFDUT1-TX-0217,SRC-0089,52,1410,1410,DRUG-009-penicillin-g.md,,第三章,4.替米考星及其换代产品乙酰异戊酰泰乐菌素可作为防治猪呼吸道病综合征（PRDC）的首选药物
四环素,SFDUT1-TX-0217,SRC-0089,52,1410,1410,DRUG-030-tetracyclines.md,,第三章,4.替米考星及其换代产品乙酰异戊酰泰乐菌素可作为防治猪呼吸道病综合征（PRDC）的首选药物
替米考星,SFDUT1-TX-0217,SRC-0089,52,1410,1410,DRUG-045-tilmicosin.md,,第三章,4.替米考星及其换代产品乙酰异戊酰泰乐菌素可作为防治猪呼吸道病综合征（PRDC）的首选药物
替米考星,SFDUT1-TX-0218,SRC-0089,52,1412,1412,DRUG-045-tilmicosin.md,,第三章,4.替米考星及其换代产品乙酰异戊酰泰乐菌素可作为防治猪呼吸道病综合征（PRDC）的首选药物
替米考星,SFDUT1-TX-0219,SRC-0089,52,1414,1414,DRUG-045-tilmicosin.md,,第三章,4.替米考星及其换代产品乙酰异戊酰泰乐菌素可作为防治猪呼吸道病综合征（PRDC）的首选药物
青霉素,SFDUT1-TX-0221,SRC-0089,36,1444,1444,DRUG-009-penicillin-g.md,DIS-046-mycoplasmosis-enzootic-pneumonia.md,第三章,1. 红霉素
红霉素,SFDUT1-TX-0221,SRC-0089,36,1444,1444,DRUG-073-erythromycin.md,DIS-046-mycoplasmosis-enzootic-pneumonia.md,第三章,1. 红霉素
红霉素,SFDUT1-TX-0222,SRC-0089,37,1448,1448,DRUG-073-erythromycin.md,,第三章,（2）用法与用量
红霉素,SFDUT1-TX-0223,SRC-0089,37,1449,1449,DRUG-073-erythromycin.md,,第三章,（2）用法与用量
泰乐菌素,SFDUT1-TX-0227,SRC-0089,42,1461,1461,DRUG-015-tylosin.md,,第三章,3. 泰乐菌素
泰乐菌素,SFDUT1-TX-0228,SRC-0089,43,1465,1465,DRUG-015-tylosin.md,,第三章,（2）用法与用量
泰乐菌素,SFDUT1-TX-0229,SRC-0089,44,1466,1466,DRUG-015-tylosin.md,,第三章,（2）用法与用量
泰乐菌素,SFDUT1-TX-0230,SRC-0089,44,1467,1467,DRUG-015-tylosin.md,,第三章,（2）用法与用量
泰乐菌素,SFDUT1-TX-0231,SRC-0089,45,1468,1468,DRUG-015-tylosin.md,DIS-052-swine-dysentery-brachyspira-hyodysenteriae.md,第三章,（2）用法与用量
磺胺,SFDUT1-TX-0231,SRC-0089,45,1468,1468,DRUG-034-sulfonamides.md,DIS-052-swine-dysentery-brachyspira-hyodysenteriae.md,第三章,（2）用法与用量
泰乐菌素,SFDUT1-TX-0232,SRC-0089,45,1469,1469,DRUG-015-tylosin.md,,第三章,（2）用法与用量
替米考星,SFDUT1-TX-0234,SRC-0089,48,1477,1477,DRUG-045-tilmicosin.md,,第三章,4.替米考星
替米考星,SFDUT1-TX-0235,SRC-0089,48,1478,1478,DRUG-045-tilmicosin.md,,第三章,4.替米考星
强力霉素,SFDUT1-TX-0237,SRC-0089,51,1486,1486,DRUG-021-doxycycline.md,,第三章,4.替米考星
泰乐菌素,SFDUT1-TX-0237,SRC-0089,51,1486,1486,DRUG-015-tylosin.md,,第三章,4.替米考星
泰乐菌素,SFDUT1-TX-0239,SRC-0089,53,1490,1490,DRUG-015-tylosin.md,,第三章,4.替米考星
氟苯尼考,SFDUT1-TX-0239,SRC-0089,53,1490,1490,DRUG-012-florfenicol.md,,第三章,4.替米考星
林可霉素,SFDUT1-TX-0239,SRC-0089,53,1490,1490,DRUG-014-lincomycin.md,,第三章,4.替米考星
泰妙菌素,SFDUT1-TX-0239,SRC-0089,53,1490,1490,DRUG-013-tiamulin.md,,第三章,4.替米考星
氟苯尼考,SFDUT1-TX-0243,SRC-0089,57,1505,1505,DRUG-012-florfenicol.md,,第三章,第六节 氟苯尼考
青霉素,SFDUT1-TX-0244,SRC-0089,58,1513,1513,DRUG-009-penicillin-g.md,,第三章,1. 药教学
四环素,SFDUT1-TX-0244,SRC-0089,58,1513,1513,DRUG-030-tetracyclines.md,,第三章,1. 药教学
氟苯尼考,SFDUT1-TX-0244,SRC-0089,58,1513,1513,DRUG-012-florfenicol.md,,第三章,1. 药教学
甲砜霉素,SFDUT1-TX-0244,SRC-0089,58,1513,1513,,,第三章,1. 药教学
氟苯尼考,SFDUT1-TX-0245,SRC-0089,58,1517,1517,DRUG-012-florfenicol.md,,第三章,2. 药动学
葡萄糖,SFDUT1-TX-0245,SRC-0089,58,1517,1517,,,第三章,2. 药动学
红霉素,SFDUT1-TX-0248,SRC-0089,36,1529,1529,DRUG-073-erythromycin.md,,第三章,三、药物相互作用
泰乐菌素,SFDUT1-TX-0248,SRC-0089,36,1529,1529,DRUG-015-tylosin.md,,第三章,三、药物相互作用
替米考星,SFDUT1-TX-0248,SRC-0089,36,1529,1529,DRUG-045-tilmicosin.md,,第三章,三、药物相互作用
氟苯尼考,SFDUT1-TX-0248,SRC-0089,36,1529,1529,DRUG-012-florfenicol.md,,第三章,三、药物相互作用
林可霉素,SFDUT1-TX-0248,SRC-0089,36,1529,1529,DRUG-014-lincomycin.md,,第三章,三、药物相互作用
泰妙菌素,SFDUT1-TX-0248,SRC-0089,36,1529,1529,DRUG-013-tiamulin.md,,第三章,三、药物相互作用
青霉素,SFDUT1-TX-0249,SRC-0089,40,1530,1530,DRUG-009-penicillin-g.md,,第三章,三、药物相互作用
氧氟沙星,SFDUT1-TX-0249,SRC-0089,40,1530,1530,,,第三章,三、药物相互作用
恩诺沙星,SFDUT1-TX-0249,SRC-0089,40,1530,1530,DRUG-018-enrofloxacin.md,,第三章,三、药物相互作用
金霉素,SFDUT1-TX-0250,SRC-0089,44,1531,1531,DRUG-020-chlortetracycline.md,,第三章,三、药物相互作用
四环素,SFDUT1-TX-0250,SRC-0089,44,1531,1531,DRUG-030-tetracyclines.md,,第三章,三、药物相互作用
强力霉素,SFDUT1-TX-0250,SRC-0089,44,1531,1531,DRUG-021-doxycycline.md,,第三章,三、药物相互作用
氟苯尼考,SFDUT1-TX-0252,SRC-0089,38,1549,1549,DRUG-012-florfenicol.md,,第三章,五、常用品种的临床应用
氟苯尼考,SFDUT1-TX-0253,SRC-0089,47,1551,1551,DRUG-012-florfenicol.md,,第三章,五、常用品种的临床应用
氟苯尼考,SFDUT1-TX-0254,SRC-0089,52,1552,1552,DRUG-012-florfenicol.md,,第三章,五、常用品种的临床应用
氟苯尼考,SFDUT1-TX-0255,SRC-0089,61,1556,1556,DRUG-012-florfenicol.md,,第三章,六、临床用药须知及注意事项
卡那霉素,SFDUT1-TX-0256,SRC-0089,61,1558,1558,,,第三章,六、临床用药须知及注意事项
庆大霉素,SFDUT1-TX-0256,SRC-0089,61,1558,1558,DRUG-023-gentamicin.md,,第三章,六、临床用药须知及注意事项
四环素,SFDUT1-TX-0256,SRC-0089,61,1558,1558,DRUG-030-tetracyclines.md,,第三章,六、临床用药须知及注意事项
磺胺,SFDUT1-TX-0256,SRC-0089,61,1558,1558,DRUG-034-sulfonamides.md,,第三章,六、临床用药须知及注意事项
强力霉素,SFDUT1-TX-0257,SRC-0089,61,1560,1560,DRUG-021-doxycycline.md,DIS-044-gl-sser-s-disease.md,第三章,六、临床用药须知及注意事项
氟苯尼考,SFDUT1-TX-0257,SRC-0089,61,1560,1560,DRUG-012-florfenicol.md,DIS-044-gl-sser-s-disease.md,第三章,六、临床用药须知及注意事项
地塞米松,SFDUT1-TX-0257,SRC-0089,61,1560,1560,DRUG-066-dexamethasone.md,DIS-044-gl-sser-s-disease.md,第三章,六、临床用药须知及注意事项
阿莫西林,SFDUT1-TX-0258,SRC-0089,61,1561,1561,DRUG-010-amoxicillin.md,,第三章,六、临床用药须知及注意事项
泰乐菌素,SFDUT1-TX-0258,SRC-0089,61,1561,1561,DRUG-015-tylosin.md,,第三章,六、临床用药须知及注意事项
氟苯尼考,SFDUT1-TX-0258,SRC-0089,61,1561,1561,DRUG-012-florfenicol.md,,第三章,六、临床用药须知及注意事项
泰妙菌素,SFDUT1-TX-0258,SRC-0089,61,1561,1561,DRUG-013-tiamulin.md,,第三章,六、临床用药须知及注意事项
氨苄西林,SFDUT1-TX-0261,SRC-0089,63,1606,1606,DRUG-042-ampicillin.md,,第三章,三、药物相互作用及注意事项
卡那霉素,SFDUT1-TX-0261,SRC-0089,63,1606,1606,,,第三章,三、药物相互作用及注意事项
葡萄糖,SFDUT1-TX-0261,SRC-0089,63,1606,1606,,,第三章,三、药物相互作用及注意事项
青霉素,SFDUT1-TX-0262,SRC-0089,38,1613,1613,DRUG-009-penicillin-g.md,,第三章,1. 盐酸林可霉素（盐酸洁霉素）可溶性粉
林可霉素,SFDUT1-TX-0264,SRC-0089,43,1618,1618,DRUG-014-lincomycin.md,,第三章,(2）用法与用量
林可霉素,SFDUT1-TX-0265,SRC-0089,44,1619,1619,DRUG-014-lincomycin.md,,第三章,(2）用法与用量
林可霉素,SFDUT1-TX-0266,SRC-0089,48,1623,1623,DRUG-014-lincomycin.md,DIS-052-swine-dysentery-brachyspira-hyodysenteriae.md,第三章,2. $11\%$ 盐酸林可霉素预混剂
氟苯尼考,SFDUT1-TX-0269,SRC-0089,55,1630,1630,DRUG-012-florfenicol.md,,第三章,2. $11\%$ 盐酸林可霉素预混剂
泰妙菌素,SFDUT1-TX-0269,SRC-0089,55,1630,1630,DRUG-013-tiamulin.md,,第三章,2. $11\%$ 盐酸林可霉素预混剂
磺胺,SFDUT1-TX-0269,SRC-0089,55,1630,1630,DRUG-034-sulfonamides.md,,第三章,2. $11\%$ 盐酸林可霉素预混剂
金霉素,SFDUT1-TX-0272,SRC-0089,66,1665,1665,DRUG-020-chlortetracycline.md,DIS-052-swine-dysentery-brachyspira-hyodysenteriae.md,第三章,四、药物相互作用
泰妙菌素,SFDUT1-TX-0274,SRC-0089,34,1672,1672,DRUG-013-tiamulin.md,,第三章,1. 延胡索酸泰妙菌素可溶性粉
泰妙菌素,SFDUT1-TX-0277,SRC-0089,39,1677,1677,DRUG-013-tiamulin.md,,第三章,1. 延胡索酸泰妙菌素可溶性粉
泰妙菌素,SFDUT1-TX-0279,SRC-0089,42,1680,1680,DRUG-013-tiamulin.md,,第三章,1. 延胡索酸泰妙菌素可溶性粉
金霉素,SFDUT1-TX-0283,SRC-0089,59,1696,1696,DRUG-020-chlortetracycline.md,DIS-052-swine-dysentery-brachyspira-hyodysenteriae.md,第三章,4. 盐酸沃尼妙林预混剂（远征：沃妙先）
泰乐菌素,SFDUT1-TX-0283,SRC-0089,59,1696,1696,DRUG-015-tylosin.md,DIS-052-swine-dysentery-brachyspira-hyodysenteriae.md,第三章,4. 盐酸沃尼妙林预混剂（远征：沃妙先）
林可霉素,SFDUT1-TX-0283,SRC-0089,59,1696,1696,DRUG-014-lincomycin.md,DIS-052-swine-dysentery-brachyspira-hyodysenteriae.md,第三章,4. 盐酸沃尼妙林预混剂（远征：沃妙先）
泰妙菌素,SFDUT1-TX-0283,SRC-0089,59,1696,1696,DRUG-013-tiamulin.md,DIS-052-swine-dysentery-brachyspira-hyodysenteriae.md,第三章,4. 盐酸沃尼妙林预混剂（远征：沃妙先）
金霉素,SFDUT1-TX-0284,SRC-0089,63,1700,1700,DRUG-020-chlortetracycline.md,,第三章,4. 盐酸沃尼妙林预混剂（远征：沃妙先）
替米考星,SFDUT1-TX-0284,SRC-0089,63,1700,1700,DRUG-045-tilmicosin.md,,第三章,4. 盐酸沃尼妙林预混剂（远征：沃妙先）
泰妙菌素,SFDUT1-TX-0284,SRC-0089,63,1700,1700,DRUG-013-tiamulin.md,,第三章,4. 盐酸沃尼妙林预混剂（远征：沃妙先）
沃尼妙林,SFDUT1-TX-0284,SRC-0089,63,1700,1700,DRUG-046-valnemulin.md,,第三章,4. 盐酸沃尼妙林预混剂（远征：沃妙先）
金霉素,SFDUT1-TX-0285,SRC-0089,65,1702,1702,DRUG-020-chlortetracycline.md,,第三章,4. 盐酸沃尼妙林预混剂（远征：沃妙先）
替米考星,SFDUT1-TX-0285,SRC-0089,65,1702,1702,DRUG-045-tilmicosin.md,,第三章,4. 盐酸沃尼妙林预混剂（远征：沃妙先）
沃尼妙林,SFDUT1-TX-0285,SRC-0089,65,1702,1702,DRUG-046-valnemulin.md,,第三章,4. 盐酸沃尼妙林预混剂（远征：沃妙先）
沃尼妙林,SFDUT1-TX-0286,SRC-0089,66,1703,1703,DRUG-046-valnemulin.md,DIS-052-swine-dysentery-brachyspira-hyodysenteriae.md,第三章,4. 盐酸沃尼妙林预混剂（远征：沃妙先）
黏菌素,SFDUT1-TX-0287,SRC-0089,68,1709,1709,DRUG-052-colistin.md,,第三章,第九节 多肽类
多黏菌素,SFDUT1-TX-0287,SRC-0089,68,1709,1709,DRUG-052-colistin.md,,第三章,第九节 多肽类
杆菌肽,SFDUT1-TX-0287,SRC-0089,68,1709,1709,,,第三章,第九节 多肽类
维吉尼霉素,SFDUT1-TX-0287,SRC-0089,68,1709,1709,,,第三章,第九节 多肽类
恩拉霉素,SFDUT1-TX-0287,SRC-0089,68,1709,1709,,,第三章,第九节 多肽类
黏菌素,SFDUT1-TX-0291,SRC-0089,69,1745,1745,DRUG-052-colistin.md,,第三章,6. 制剂
黏菌素,SFDUT1-TX-0294,SRC-0089,69,1752,1752,DRUG-052-colistin.md,,第三章,（2）硫酸黏菌素预混剂
青霉素,SFDUT1-TX-0296,SRC-0089,70,1763,1763,DRUG-009-penicillin-g.md,,第三章,2. 作用与用途
杆菌肽,SFDUT1-TX-0299,SRC-0089,70,1782,1782,,,第三章,5. 制剂
黏菌素,SFDUT1-TX-0300,SRC-0089,70,1786,1786,DRUG-052-colistin.md,,第三章,5. 制剂
杆菌肽,SFDUT1-TX-0300,SRC-0089,70,1786,1786,,,第三章,5. 制剂
恩拉霉素,SFDUT1-TX-0303,SRC-0089,71,1800,1800,,,第三章,2. 作用与用途
恩拉霉素,SFDUT1-TX-0306,SRC-0089,71,1812,1812,,,第三章,4. 制剂
维吉尼霉素,SFDUT1-TX-0311,SRC-0089,72,1835,1835,,,第三章,4. 制剂
四环素,SFDUT1-TX-0312,SRC-0089,73,1843,1843,DRUG-030-tetracyclines.md,,第四章,第一节 磺胺类药物及抗菌增效剂
强力霉素,SFDUT1-TX-0312,SRC-0089,73,1843,1843,DRUG-021-doxycycline.md,,第四章,第一节 磺胺类药物及抗菌增效剂
泰乐菌素,SFDUT1-TX-0312,SRC-0089,73,1843,1843,DRUG-015-tylosin.md,,第四章,第一节 磺胺类药物及抗菌增效剂
氟苯尼考,SFDUT1-TX-0312,SRC-0089,73,1843,1843,DRUG-012-florfenicol.md,,第四章,第一节 磺胺类药物及抗菌增效剂
泰妙菌素,SFDUT1-TX-0312,SRC-0089,73,1843,1843,DRUG-013-tiamulin.md,,第四章,第一节 磺胺类药物及抗菌增效剂
磺胺,SFDUT1-TX-0312,SRC-0089,73,1843,1843,DRUG-034-sulfonamides.md,,第四章,第一节 磺胺类药物及抗菌增效剂
甲氧苄啶,SFDUT1-TX-0312,SRC-0089,73,1843,1843,DRUG-022-sulfonamide-trimethoprim.md,,第四章,第一节 磺胺类药物及抗菌增效剂
二甲氧苄啶,SFDUT1-TX-0312,SRC-0089,73,1843,1843,,,第四章,第一节 磺胺类药物及抗菌增效剂
磺胺,SFDUT1-TX-0313,SRC-0089,73,1851,1851,DRUG-034-sulfonamides.md,,第四章,1. 抗菌作用属广谱抑菌剂
磺胺,SFDUT1-TX-0314,SRC-0089,74,1859,1859,DRUG-034-sulfonamides.md,,第四章,3. 磺胺药分类
磺胺,SFDUT1-TX-0316,SRC-0089,75,1877,1877,DRUG-034-sulfonamides.md,,第四章,6. 用药原则
磺胺,SFDUT1-TX-0318,SRC-0089,75,1883,1883,DRUG-034-sulfonamides.md,,第四章,7. 注意事项
磺胺,SFDUT1-TX-0320,SRC-0089,75,1888,1888,DRUG-034-sulfonamides.md,,第四章,7. 注意事项
磺胺,SFDUT1-TX-0321,SRC-0089,75,1889,1889,DRUG-034-sulfonamides.md,,第四章,7. 注意事项
磺胺,SFDUT1-TX-0322,SRC-0089,75,1893,1893,DRUG-034-sulfonamides.md,,第四章,7. 注意事项
磺胺,SFDUT1-TX-0324,SRC-0089,78,1936,1936,DRUG-034-sulfonamides.md,DIS-058-toxoplasmosis-protozoa.md,第四章,(2）制剂
磺胺,SFDUT1-TX-0325,SRC-0089,78,1937,1937,DRUG-034-sulfonamides.md,,第四章,(2）制剂
卡那霉素,SFDUT1-TX-0326,SRC-0089,78,1938,1938,,DIS-058-toxoplasmosis-protozoa.md,第四章,(2）制剂
阿米卡星,SFDUT1-TX-0326,SRC-0089,78,1938,1938,,DIS-058-toxoplasmosis-protozoa.md,第四章,(2）制剂
四环素,SFDUT1-TX-0326,SRC-0089,78,1938,1938,DRUG-030-tetracyclines.md,DIS-058-toxoplasmosis-protozoa.md,第四章,(2）制剂
林可霉素,SFDUT1-TX-0326,SRC-0089,78,1938,1938,DRUG-014-lincomycin.md,DIS-058-toxoplasmosis-protozoa.md,第四章,(2）制剂
磺胺,SFDUT1-TX-0326,SRC-0089,78,1938,1938,DRUG-034-sulfonamides.md,DIS-058-toxoplasmosis-protozoa.md,第四章,(2）制剂
葡萄糖,SFDUT1-TX-0326,SRC-0089,78,1938,1938,,DIS-058-toxoplasmosis-protozoa.md,第四章,(2）制剂
磺胺,SFDUT1-TX-0327,SRC-0089,78,1939,1939,DRUG-034-sulfonamides.md,,第四章,(2）制剂
