fact_id,source_id,page,page_status,line_start,line_end,chapter,section,disease,disease_or_topic,prescription_no,prescription_title,items,usage,notes
HANDBOOK-RX-0062,SRC-0087,44,TOC_MAPPED,1849,1855,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪链球菌病,猪链球菌病,3,,$10\%$ 磺胺嘧啶钠注射液 $20 \sim 40$ 毫升,用法：1次肌内注射，每日2次，连用 $3\sim 5$ 天。,说明：用于脑膜脑炎型。
HANDBOOK-RX-0063,SRC-0087,44,TOC_MAPPED,1857,1861,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,猪链球菌病,猪链球菌病,4,,蒲公英30克 紫花地丁30克,用法：煎水拌料饲喂，每日2次，连服3天。,
HANDBOOK-RX-0064,SRC-0087,48,TOC_MAPPED,1932,1946,第二章 猪传染病用药与处方,第二节 常见细菌性传染病,仔猪梭菌性肠炎,仔猪梭菌性肠炎,1,预防用,（1）C型魏氏梭菌灭活菌苗 10毫升；(2）磺胺嘧啶 0.2～0.8克 三甲氧苄氨嘧啶 0.4～0.16克；活性炭 0.5～1克；(3）链霉素粉 1克 胃蛋白酶 3克,用法：母猪产前1月和半月分别肌内注射1次。；用法：混匀一次喂服，每日 $2\sim 3$ 次。；用法：混匀喂服5头仔猪，每日 $1\sim 2$ 次，连用 $2\sim 3$ 天。,
HANDBOOK-RX-0065,SRC-0087,49,TOC_MAPPED,1981,1995,第二章 猪传染病用药与处方,第三节 其他传染病,钩端螺旋体病,钩端螺旋体病,1,,（1）注射用青霉素钠 240万单位 注射用链霉素 200万单位；(2） $10\%$ 葡萄糖注射液 100毫升 $25\%$ 维生素C注射液4毫升；肌苷注射液 4毫升 $10\%$ 安钠咖注射液2毫升；(3) 安乃近注射液 $5 \sim 10$ 毫升,用法：1次肌内注射，每日2次，连用3天。；用法：1次静脉注射，每日1次，连用 $1\sim 2$ 次。；用法：1次肌内注射，每日2次，连用3天。,
HANDBOOK-RX-0066,SRC-0087,49,TOC_MAPPED,1997,2005,第二章 猪传染病用药与处方,第三节 其他传染病,钩端螺旋体病,钩端螺旋体病,2,,金银花12克 连翘12克 黄芩12克 生薏仁12克；赤芍16克 玄参9克 蒲公英16克 茵陈19克；黄柏9克,用法：研末，1次喂服，每日1剂，连用 $2\sim 3$ 剂。,
HANDBOOK-RX-0067,SRC-0087,49,TOC_MAPPED,2007,2013,第二章 猪传染病用药与处方,第三节 其他传染病,钩端螺旋体病,钩端螺旋体病,3,,黄连6克 大黄6克 黄芩6克；黄柏9克 桢子9克,用法：研末，一次喂服，每日1剂，连用3剂以上。,
HANDBOOK-RX-0068,SRC-0087,51,TOC_MAPPED,2037,2053,第二章 猪传染病用药与处方,第三节 其他传染病,猪附红细胞体病,猪附红细胞体病,1,,（1）血虫净；$200\sim 400$ 毫克；注射用水；5毫升；(2）九一四（新碑凡纳明）；$500\sim 750$ 毫克,用法：按1千克体重 $4\sim 8$ 毫克配成 $5 \%$ 溶液1次肌内注射，每日1次，连续2次。；用法：1次肌内注射，48小时后重复1次。或按1千克体重30毫克以 $5\%$ 葡萄糖注射液配成 $10\%$ 溶液缓慢静脉滴注。,
HANDBOOK-RX-0069,SRC-0087,51,TOC_MAPPED,2055,2063,第二章 猪传染病用药与处方,第三节 其他传染病,猪附红细胞体病,猪附红细胞体病,2,,（1）三氮脒（贝尼尔） $200\sim 400$ 毫克；(2）阿散酸 30克,用法：按1千克体重 $4\sim 8$ 毫克一次肌内注射。每日1次，连续2次。间隔2天再重复用药1次。；用法：混入100千克饲料中，连续饲喂1周以上。,
HANDBOOK-RX-0070,SRC-0087,51,TOC_MAPPED,2065,2097,第二章 猪传染病用药与处方,第三节 其他传染病,猪附红细胞体病,猪附红细胞体病,3,清瘟败毒饮加减,金银花15克；连翘15克；大青叶20克；生地20克；黄连10克；丹皮15克；石膏40克；竹叶10克；玄参15克；枳壳15克；常山15克；槟榔10克；柴胡10克；大黄10克；黄芩10克,用法：煎水饮服，每日1剂，连用 $2\sim 3$ 剂。,
HANDBOOK-RX-0071,SRC-0087,51,TOC_MAPPED,2099,2105,第二章 猪传染病用药与处方,第三节 其他传染病,猪附红细胞体病,猪附红细胞体病,4,,石榴皮45克,用法：水煎成450毫升，清晨空腹灌服。,说明：注意毒性，可先服一半，无副反应再追加。
HANDBOOK-RX-0072,SRC-0087,52,TOC_MAPPED,2128,2134,第二章 猪传染病用药与处方,第三节 其他传染病,猪痢疾,猪痢疾,1,,阿米卡星（丁胺卡那霉素）；60万～120万单位,用法：1次喂服，每日 $2\sim 3$ 次，连用3天以上。,
HANDBOOK-RX-0073,SRC-0087,52,TOC_MAPPED,2136,2140,第二章 猪传染病用药与处方,第三节 其他传染病,猪痢疾,猪痢疾,2,,0.5%痢菌净注射液 25毫升,用法：按1千克体重0.5毫升1次肌内注射，每日2次，连用 $2\sim 3$ 天。,
HANDBOOK-RX-0074,SRC-0087,52,TOC_MAPPED,2142,2152,第二章 猪传染病用药与处方,第三节 其他传染病,猪痢疾,5%痢菌净注射液25毫升,3,,黄柏15克；黄连10克；黄芩10克；白头翁20克,用法：水煎候温1次灌服。,
HANDBOOK-RX-0075,SRC-0087,53,TOC_MAPPED,2202,2208,第二章 猪传染病用药与处方,第三节 其他传染病,猪支原体肺炎,猪支原体肺炎,1,,灭菌花生油或茶油100毫升，土霉素碱25克,用法：混合均匀，按每千克体重 $40\sim 50$ 毫克，在颈、背两侧行深部肌内分点轮流注射，小猪 $1\sim 2$ 毫升，中猪 $3\sim 5$ 毫升，大猪 $5\sim 8$ 毫升，每隔3天1次，5次为一疗程。,说明：重症猪可进行 $2\sim 3$ 个疗程，配合卡那霉素注射，效果更好。
HANDBOOK-RX-0076,SRC-0087,53,TOC_MAPPED,2210,2214,第二章 猪传染病用药与处方,第三节 其他传染病,猪支原体肺炎,猪支原体肺炎,2,,兽用卡那霉素 每千克体重3万～4万单位,用法：肌内注射，每天1次，连续5天为一疗程，必要时进行 $2\sim 3$ 个疗程；但停药后往往复发。,
HANDBOOK-RX-0077,SRC-0087,53,TOC_MAPPED,2216,2221,第二章 猪传染病用药与处方,第三节 其他传染病,猪支原体肺炎,猪支原体肺炎,3,,① 林可霉素按每吨饲料加入200克，连喂3周，或按每千克体重50毫克肌内注射，5天为一疗程，有一定效果。；② 泰乐菌素按每千克体重 $4 \sim 9$ 毫克进行肌内注射，3天为一疗程。；③ 泰妙灵按每千克体重20毫克，掺入饲料饲喂。；④ 治百炎（大观霉素）按每千克体重40毫克，每日肌内注射1次，5天为一疗程，有一定疗效。,,
HANDBOOK-RX-0078,SRC-0087,58,TOC_MAPPED,2303,2307,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪囊尾蚴病,猪囊尾蚴病,1,,阿苯达唑（丙硫咪唑） $1\sim 2.5$ 克,用法：1次喂服，按1千克体重 $20\sim 50$ 毫克用药。,
HANDBOOK-RX-0079,SRC-0087,58,TOC_MAPPED,2309,2313,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪囊尾蚴病,猪囊尾蚴病,2,,吡喹酮 2.5～4克,用法：喂服或溶入消毒的液体石蜡中配成 $20\%$ 悬液，1次颈部肌内注射，按1千克体重 $50\sim 80$ 毫克用药。隔2天再用药1次。,
HANDBOOK-RX-0080,SRC-0087,58,TOC_MAPPED,2315,2319,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪囊尾蚴病,猪囊尾蚴病,3,,槟榔 $50\sim 100$ 克 南瓜子仁粉200克 硫酸镁30克,用法：将新鲜槟榔切片，用 $400\sim 500$ 毫升开水浸泡数小时，再煎至 $200\sim 500$ 毫升，先喂南瓜子，半小时后再服煎剂，再隔2小时喂泻剂（30克硫酸镁溶于200毫升水中）。,
HANDBOOK-RX-0081,SRC-0087,59,TOC_MAPPED,2342,2344,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪棘球蚴病,猪棘球蚴病,1,,吡喹酮 2.5～4克,,
HANDBOOK-RX-0082,SRC-0087,59,TOC_MAPPED,2346,2346,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪棘球蚴病,猪棘球蚴病,2,。,,,
HANDBOOK-RX-0083,SRC-0087,59,TOC_MAPPED,2348,2352,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪棘球蚴病,猪棘球蚴病,2,,氢溴酸槟榔碱 2毫克/千克体重,用法：1次喂服。,
HANDBOOK-RX-0084,SRC-0087,60,TOC_MAPPED,2372,2376,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪细颈囊尾蚴病,猪细颈囊尾蚴病,1,,吡喹酮 2.5～5克,用法：1次喂服，按1千克体重 $50\sim 100$ 毫克用药，每日1次，连用2次。,
HANDBOOK-RX-0085,SRC-0087,60,TOC_MAPPED,2378,2382,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪细颈囊尾蚴病,猪细颈囊尾蚴病,2,,氯硝柳胺 $100\sim 150$ 毫克/千克体重,用法：1次喂服。,
HANDBOOK-RX-0086,SRC-0087,60,TOC_MAPPED,2384,2388,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪细颈囊尾蚴病,猪细颈囊尾蚴病,3,,槟榔 6～12克,用法：加水煎汁，1次灌服。,
HANDBOOK-RX-0087,SRC-0087,60,TOC_MAPPED,2390,2394,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪细颈囊尾蚴病,猪细颈囊尾蚴病,4,,贯众50克,用法：粉碎为末，加水冲服。每日1次，连续 $3\sim 4$ 天。,
HANDBOOK-RX-0088,SRC-0087,61,TOC_MAPPED,2414,2418,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪姜片吸虫病,猪姜片吸虫病,1,,吡喹酮 2.5克,用法：1次喂服，按1千克体重50毫克用药。,
HANDBOOK-RX-0089,SRC-0087,61,TOC_MAPPED,2420,2424,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪姜片吸虫病,猪姜片吸虫病,2,,硝硫氰胺 150～300毫克,用法：1次喂服，按1千克体重 $3\sim 6$ 毫克用药。,
HANDBOOK-RX-0090,SRC-0087,61,TOC_MAPPED,2426,2430,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪姜片吸虫病,猪姜片吸虫病,3,,美曲麟酯（敌百虫） 100毫克/千克体重,用法：1次喂服，总质量不超过7克，隔日1次，2次为1个疗程。,
HANDBOOK-RX-0091,SRC-0087,61,TOC_MAPPED,2432,2436,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪姜片吸虫病,猪姜片吸虫病,4,,辛硫磷 1.2毫克/千克体重,用法：混饲喂给。,
HANDBOOK-RX-0092,SRC-0087,61,TOC_MAPPED,2438,2442,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪姜片吸虫病,猪姜片吸虫病,5,,硫氯酚（硫双二氯酚） $60\sim 100$ 毫克/千克体重,用法：一次喂服，体重在 $50\sim 100$ 千克以下的猪用 $100\sim 150$ 毫克/千克体重，体重超过100千克的则用 $50\sim 60$ 毫克/千克体重。,
HANDBOOK-RX-0093,SRC-0087,61,TOC_MAPPED,2444,2448,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪姜片吸虫病,猪姜片吸虫病,6,,槟榔 $15\sim 30$ 克 木香3克,用法：水煎，早晨空腹1次喂服，连用 $2\sim 3$ 次。,
HANDBOOK-RX-0094,SRC-0087,61,TOC_MAPPED,2450,2454,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪姜片吸虫病,猪姜片吸虫病,7,,槟榔 $50\sim 100$ 克,用法：切碎加冷水煎汁，空腹给猪灌服。,
HANDBOOK-RX-0095,SRC-0087,61,TOC_MAPPED,2456,2460,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪姜片吸虫病,猪姜片吸虫病,8,,槟榔25克 雷丸25克 贯众25克 甘草25克,用法：水煎去渣，空腹灌服。,
HANDBOOK-RX-0096,SRC-0087,61,TOC_MAPPED,2462,2466,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪姜片吸虫病,猪姜片吸虫病,9,,使君子15克 石榴皮15克 贯众10克 槟榔10克,用法：煎水灌服（适宜25千克体重猪的用量），有较好的疗效。,
HANDBOOK-RX-0097,SRC-0087,62,TOC_MAPPED,2489,2493,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,华枝睾吸虫病,华枝睾吸虫病,1,,吡喹酮 $2\sim 5$ 毫克/千克体重,用法：1次喂服。,
HANDBOOK-RX-0098,SRC-0087,62,TOC_MAPPED,2495,2499,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,华枝睾吸虫病,华枝睾吸虫病,2,,丙硫咪唑 30毫克/千克体重,用法：1次喂服，每日1次，连用数日。,
HANDBOOK-RX-0099,SRC-0087,62,TOC_MAPPED,2501,2505,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,华枝睾吸虫病,华枝睾吸虫病,3,,六氯酚 20毫克/千克体重,用法：1次喂服，每日1次，连服3天。,
HANDBOOK-RX-0100,SRC-0087,62,TOC_MAPPED,2507,2511,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,华枝睾吸虫病,华枝睾吸虫病,4,,六氯对二甲苯 50毫克/千克体重,用法：1次喂服，每日1次，连用10天。,
HANDBOOK-RX-0101,SRC-0087,62,TOC_MAPPED,2513,2517,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,华枝睾吸虫病,华枝睾吸虫病,5,,海涛林 $50\sim 60$ 毫克/千克体重,用法：混入饲料喂服，每日1次，5天为1疗程。,
HANDBOOK-RX-0102,SRC-0087,62,TOC_MAPPED,2519,2523,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,华枝睾吸虫病,华枝睾吸虫病,6,,硫氯酚（硫双二氯酚） $80\sim 100$ 毫克/千克体重,用法：灌服或混料喂服。,
HANDBOOK-RX-0103,SRC-0087,63,TOC_MAPPED,2546,2550,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪蛔虫病,猪蛔虫病,1,,甲苯达唑（甲苯咪唑） $10\sim 20$ 毫克/千克体重,用法：混在饲料中喂服。,
HANDBOOK-RX-0104,SRC-0087,63,TOC_MAPPED,2552,2556,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪蛔虫病,猪蛔虫病,2,,氟苯咪唑 30毫克/千克体重,用法：混在饲料中喂服。,
HANDBOOK-RX-0105,SRC-0087,63,TOC_MAPPED,2558,2562,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪蛔虫病,猪蛔虫病,3,,阿苯达唑（丙硫咪唑） $10\sim 20$ 毫克/千克体重,用法：混在饲料中喂服。,
HANDBOOK-RX-0106,SRC-0087,63,TOC_MAPPED,2564,2568,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪蛔虫病,猪蛔虫病,4,,伊维菌素 0.3毫克/千克体重,用法：皮下注射或口服。,
HANDBOOK-RX-0107,SRC-0087,63,TOC_MAPPED,2570,2574,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪蛔虫病,猪蛔虫病,5,,海乐松 50毫克/千克体重,用法：用水灌服或混入饲料喂服。,
HANDBOOK-RX-0108,SRC-0087,63,TOC_MAPPED,2576,2582,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪蛔虫病,猪蛔虫病,6,,使君子200克 槟榔200克 当归200克 麦芽200克；百部100克 苍术100克 甘草100克 大黄50克,用法：上述各药混合，研为细末，过100目筛2次，分装备用。按0.5克/千克体重/次喂服，每日3次，连用2天。,
HANDBOOK-RX-0109,SRC-0087,63,TOC_MAPPED,2584,2588,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪蛔虫病,猪蛔虫病,7,,甘松500克 大黄250克 槟榔90克 贯众250克,用法：上述各药混合，粉碎为细末，小猪 $5\sim 6$ 克，大猪 $20\sim 30$ 克加水灌服，每日1次，连服3天。,
HANDBOOK-RX-0110,SRC-0087,63,TOC_MAPPED,2590,2594,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪蛔虫病,猪蛔虫病,8,,百部10克 苦楝皮10克,用法：煎汤，供体重约50千克的猪一次灌服。,
HANDBOOK-RX-0111,SRC-0087,65,TOC_MAPPED,2614,2618,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,类圆线虫病,类圆线虫病,1,,甲苯咪唑 30毫克/千克体重,用法：1次口服。,
HANDBOOK-RX-0112,SRC-0087,65,TOC_MAPPED,2620,2624,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,类圆线虫病,类圆线虫病,2,,噻苯达唑（噻苯唑） $30\sim 50$ 毫克/千克体重,用法：1次口服。,
HANDBOOK-RX-0113,SRC-0087,65,TOC_MAPPED,2626,2630,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,类圆线虫病,类圆线虫病,3,,甲紫（龙胆紫）,用法：体重25千克以下仔猪每天0.6克，分早、中、晚3次，与牛奶混服，连用2天。,
HANDBOOK-RX-0114,SRC-0087,65,TOC_MAPPED,2632,2636,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,类圆线虫病,类圆线虫病,4,,左噻咪唑 10毫克/千克体重,用法：溶水灌服，混料喂服或温水饮服。,
HANDBOOK-RX-0115,SRC-0087,66,TOC_MAPPED,2656,2660,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪后圆线虫病,猪后圆线虫病,1,,阿苯达唑（丙硫咪唑） $10\sim 20$ 毫克/千克体重,用法：混入饲料喂服。,
HANDBOOK-RX-0116,SRC-0087,66,TOC_MAPPED,2662,2666,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪后圆线虫病,猪后圆线虫病,2,,阿维菌素或伊维菌素 0.3毫克/千克体重,用法：皮下注射或喂服。,
HANDBOOK-RX-0117,SRC-0087,66,TOC_MAPPED,2668,2672,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪后圆线虫病,猪后圆线虫病,3,,氰乙酰肼 15毫克/千克体重,用法：皮下注射或肌内注射，严重者连续用药3天。,
HANDBOOK-RX-0118,SRC-0087,66,TOC_MAPPED,2674,2678,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪后圆线虫病,猪后圆线虫病,4,,左旋咪唑 15毫克/千克体重,用法：1次肌内注射，间隔4小时重复用药1次或按10毫克/千克体重混于饲料1次喂服。,
HANDBOOK-RX-0119,SRC-0087,66,TOC_MAPPED,2680,2684,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪后圆线虫病,猪后圆线虫病,5,,构橡酸乙胺嗪（海群生）100毫克/千克体重,用法：溶于10毫升蒸馏水中，皮下注射，每天1次，连用3天。,
HANDBOOK-RX-0120,SRC-0087,66,TOC_MAPPED,2686,2690,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪后圆线虫病,猪后圆线虫病,6,,四咪唑（驱虫净） 1克,用法：1次喂服，按1千克体重20毫克用药；或按 $10\sim 15$ 毫克/千克体重，肌注。,
HANDBOOK-RX-0121,SRC-0087,66,TOC_MAPPED,2692,2696,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪后圆线虫病,猪后圆线虫病,7,,伊维菌素 0.3毫克/千克体重,用法：1次皮下注射。,
HANDBOOK-RX-0122,SRC-0087,66,TOC_MAPPED,2698,2704,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪后圆线虫病,猪后圆线虫病,8,,碘片 1克 碘化钾 2克；蒸馏水 1500毫升,用法：混匀灭菌后气管内注射，按1千克体重0.5毫升用药，间隔 $2\sim 3$ 天后重复使用1次，连用3次。,
HANDBOOK-RX-0123,SRC-0087,66,TOC_MAPPED,2706,2710,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪后圆线虫病,猪后圆线虫病,9,,百部 24～60克,用法：煎汁，1次灌服，每日1剂，连用 $2\sim 3$ 剂。,
HANDBOOK-RX-0124,SRC-0087,67,TOC_MAPPED,2730,2734,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪毛首线虫病,猪毛首线虫病,1,,羟嘧啶 2毫克/千克体重,用法：混入饲料喂服。,
HANDBOOK-RX-0125,SRC-0087,67,TOC_MAPPED,2736,2740,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪毛首线虫病,猪毛首线虫病,2,,左旋咪唑（左咪唑） 8毫克/千克体重,用法：混饲或混饮。,
HANDBOOK-RX-0126,SRC-0087,67,TOC_MAPPED,2760,2764,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪旋毛虫病,猪旋毛虫病,1,,阿苯达唑（丙硫咪唑） 750毫克,用法：按1千克体重15毫克喂服，每日1次，连喂3周。,
HANDBOOK-RX-0127,SRC-0087,67,TOC_MAPPED,2766,2770,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪旋毛虫病,猪旋毛虫病,2,,阿维菌素或伊维菌素 按0.3毫克/千克体重给药,用法：皮下注射或喂服。,
HANDBOOK-RX-0128,SRC-0087,68,TOC_MAPPED,2791,2795,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪食道口线虫病,猪食道口线虫病,1,,美曲麟酯（敌百虫） 0.1克/千克体重,用法：拌入饲料中喂服。,
HANDBOOK-RX-0129,SRC-0087,68,TOC_MAPPED,2797,2801,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪食道口线虫病,猪食道口线虫病,2,,阿苯达唑（丙硫咪唑） 10毫克/千克体重,用法：拌入饲料中喂服。,
HANDBOOK-RX-0130,SRC-0087,68,TOC_MAPPED,2803,2807,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪食道口线虫病,猪食道口线虫病,3,,左旋咪唑（左咪唑） 8毫克/千克体重,用法：拌入饲料中喂服。,
HANDBOOK-RX-0131,SRC-0087,68,TOC_MAPPED,2809,2813,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪食道口线虫病,猪食道口线虫病,4,,噻嘧啶 30～40毫克/千克体重,用法：拌入饲料中喂服。,
HANDBOOK-RX-0132,SRC-0087,68,TOC_MAPPED,2815,2819,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪食道口线虫病,猪食道口线虫病,5,,氟苯咪唑 5毫克/千克体重,用法：拌入饲料中喂服，或以每吨饲料30克混饲，连用5天。,
HANDBOOK-RX-0133,SRC-0087,68,TOC_MAPPED,2821,2825,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪食道口线虫病,猪食道口线虫病,6,,阿维菌素、伊维菌素或多拉菌素 0.3毫克/千克体重,用法：皮下注射或喂服。,
HANDBOOK-RX-0134,SRC-0087,69,TOC_MAPPED,2845,2849,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪胃线虫病,猪胃线虫病,1,,左旋咪唑（左咪唑） 7.5毫克/千克体重,用法：口服或肌内注射。,
HANDBOOK-RX-0135,SRC-0087,69,TOC_MAPPED,2851,2855,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪胃线虫病,猪胃线虫病,2,,酒石酸噻嘧啶 22毫克/千克体重,用法：混入饲料喂服。,
HANDBOOK-RX-0136,SRC-0087,69,TOC_MAPPED,2857,2861,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪胃线虫病,猪胃线虫病,3,,芬苯达唑 $5\sim 7.5$ 毫克/千克,用法：混入饲料喂服，驱虫率达 $100\%$ 。,
HANDBOOK-RX-0137,SRC-0087,69,TOC_MAPPED,2863,2867,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪胃线虫病,猪胃线虫病,4,,阿维菌素、伊维菌素或多拉菌素 0.3毫克/千克体重,用法：皮下注射或喂服。,
HANDBOOK-RX-0138,SRC-0087,69,TOC_MAPPED,2869,2873,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪胃线虫病,猪胃线虫病,5,,阿苯达唑（丙硫咪唑） 250毫克,用法：空腹1次喂服，按1千克体重5毫克用药。,
HANDBOOK-RX-0139,SRC-0087,69,TOC_MAPPED,2875,2879,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪胃线虫病,猪胃线虫病,6,,噻苯唑 2.5~5克,用法：1次喂服，按1千克体重 $50\sim 100$ 毫克用药。,
HANDBOOK-RX-0140,SRC-0087,70,TOC_MAPPED,2902,2906,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪棘头虫病,猪棘头虫病,1,,左旋咪唑 200～400毫克,用法：1次肌内注射，按1千克体重 $4\sim 8$ 毫克用药。,
HANDBOOK-RX-0141,SRC-0087,70,TOC_MAPPED,2908,2912,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪棘头虫病,猪棘头虫病,2,,噻咪唑（驱虫净） 1克,用法：1次喂服，按1千克体重20毫克用药。,
HANDBOOK-RX-0142,SRC-0087,70,TOC_MAPPED,2914,2918,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪棘头虫病,猪棘头虫病,3,,阿苯达唑（丙硫咪唑） 250毫克,用法：1次口服，按1千克体重5毫克用药。,
HANDBOOK-RX-0143,SRC-0087,70,TOC_MAPPED,2920,2924,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪棘头虫病,猪棘头虫病,4,,雷丸5克 槟榔5克 鹤虱5克,用法：共研末，1次喂服。,
HANDBOOK-RX-0144,SRC-0087,71,TOC_MAPPED,2946,2950,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪冠尾线虫病,猪冠尾线虫病,1,,阿苯达唑（丙硫咪唑） 1克,用法：拌料，1次喂服，按1千克体重20毫克用药。,
HANDBOOK-RX-0145,SRC-0087,71,TOC_MAPPED,2952,2956,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪冠尾线虫病,猪冠尾线虫病,2,,噻咪唑（驱虫净） 1克,用法：1次喂服，按1千克体重20毫克用药。,
HANDBOOK-RX-0146,SRC-0087,71,TOC_MAPPED,2958,2962,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪冠尾线虫病,猪冠尾线虫病,3,,美曲膦酯（敌百虫） 100毫克/千克体重,用法：配成 $10\% \sim 20\%$ 溶液肌内注射，每天1次，连续注射3次。,
HANDBOOK-RX-0147,SRC-0087,71,TOC_MAPPED,2964,2968,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪冠尾线虫病,猪冠尾线虫病,4,,构橼酸乙胺嗪（海群生）30毫克/千克体重,用法：1次喂服。,
HANDBOOK-RX-0148,SRC-0087,71,TOC_MAPPED,2970,2984,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,猪冠尾线虫病,猪冠尾线虫病,5,,槟榔9克；贯众9克；蛇床子9克；鹤虱9克；苦楝皮9克；甘草6克,用法：水煎， $10\sim 20$ 千克幼猪1次灌服。,
HANDBOOK-RX-0149,SRC-0087,72,TOC_MAPPED,3007,3011,第三章 猪寄生虫病用药与处方,第二节 常见的猪寄生虫病,弓形虫病,弓形虫病,1,,磺胺-5-甲氧嘧啶 $3\sim 4$ 克,用法：一次肌内注射，按1千克体重 $60\sim 80$ 毫克用药，首次倍量，连用 $3\sim 5$ 天以上。,
