fact_id,fact_type,subject,predicate,object,page,category,target_page,evidence_source_id,evidence_coverage
RAU1-DDR-0001,disease_drug_rule_mapping,胸膜肺炎,has_drug_candidate_with_rule_boundary,"氨苄西林, 氟苯尼考, 头孢噻呋；抗菌治疗候选必须建立在药敏、标签和休药期复核之上；不得仅凭手册候选生成执行剂量。",,disease_drug_rule,wiki/diseases/DIS-035-actinobacillus-pleuropneumoniae-pleuropneumonia.md,SRC-0091,complete
RAU1-DDR-0002,disease_drug_rule_mapping,萎缩性鼻炎/支气管败血波氏杆菌相关,has_drug_candidate_with_rule_boundary,"磺胺类, 四环素类, 青霉素, 链霉素；抗菌药选择需结合病原、药敏和猪场阶段，避免长期单一药物导致耐药。",,disease_drug_rule,wiki/diseases/DIS-037-bordetella-bronchiseptica-nonprogressive-atrophic-rhinitis.md,SRC-0091,complete
RAU1-DDR-0003,disease_drug_rule_mapping,大肠杆菌病,has_drug_candidate_with_rule_boundary,"磺胺类, 庆大霉素, 安普霉素, 新霉素；肠道感染应优先结合脱水、毒血症和药敏判断；氨基糖苷类全身治疗需注意吸收和肾毒性边界。",,disease_drug_rule,wiki/diseases/DIS-040-colibacillosis.md,SRC-0091,complete
RAU1-DDR-0004,disease_drug_rule_mapping,仔猪黄白痢,has_drug_candidate_with_rule_boundary,"磺胺类, 氨基糖苷类, 口服补液；仔猪腹泻样病例应先区分病毒性、细菌性、球虫性和管理性因素。",,disease_drug_rule,wiki/diseases/DIS-041-neonatal-post-weaning-colibacillosis.md,SRC-0091,complete
RAU1-DDR-0005,disease_drug_rule_mapping,仔猪水肿病,has_drug_candidate_with_rule_boundary,"磺胺嘧啶, 磺胺二甲嘧啶；作为敏感菌候选和鉴别增强，不得替代毒素型大肠杆菌的综合处置。",,disease_drug_rule,wiki/diseases/DIS-042-edema-disease-e-coli.md,SRC-0091,complete
RAU1-DDR-0006,disease_drug_rule_mapping,猪丹毒,has_drug_candidate_with_rule_boundary,青霉素；青霉素为敏感革兰阳性菌候选；执行处方仍需标签、药敏和休药期。,,disease_drug_rule,wiki/diseases/DIS-043-erysipelas.md,SRC-0091,complete
RAU1-DDR-0007,disease_drug_rule_mapping,钩端螺旋体病,has_drug_candidate_with_rule_boundary,"青霉素, 四环素类；钩端螺旋体病属于人兽共患风险场景，需保留防护、送检和监管边界。",,disease_drug_rule,wiki/diseases/DIS-045-leptospirosis.md,SRC-0091,complete
RAU1-DDR-0008,disease_drug_rule_mapping,沙门氏菌病,has_drug_candidate_with_rule_boundary,"氨苄西林, 磺胺嘧啶, 氟苯尼考；应强调药敏、耐药和公共卫生边界，避免经验性滥用抗菌药。",,disease_drug_rule,wiki/diseases/DIS-049-salmonellosis.md,SRC-0091,complete
RAU1-DDR-0009,disease_drug_rule_mapping,猪链球菌病,has_drug_candidate_with_rule_boundary,"青霉素, 磺胺类, 头孢菌素类；脑膜炎型等高风险病例需区分中枢渗透、分开注射和人兽共患防护。",,disease_drug_rule,wiki/diseases/DIS-051-streptococcosis-streptococcus-suis.md,SRC-0091,complete
RAU1-DDR-0010,disease_drug_rule_mapping,疥螨/外寄生虫,has_drug_candidate_with_rule_boundary,"伊维菌素, 阿维菌素类, 双甲脒, 拟除虫菊酯类；外寄生虫病例需结合群体处理、环境清理和复查，不得只生成单次用药。",,disease_drug_rule,wiki/diseases/DIS-055-external-parasites-mange.md,SRC-0091,complete
RAU1-DDR-0011,disease_drug_rule_mapping,猪虱病,has_drug_candidate_with_rule_boundary,"伊维菌素, 有机磷杀虫药, 拟除虫菊酯类；外寄生虫处理必须同时约束安全、环境和肉品休药期复核。",,disease_drug_rule,wiki/diseases/DIS-056-external-parasites-lice.md,SRC-0091,complete
RAU1-DDR-0012,disease_drug_rule_mapping,球虫/原虫性腹泻,has_drug_candidate_with_rule_boundary,"妥曲珠利, 氨丙啉, 磺胺类；腹泻综合征中需与病毒性腹泻和大肠杆菌病鉴别。",,disease_drug_rule,wiki/diseases/DIS-057-coccidia-and-other-protozoa.md,SRC-0091,complete
RAU1-DDR-0013,disease_drug_rule_mapping,弓形虫病,has_drug_candidate_with_rule_boundary,"磺胺类, TMP；弓形虫病处方候选需保留人兽共患和妊娠风险边界。",,disease_drug_rule,wiki/diseases/DIS-058-toxoplasmosis-protozoa.md,SRC-0091,complete
RAU1-DDR-0014,disease_drug_rule_mapping,蛔虫病,has_drug_candidate_with_rule_boundary,"芬苯达唑, 左旋咪唑, 哌嗪；驱虫策略应结合虫卵检查、群体程序和环境控制。",,disease_drug_rule,wiki/diseases/DIS-060-ascaris-suum-internal-parasites.md,SRC-0091,complete
RAU1-DDR-0015,disease_drug_rule_mapping,鞭虫病,has_drug_candidate_with_rule_boundary,"苯并咪唑类, 伊维菌素；慢性腹泻/消瘦需纳入鞭虫鉴别。",,disease_drug_rule,wiki/diseases/DIS-061-trichuris-suis-internal-parasites.md,SRC-0091,complete
