canonical_id,canonical_name,alias,language,alias_type,page_relpath
DIS-051,猪链球菌病,链球菌病,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-051-streptococcosis-streptococcus-suis.md
DIS-051,猪链球菌病,猪二型链球菌病,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-051-streptococcosis-streptococcus-suis.md
DIS-051,猪链球菌病,猪链球菌脑膜炎,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-051-streptococcosis-streptococcus-suis.md
DIS-055,猪疥螨病,猪疥螨病,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-055-external-parasites-mange.md
DIS-055,猪疥螨病,疥癣,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-055-external-parasites-mange.md
DIS-055,猪疥螨病,疥螨,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-055-external-parasites-mange.md
DIS-055,猪疥螨病,外寄生虫性瘙痒,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-055-external-parasites-mange.md
DIS-056,猪虱病,猪虱病,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-056-external-parasites-lice.md
DIS-056,猪虱病,虱病,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-056-external-parasites-lice.md
DIS-057,猪球虫病,猪球虫病,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-057-coccidia-and-other-protozoa.md
DIS-057,猪球虫病,球虫病,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-057-coccidia-and-other-protozoa.md
DIS-057,猪球虫病,仔猪球虫病,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-057-coccidia-and-other-protozoa.md
DIS-058,猪弓形虫病,猪弓形虫病,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-058-toxoplasmosis-protozoa.md
DIS-058,猪弓形虫病,弓形虫病,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-058-toxoplasmosis-protozoa.md
DIS-060,猪蛔虫病,猪蛔虫病,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-060-ascaris-suum-internal-parasites.md
DIS-060,猪蛔虫病,蛔虫病,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-060-ascaris-suum-internal-parasites.md
DIS-060,猪蛔虫病,猪蛔虫感染,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-060-ascaris-suum-internal-parasites.md
DIS-061,猪鞭虫病,猪鞭虫病,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-061-trichuris-suis-internal-parasites.md
DIS-061,猪鞭虫病,鞭虫病,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-061-trichuris-suis-internal-parasites.md
DIS-061,猪鞭虫病,猪结肠鞭虫病,zh,manual_synonym_SRC-0091_recovered,wiki/diseases/DIS-061-trichuris-suis-internal-parasites.md
DIS-028,繁殖障碍,繁殖障碍,zh,manual_synonym_SRC-0092,wiki/diseases/DIS-028-porcine-reproductive-and-respiratory-syndrome-viruses.md
DIS-028,繁殖障碍,流产死胎,zh,manual_synonym_SRC-0092,wiki/diseases/DIS-028-porcine-reproductive-and-respiratory-syndrome-viruses.md
DIS-028,繁殖障碍,母猪返情,zh,manual_synonym_SRC-0092,wiki/diseases/DIS-028-porcine-reproductive-and-respiratory-syndrome-viruses.md
DIS-028,繁殖障碍,PRRS繁殖型,zh,manual_synonym_SRC-0092,wiki/diseases/DIS-028-porcine-reproductive-and-respiratory-syndrome-viruses.md
DIS-023,细小病毒繁殖障碍,细小病毒繁殖障碍,zh,manual_synonym_SRC-0092,wiki/diseases/DIS-023-parvoviruses.md
DIS-023,细小病毒繁殖障碍,死胎木乃伊胎,zh,manual_synonym_SRC-0092,wiki/diseases/DIS-023-parvoviruses.md
DIS-023,细小病毒繁殖障碍,母猪木乃伊胎,zh,manual_synonym_SRC-0092,wiki/diseases/DIS-023-parvoviruses.md
DIS-038,猪布病,猪布病,zh,manual_synonym_SRC-0092,wiki/diseases/DIS-038-brucella-suis-brucellosis.md
DIS-038,猪布病,布鲁氏菌性流产,zh,manual_synonym_SRC-0092,wiki/diseases/DIS-038-brucella-suis-brucellosis.md
DIS-057,抗球虫药相关腹泻,抗球虫药相关腹泻,zh,manual_synonym_SRC-0092,wiki/diseases/DIS-057-coccidia-and-other-protozoa.md
DIS-057,抗球虫药相关腹泻,球虫性腹泻,zh,manual_synonym_SRC-0092,wiki/diseases/DIS-057-coccidia-and-other-protozoa.md
DIS-057,抗球虫药相关腹泻,仔猪球虫性腹泻,zh,manual_synonym_SRC-0092,wiki/diseases/DIS-057-coccidia-and-other-protozoa.md
DIS-073,通风失败,通风失败,zh,manual_synonym_SRC-0092,wiki/diseases/DIS-073-toxic-gases-ventilation-failure.md
DIS-073,通风失败,有毒气体中毒,zh,manual_synonym_SRC-0092,wiki/diseases/DIS-073-toxic-gases-ventilation-failure.md
DIS-073,通风失败,氨气刺激性呼吸困难,zh,manual_synonym_SRC-0092,wiki/diseases/DIS-073-toxic-gases-ventilation-failure.md
久泻久痢,SYN-019-constipation-diarrhea-tcm-support-boundary,syndrome_alias,SRC-0093,401-600,wiki/syndromes/SYN-019-constipation-diarrhea-tcm-support-boundary.md
脾虚久泻,SYN-019-constipation-diarrhea-tcm-support-boundary,syndrome_alias,SRC-0093,401-600,wiki/syndromes/SYN-019-constipation-diarrhea-tcm-support-boundary.md
粪便秘结,SYN-019-constipation-diarrhea-tcm-support-boundary,syndrome_alias,SRC-0093,401-600,wiki/syndromes/SYN-019-constipation-diarrhea-tcm-support-boundary.md
食积腹胀,SYN-019-constipation-diarrhea-tcm-support-boundary,syndrome_alias,SRC-0093,401-600,wiki/syndromes/SYN-019-constipation-diarrhea-tcm-support-boundary.md
寒痰咳嗽,SYN-022-cough-phlegm-asthma-tcm-boundary,syndrome_alias,SRC-0093,401-600,wiki/syndromes/SYN-022-cough-phlegm-asthma-tcm-boundary.md
热痰咳喘,SYN-022-cough-phlegm-asthma-tcm-boundary,syndrome_alias,SRC-0093,401-600,wiki/syndromes/SYN-022-cough-phlegm-asthma-tcm-boundary.md
肺虚久咳,SYN-022-cough-phlegm-asthma-tcm-boundary,syndrome_alias,SRC-0093,401-600,wiki/syndromes/SYN-022-cough-phlegm-asthma-tcm-boundary.md
风湿痹痛,SYN-021-lameness-swelling-dampness-tcm-boundary,syndrome_alias,SRC-0093,401-600,wiki/syndromes/SYN-021-lameness-swelling-dampness-tcm-boundary.md
关节肿胀,SYN-021-lameness-swelling-dampness-tcm-boundary,syndrome_alias,SRC-0093,401-600,wiki/syndromes/SYN-021-lameness-swelling-dampness-tcm-boundary.md
疥癣瘙痒,SYN-008-skin-pruritus-crusts,syndrome_alias,SRC-0093,401-600,wiki/syndromes/SYN-008-skin-pruritus-crusts.md
便血尿血,SYN-020-bleeding-anemia-tcm-support-boundary,syndrome_alias,SRC-0093,401-600,wiki/syndromes/SYN-020-bleeding-anemia-tcm-support-boundary.md
产后恶露不行,SYN-003-reproductive-failure,syndrome_alias,SRC-0093,401-600,wiki/syndromes/SYN-003-reproductive-failure.md
痰迷心窍,SYN-005-neurologic-signs,syndrome_alias,SRC-0093,401-600,wiki/syndromes/SYN-005-neurologic-signs.md
