fact_id,source_id,fact_type,page,page_method,line_start,line_end,chapter,section,heading,drug_heading,disease_heading,disease_page,drug_mentions,text
SFDUT2-TX-0092,SRC-0090,treatment_or_prevention,217,TOC_INTERPOLATED,392,392,第八章 猪细菌性传染病,第五节 猪传染性胸膜肺炎,6. 治疗,,猪传染性胸膜肺炎,DIS-035-actinobacillus-pleuropneumoniae-pleuropneumonia.md,,（3）饮水和饲料添加药物是治疗本病的良好手段 饮水治疗只适用于尚能饮水的病猪，而药物投喂只有在所有的猪采食和饮水正常的情况下才能奏效。对于发病初期，患病猪群还有较好的食欲和饮水情况下，或对未病猪群使用混饲给药，每吨饲料添加药物如下。
SFDUT2-TX-0093,SRC-0090,candidate_fact,217,TOC_INTERPOLATED,394,394,第八章 猪细菌性传染病,第五节 猪传染性胸膜肺炎,6. 治疗,,猪传染性胸膜肺炎,DIS-035-actinobacillus-pleuropneumoniae-pleuropneumonia.md,氟苯尼考,① 氟苯尼考100克（效价），连续使用7天，然后将剂量减半，再继续使用2周。
SFDUT2-TX-0094,SRC-0090,candidate_fact,217,TOC_INTERPOLATED,395,395,第八章 猪细菌性传染病,第五节 猪传染性胸膜肺炎,6. 治疗,,猪传染性胸膜肺炎,DIS-035-actinobacillus-pleuropneumoniae-pleuropneumonia.md,头孢噻呋,② 头孢噻呋 $25 \sim 50$ 克（效价），连续使用5天，然后将剂量减半，再继续使用2周。
SFDUT2-TX-0095,SRC-0090,candidate_fact,217,TOC_INTERPOLATED,396,396,第八章 猪细菌性传染病,第五节 猪传染性胸膜肺炎,6. 治疗,,猪传染性胸膜肺炎,DIS-035-actinobacillus-pleuropneumoniae-pleuropneumonia.md,阿莫西林,③ 阿莫西林 $200 \sim 300$ 克（效价），连续使用7天，然后将剂量减半，再继续使用2周。
SFDUT2-TX-0096,SRC-0090,candidate_fact,217,TOC_INTERPOLATED,398,398,第八章 猪细菌性传染病,第五节 猪传染性胸膜肺炎,6. 治疗,,猪传染性胸膜肺炎,DIS-035-actinobacillus-pleuropneumoniae-pleuropneumonia.md,强力霉素,④ 强力霉素300克（效价），连用2周。
SFDUT2-TX-0097,SRC-0090,candidate_fact,217,TOC_INTERPOLATED,399,399,第八章 猪细菌性传染病,第五节 猪传染性胸膜肺炎,6. 治疗,,猪传染性胸膜肺炎,DIS-035-actinobacillus-pleuropneumoniae-pleuropneumonia.md,替米考星,⑤ 替米考星 $150 \sim 200$ 克（效价），连用2周。
SFDUT2-TX-0098,SRC-0090,candidate_fact,217,TOC_INTERPOLATED,400,400,第八章 猪细菌性传染病,第五节 猪传染性胸膜肺炎,6. 治疗,,猪传染性胸膜肺炎,DIS-035-actinobacillus-pleuropneumoniae-pleuropneumonia.md,金霉素; 泰乐菌素; 泰妙菌素,⑥ 其他如爱乐新、泰乐菌素、泰乐菌素十金霉素、泰妙菌素、利高霉素等也可用。混饲最好与抗菌增效剂TMP合用（5:1），以增强疗效。
SFDUT2-TX-0099,SRC-0090,candidate_fact,218,TOC_INTERPOLATED,402,402,第八章 猪细菌性传染病,第五节 猪传染性胸膜肺炎,6. 治疗,,猪传染性胸膜肺炎,DIS-035-actinobacillus-pleuropneumoniae-pleuropneumonia.md,,对于因发病而不能采食，但饮水较好的病猪可采用混饮，方式如下。
SFDUT2-TX-0100,SRC-0090,candidate_fact,218,TOC_INTERPOLATED,404,404,第八章 猪细菌性传染病,第五节 猪传染性胸膜肺炎,6. 治疗,,猪传染性胸膜肺炎,DIS-035-actinobacillus-pleuropneumoniae-pleuropneumonia.md,强力霉素,① 每100升饮水中添加强力霉素15克，连续混饮5天，同时添加可溶性多维添加剂。
SFDUT2-TX-0101,SRC-0090,candidate_fact,218,TOC_INTERPOLATED,405,405,第八章 猪细菌性传染病,第五节 猪传染性胸膜肺炎,6. 治疗,,猪传染性胸膜肺炎,DIS-035-actinobacillus-pleuropneumoniae-pleuropneumonia.md,阿莫西林,② 每100升饮水中添加阿莫西林（效价）15克，连续混饮5天。
SFDUT2-TX-0102,SRC-0090,candidate_fact,218,TOC_INTERPOLATED,406,406,第八章 猪细菌性传染病,第五节 猪传染性胸膜肺炎,6. 治疗,,猪传染性胸膜肺炎,DIS-035-actinobacillus-pleuropneumoniae-pleuropneumonia.md,替米考星,③ 每100升饮水中添加替米考星（效价）20克，连续混饮7天。
SFDUT2-TX-0103,SRC-0090,vaccination_or_immunization,218,TOC_INTERPOLATED,412,412,第八章 猪细菌性传染病,第五节 猪传染性胸膜肺炎,7. 综合防制措施,,猪传染性胸膜肺炎,DIS-024-classical-swine-fever-pestiviruses.md,,（1）坚持预防为主、养重于防、防重于治、防治结合的原则做好猪伪狂犬病、猪瘟、传染性胸膜肺炎、气喘病、蓝耳病、副猪嗜血杆菌病等有关疫病的免疫接种，搞好综合防制。
SFDUT2-TX-0104,SRC-0090,treatment_or_prevention,218,TOC_INTERPOLATED,415,415,第八章 猪细菌性传染病,第五节 猪传染性胸膜肺炎,7. 综合防制措施,,猪传染性胸膜肺炎,DIS-035-actinobacillus-pleuropneumoniae-pleuropneumonia.md,,（4）坚持全进全出、提早断奶、隔离饲养、隔离治疗 抗生素的治疗尽管能在临床上取得一定成功，但不可能在猪群中消灭感染。慢性感染者或携带者的鼻腔中都存在对其他猪造成感染的病原，应尽量淘汰那些久治不愈的失去经济价值的重病猪，杜绝恶性循环。
SFDUT2-TX-0105,SRC-0090,vaccination_or_immunization,219,TOC_INTERPOLATED,428,428,第八章 猪细菌性传染病,第六节 猪传染性萎缩性鼻炎,1. 病原学,,猪传染性萎缩性鼻炎,DIS-037-bordetella-bronchiseptica-nonprogressive-atrophic-rhinitis.md,,用多杀性巴氏杆菌D型或A型株毒素，单独给健康猪接种，可以发生猪传染性萎缩性鼻炎和严重病变（进行性萎缩性鼻炎，PAR）。多种应激因素、营养、管理和继发的微生物如铜绿假单胞菌、嗜血杆菌及毛滴虫等，可加重病情。
SFDUT2-TX-0106,SRC-0090,vaccination_or_immunization,221,TOC_INTERPOLATED,458,458,第八章 猪细菌性传染病,第六节 猪传染性萎缩性鼻炎,7. 防制,,猪传染性萎缩性鼻炎,DIS-037-bordetella-bronchiseptica-nonprogressive-atrophic-rhinitis.md,,应采取综合防制方法对猪传染性萎缩性鼻炎进行有效控制，如加强管理、改善环境、采取药物治疗及疫苗接种等，没有一种办法适用于所有感染的猪群。一般来说，可以采取以下措施：①靠免疫母猪，饲料中拌药或抗生素治疗来减少主要细菌在仔猪群中的感染和流行（波氏杆菌病和巴氏杆菌病）；②对患有急性鼻炎的猪要进行治疗，以减轻细菌感染和鼻萎缩性变化，并保持猪生长速度及饲料转化率；③改善圈舍的通风条件，加强管理，全面提高猪的生长
SFDUT2-TX-0107,SRC-0090,treatment_or_prevention,222,TOC_INTERPOLATED,464,464,第八章 猪细菌性传染病,第六节 猪传染性萎缩性鼻炎,(1) 治疗,,猪传染性萎缩性鼻炎,DIS-037-bordetella-bronchiseptica-nonprogressive-atrophic-rhinitis.md,青霉素; 链霉素; 土霉素; 强力霉素; 磺胺,① 母猪和仔猪 为了减少母猪的感染及传播，可在母猪产仔前在饲料中添加药物以达到治疗的目的。可用磺胺二甲基嘧啶或强力霉素拌在饲料中。哺乳仔猪在 $3 \sim 4$ 周龄注射较大剂量的抗菌剂进行治疗。最有效的有增效磺胺、土霉素、青霉素及链霉素。如果仔猪主要由支气管波氏杆菌感染，则磺胺是首选药物。在 $3 \sim 4$ 周龄时，最好每周给 $1 \sim 2$ 次长效药物，如果细菌没有产生耐药性，长效药物应对治疗巴氏杆菌病很有效。试验证明，长效土霉素能降低鼻腔感染的患病率和由多杀性巴氏杆菌引起鼻甲骨萎缩程度。也可使用强力霉素。
SFDUT2-TX-0108,SRC-0090,treatment_or_prevention,222,TOC_INTERPOLATED,466,466,第八章 猪细菌性传染病,第六节 猪传染性萎缩性鼻炎,(1) 治疗,,猪传染性萎缩性鼻炎,DIS-037-bordetella-bronchiseptica-nonprogressive-atrophic-rhinitis.md,,② 断奶仔猪和育肥猪 若断奶仔猪患病，可通过在日粮中添加药物或饮水中投放抗生素的办法加以治疗。此法也有助于饲料转化和维持生长。
SFDUT2-TX-0109,SRC-0090,treatment_or_prevention,222,TOC_INTERPOLATED,468,468,第八章 猪细菌性传染病,第六节 猪传染性萎缩性鼻炎,(1) 治疗,,猪传染性萎缩性鼻炎,DIS-037-bordetella-bronchiseptica-nonprogressive-atrophic-rhinitis.md,土霉素; 四环素; 磺胺,磺胺类药物是第一个成功用于控制本病的药物，到目前，此药仍在单用或与其他抗生素以及磺胺增效剂合用。许多猪支气管败血性波氏杆菌的分离物对四环素敏感，这些药物特别是土霉素的长效制剂，对仔猪注射给药，可用于控制本病。新的氟喹诺酮类药物也对猪支气管败血波氏杆菌有效。大多数的抗菌药物可单用也可联合使用，它们既能有效治疗PAR又有助于生长。
SFDUT2-TX-0110,SRC-0090,dose_route_course,222,TOC_INTERPOLATED,470,470,第八章 猪细菌性传染病,第六节 猪传染性萎缩性鼻炎,(1) 治疗,,猪传染性萎缩性鼻炎,DIS-037-bordetella-bronchiseptica-nonprogressive-atrophic-rhinitis.md,青霉素; 氨苄西林; 阿莫西林; 头孢噻呋; 卡那霉素; 土霉素; 磺胺,③ 个体治疗 肌注，一次量：a. 磺胺类药物配合磺胺增效剂的复方制剂，如复方增效磺胺或复方磺胺嘧啶钠注射液，12.5毫克/千克体重；b. 长效土霉素注射液，20毫克/千克体重；c. 青霉素（4万单位/千克体重）配合卡那霉素（ $20\sim 30$ 毫克/千克体重）或氨苄西林（ $10\sim 20$ 毫克/千克体重）或阿莫西林（ $10\sim 20$ 毫克/千克体重）；d. 氟喹诺酮类注射液， $2.5\sim 5$ 毫克/千克体重；e. 头孢噻呋钠， $5\sim 10$ 毫克/千克体重；f. 仔猪打喷嚏时也可用卡那霉素注射液滴鼻，每天1次，每个鼻孔滴0.5毫升，连用 $2\sim 3$ 天。
SFDUT2-TX-0111,SRC-0090,candidate_fact,222,TOC_INTERPOLATED,472,472,第八章 猪细菌性传染病,第六节 猪传染性萎缩性鼻炎,(1) 治疗,,猪传染性萎缩性鼻炎,DIS-037-bordetella-bronchiseptica-nonprogressive-atrophic-rhinitis.md,强力霉素; 泰乐菌素; 磺胺,④ 混饲给药 每吨饲料中可添加：a. 泰乐菌素 100 克 + 磺胺二甲基嘧啶 100 克；b. 强力霉素 150 克；c. 拜尔“利好”20% 复方磺胺间甲氧嘧啶，首次量 2000 克，维持量 1000 克，连用 7 天。
SFDUT2-TX-0112,SRC-0090,treatment_or_prevention,222,TOC_INTERPOLATED,473,473,第八章 猪细菌性传染病,第六节 猪传染性萎缩性鼻炎,(1) 治疗,,猪传染性萎缩性鼻炎,DIS-037-bordetella-bronchiseptica-nonprogressive-atrophic-rhinitis.md,,（2）预防 本病的感染途径主要是由哺乳期带菌或患病母猪，
SFDUT2-TX-0113,SRC-0090,vaccination_or_immunization,222,TOC_INTERPOLATED,485,485,第八章 猪细菌性传染病,第六节 猪传染性萎缩性鼻炎,(1) 治疗,,猪传染性萎缩性鼻炎,DIS-037-bordetella-bronchiseptica-nonprogressive-atrophic-rhinitis.md,,a. 初产母猪在母猪产仔前2个月及1个月、经产母猪在分娩前 $2 \sim 4$ 周接种支气管败血波氏杆菌（I相菌）灭活菌苗或支气管败血波氏杆菌及D型产毒素多杀性巴氏杆菌灭活二联苗，通过母源抗体保护仔猪出生几周内不受感染。也可以给 $1 \sim 3$ 周龄仔猪免疫接种，间隔1周进行二免。
SFDUT2-TX-0114,SRC-0090,vaccination_or_immunization,222,TOC_INTERPOLATED,486,486,第八章 猪细菌性传染病,第六节 猪传染性萎缩性鼻炎,(1) 治疗,,猪传染性萎缩性鼻炎,DIS-037-bordetella-bronchiseptica-nonprogressive-atrophic-rhinitis.md,,b. 母猪分娩前 1 个月用含有波氏杆菌、巴氏杆菌、波氏杆菌类毒素、巴氏杆菌类毒素 4 种抗原成分的萎缩性鼻炎疫苗免疫，仔猪在 4 周龄、6 周龄分别免疫 1 次。
SFDUT2-TX-0115,SRC-0090,candidate_fact,224,TOC_INTERPOLATED,501,501,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,1. 病原,,猪大肠杆菌病,DIS-040-colibacillosis.md,,（4）内毒素 以水肿病菌株的内毒素注射给猪，可引起内毒素血症，主要表现为血压急剧下降、呕吐、里急后重、血管内凝血和白细胞先减少后增多等现象，最后导致内毒素性休克。
SFDUT2-TX-0116,SRC-0090,vaccination_or_immunization,224,TOC_INTERPOLATED,506,506,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,2. 仔猪黄痢,,猪大肠杆菌病,DIS-040-colibacillosis.md,,仔猪黄痢又称早发性大肠杆菌病或新生仔猪腹泻，是发生在出生后几小时到1周以内的一种仔猪急性高度致死性传染病，以剧烈腹泻、排出黄色或黄白色水样粪便以及迅速脱水为特征。腹泻程度与大肠杆菌毒力、仔猪日龄和免疫状况有关。严重时临床表现为脱水、代谢性酸中毒及死亡。有些情况下，特别是日龄小的猪常常在没有出现腹泻时就已死亡。
SFDUT2-TX-0117,SRC-0090,treatment_or_prevention,225,TOC_INTERPOLATED,522,522,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,（1）流行病学,,猪大肠杆菌病,DIS-040-colibacillosis.md,,（3）临床症状 仔猪在出生时体况正常，最早可在出生后 $2 \sim 3$ 小时发病，一窝仔猪突然有 $1 \sim 2$ 头表现全身衰弱、很快死亡，以后其他仔猪相应发生腹泻，粪便颜色不一，从清亮到白色稍带程度不一的棕色，或是黄色浆状，含有凝乳小片。捕捉仔猪时，在挣扎和鸣叫中常由肛门冒出稀粪，粪便也可能仅从肛门滴落到会阴部，须仔细检查会阴部才可见到。在较严重流行时，少量病猪可能呕吐，由于体液流进肠管可迅速消瘦，体重下降 $30\% \sim 40\%$ ，并伴发脱水症状，腹肌松弛、无力，精神沉郁、迟钝，眼睛无光，皮肤蓝灰色、干燥无光泽。若为慢性或不很严重，猪的肛门和会阴部可能由于与碱性粪便接触而发炎，脱水不严重的病猪可能还饮水，治疗及时可以恢复。
SFDUT2-TX-0118,SRC-0090,candidate_fact,226,TOC_INTERPOLATED,526,526,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,（1）流行病学,,猪大肠杆菌病,DIS-040-colibacillosis.md,,色、黄白色稀薄内容物，有时混有血液、凝乳块和气泡，其他肠段也出现气体，黏膜上皮脱落，绒毛袒露，肠系膜淋巴结肿大、充血，切面多汁。在并发休克的ETEC感染时，其特征性病变是小肠壁和胃壁显著充血及血性肠内容物。
SFDUT2-TX-0119,SRC-0090,vaccination_or_immunization,226,TOC_INTERPOLATED,533,533,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,（6）综合防治,,猪大肠杆菌病,DIS-040-colibacillosis.md,,② 疫苗预防 选用大肠杆菌 K88 K99 987PF41 四价苗，初产母猪产前 4 周、2 周各接种一次，经产母猪于产前 2 周接种一次。或选用仔猪腹泻基因工程 K88、K99 双价灭活菌苗，于母猪产前 21 天接种一次，要用专用稀释液。
SFDUT2-TX-0120,SRC-0090,treatment_or_prevention,226,TOC_INTERPOLATED,534,534,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,（6）综合防治,,猪大肠杆菌病,DIS-040-colibacillosis.md,,③ 微生态制剂疗法 最常用的是乳酸杆菌和双歧杆菌制剂，如调痢生（8501）、促菌生等，仔猪在吃奶前喂服，有益菌迅速在肠道内定殖，消耗氧气，促进厌氧菌增殖，有利于肠道正常菌群的建立与恢复，有效防治腹泻，但不能与抗生素同时使用。
SFDUT2-TX-0121,SRC-0090,drug_interaction,226,TOC_INTERPOLATED,535,535,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,（6）综合防治,,猪大肠杆菌病,DIS-040-colibacillosis.md,头孢噻呋; 卡那霉素; 庆大霉素; 新霉素; 安普霉素; 磺胺; 吡哌酸; 恩诺沙星,④ 药物治疗 丁胺卡那霉素、头孢噻呋、恩诺沙星、吡哌酸、庆大霉素、新霉素、增效磺胺甲基异噁唑、安普霉素、痢菌净等均为敏感药物。但是，由于长期使用上述药物，大肠杆菌对其普遍产生较强的耐药性，有些菌株同时耐受多种药物。因此，为了提高药物治疗效果，应每隔一段时间（一年或半年）进行一次大肠杆菌药敏试验，掌握细菌药敏状态的变化，减少用药的盲目性。治疗时尽量联合用药，或 $2 \sim 3$ 个月轮换用药，既可提高疗效，又能减少耐药菌株的产生。
SFDUT2-TX-0122,SRC-0090,treatment_or_prevention,226,TOC_INTERPOLATED,536,536,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,（6）综合防治,,猪大肠杆菌病,DIS-040-colibacillosis.md,口服补液盐; 葡萄糖,⑤ 补液 可灌服“口服补液盐（ORS）”或腹腔注射 $5\%$ 葡萄糖生理盐水。防脱水的好办法是采用世界卫生组织在人医推广的口服补液盐，给仔猪口服补液，可有效地预防和治疗腹泻脱水，显著
SFDUT2-TX-0123,SRC-0090,dose_route_course,227,TOC_INTERPOLATED,538,538,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,（6）综合防治,,猪大肠杆菌病,DIS-040-colibacillosis.md,口服补液盐; 葡萄糖; 氯化钠; 碳酸氢钠,减少仔猪死亡。ORS配方：氯化钠（食盐）3.5克，碳酸氢钠（小苏打）2.5克（新配方改用枸橼酸钠2.9克），氯化钾1.5克，口服葡萄糖20克，加水至1000毫升。用法与用量：严重脱水时，补液总剂量按每千克体重 $40\sim 50$ 毫升，在 $4\sim 8$ 小时内自由饮水，或分 $3\sim 4$ 次灌服。使用口服补液盐时，要注意以下几点：一是必须严格按照配方配制，加水量不能多也不能少，否则渗透压改变，达不到补液的目的；二是补液总剂量不能超标，自由饮水不是无限制地随意喝，否则会造成食盐中毒。如果自己不能按配方配制口服补液盐，而是到兽医站买有批准文号的商品口服补液盐，大包里面有一小包，可大包小包混合均匀，每称取27.5克加水1000毫升，称量要绝对准确。
SFDUT2-TX-0124,SRC-0090,treatment_or_prevention,227,TOC_INTERPOLATED,550,550,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,3. 仔猪白痢,,猪大肠杆菌病,DIS-040-colibacillosis.md,,（6）防治 与仔猪黄痢相似，治疗的同时可以用收敛剂，抗生素可交巢穴（又称后海穴）注射。
SFDUT2-TX-0125,SRC-0090,candidate_fact,228,TOC_INTERPOLATED,560,560,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,（1）流行病学,,猪大肠杆菌病,DIS-040-colibacillosis.md,,③ 传播途径 病猪由粪便排出病菌，污染环境、饮水和饲料，通过消化道感染健康仔猪。
SFDUT2-TX-0126,SRC-0090,vaccination_or_immunization,228,TOC_INTERPOLATED,562,562,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,（1）流行病学,,猪大肠杆菌病,DIS-040-colibacillosis.md,维生素,⑤ 诱因 断奶、分群、运输、免疫注射、驱虫、环境及饲料与饲养条件改变、气候突变等各种应激因素，硒与维生素E缺乏以及集约化饲养免疫亚健康状态和其他感染因素的存在。
SFDUT2-TX-0127,SRC-0090,treatment_or_prevention,229,TOC_INTERPOLATED,574,574,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,(6) 防治,,猪大肠杆菌病,DIS-040-colibacillosis.md,新霉素; 土霉素,② 在饲料中添加适当的抗菌药物，如土霉素、新霉素等，有一定预防作用。
SFDUT2-TX-0128,SRC-0090,treatment_or_prevention,229,TOC_INTERPOLATED,575,575,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,(6) 防治,,猪大肠杆菌病,DIS-040-colibacillosis.md,葡萄糖; 维生素; 安钠咖,③ 本病无特效的药物治疗方法，报刊介绍的治疗方法不少，但疗效都不确实。一般可使用一些敏感的抗菌药物治疗或用葡萄糖、氯化钙、甘露醇等静脉注射，亚硒酸钠-维生素E肌注，安钠咖皮下注射，利尿素口服等对症治疗，对较慢性病例有一定疗效。
SFDUT2-TX-0129,SRC-0090,vaccination_or_immunization,230,TOC_INTERPOLATED,579,579,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,5. 利用血清预防猪大肠杆菌病,,猪大肠杆菌病,DIS-040-colibacillosis.md,,利用抗血清防治大肠杆菌腹泻由来已久，是防治本病最有效的方法。老母猪血清或用大肠杆菌全菌免疫制备的血清含有针对各种菌体成分的抗体，可与黏附抗原结合，防止大肠杆菌黏附至肠黏膜上大量增殖，也可中和肠毒素和细菌裂解后释放的内毒素，终止其致病作用。血清作为异体蛋白质，还可非特异性地提高机体的抵抗力，在发病初期通常一次注射 $5 \sim 10$ 毫升就能使仔猪在4天内康复。
SFDUT2-TX-0130,SRC-0090,vaccination_or_immunization,230,TOC_INTERPOLATED,581,581,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,5. 利用血清预防猪大肠杆菌病,,猪大肠杆菌病,DIS-040-colibacillosis.md,,抗血清的来源很广，各个猪场可用淘汰的老母猪制备。用本场常见血清型的大肠杆菌制成灭活菌苗后，每隔 $1\sim 2$ 周给母猪肌内注射一次，用量逐渐加大。最后一次免疫10天后无菌采血，分离
SFDUT2-TX-0131,SRC-0090,treatment_or_prevention,230,TOC_INTERPOLATED,587,587,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,6. 综合防治,,猪大肠杆菌病,DIS-040-colibacillosis.md,,感染肠毒素性大肠杆菌是发生本病的先决条件，但饲养管理和环境因素对本病的发生及严重程度有着重要影响。因此，预防本病还应该从搞好饲养管理、环境卫生着手，尽可能降低环境中的细菌数量（特别是仔猪初生期），使仔猪有充足的营养、舒适的生活环境，尽可能减少应激，使仔猪有较强的抵抗能力。首先分娩栏的设计要合理，最好能随母猪的大小而调节，配合使用漏缝地板并及时清洁，减少母猪粪便的污染强度和范围。其次要保持舍内通风、干燥、温暖。三是给母猪提供营养丰富而易消化的饲料，加强母猪乳房的保健，使母猪有旺盛泌乳能力。四是减少应激，体热散失过多（含温过低）、室温突然改变、转栏、混群、密度过高等各种应激会诱发本病。
SFDUT2-TX-0132,SRC-0090,vaccination_or_immunization,230,TOC_INTERPOLATED,591,591,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,7. 注意事项,,猪大肠杆菌病,DIS-040-colibacillosis.md,,① 购买的大肠杆菌疫苗，由于血清型可能与本场菌猪不同，免疫效果欠佳。一是可采用人工感染的方法，即对怀孕母猪在分娩前2周，用仔猪黄痢的粪便或死亡小猪的肠内容物拌料喂母猪，进行人工感染，母猪不发病；但能刺激母猪产生抗体，通过初乳保护仔猪。
SFDUT2-TX-0133,SRC-0090,vaccination_or_immunization,230,TOC_INTERPOLATED,592,592,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,7. 注意事项,,猪大肠杆菌病,DIS-040-colibacillosis.md,,② 一定要吃好吃足初乳。众所周知，人类胎儿是通过母体胎盘获得免疫球蛋白（一种抗病蛋白）。母体血液循环系统中的抗体能自由穿过胎膜进入胎儿体内，保护出生的胎儿。而猪的胎盘（6层）是上皮绒毛膜型的，这种胎盘阻止母猪抗体通过胎盘直接传递给胎儿，新生仔猪出生时没有抵抗病原体的免疫力。所有初生仔猪最初的免疫力是出生后从母猪初乳获得的，称为被动免疫。仔猪出生后必须尽快吃到初乳（最迟不得晚于2小时），并令其在出生后12小时内尽可能多地吃到母源抗体含量丰富的初乳，尤其是头6小时内更重要，因为此时初乳中不仅母源抗体水平高（免疫球蛋白多，在4～6小时后很快下降），而且此时的免疫球蛋白不必经过消化就能完全地被消化道吸收到血液中。仔猪出生后对免疫球蛋白的完全吸收能力仅可持续12～18小时，18小时后，免疫球蛋白必须
SFDUT2-TX-0134,SRC-0090,vaccination_or_immunization,230,TOC_INTERPOLATED,594,594,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,7. 注意事项,,猪大肠杆菌病,DIS-040-colibacillosis.md,,分解后才能吸收进血液，所以要尽快吃初乳。饲喂初乳6次可使仔猪获得充分的免疫保护。
SFDUT2-TX-0135,SRC-0090,dose_route_course,230,TOC_INTERPOLATED,596,596,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,7. 注意事项,,猪大肠杆菌病,DIS-040-colibacillosis.md,,③ 收集好初乳。在分娩时和分娩后1小时内，初乳很容易排出。为保护吃不到初乳的仔猪，应在分娩过程中用人用的“吸奶器”立即收集母猪的初乳（每个乳头收集的奶不应超过5毫升），每头母猪可收集到60毫升，足够供 $3\sim 4$ 头仔猪使用（每千克体重15毫升）。初乳可冷冻保存，需要时取出，在 $37^{\circ}C$ 温水（不要热水）中解冻。初生仔猪只要能进食 $40\sim 60$ 毫升初乳（每小时灌一次，每次灌 $10\sim 20$ 毫升，连灌 $3\sim 4$ 次），将能提供足够的免疫球蛋白（如果有条件连灌 $5\sim 6$ 次更好）。收集初乳的工作目前仍被很多猪场所忽视，不吃初乳的仔猪仅靠吃牛奶是难养活的。
SFDUT2-TX-0136,SRC-0090,vaccination_or_immunization,230,TOC_INTERPOLATED,598,598,第八章 猪细菌性传染病,第七节 猪大肠杆菌病,7. 注意事项,,猪大肠杆菌病,DIS-040-colibacillosis.md,,总之，大肠杆菌病的防治是一个复杂的问题，必须综合考虑，多方面去控制（如在应用药物疫苗进行防治的时候，还得考虑营养代谢问题、补铁补硒的应用等）。
SFDUT2-TX-0137,SRC-0090,vaccination_or_immunization,235,TOC_INTERPOLATED,661,661,第八章 猪细菌性传染病,第八节 猪增生性肠炎,5. 诊断,,猪增生性肠炎,DIS-048-proliferative-enteropathy-lawsonia-intracellularis.md,,由于胞内劳氏菌很难人工培养，可通过用免疫化学检测和特异的DNA探针法，以及胞内劳氏菌的特异性引物进行PCR试验，通过证实粪便中含有胞内劳氏菌才能做出临床确诊。
SFDUT2-TX-0138,SRC-0090,treatment_or_prevention,235,TOC_INTERPOLATED,667,667,第八章 猪细菌性传染病,第八节 猪增生性肠炎,6. 治疗,,猪增生性肠炎,DIS-048-proliferative-enteropathy-lawsonia-intracellularis.md,金霉素; 强力霉素; 泰乐菌素; 林可霉素; 泰妙菌素,常用于治疗回肠炎的抗生素有泰妙菌素、泰乐菌素、林可霉素、金霉素、强力霉素等。但治疗时常面临失败的可能，失败的原因可能有：①猪发病期间，采食量下降，因而药物的吸收量不足；②用药途径不合理，急性感染猪不能通过饮水或饲料获得治疗量的药物；③胞内劳氏菌间歇性排菌，故治疗时间难以确定或治疗太晚，在疾病的后期用药效果不理想；④抗生素的耐药性问题；⑤抗生素的有效作用时间有限。为此要根据发病猪的年龄和病的类型采用不同的治疗方法。新引进种猪在混群前，应采用治疗剂量水平的抗菌药物，通过混饲进行口服给药连续治疗14天，以防发生临床症状。治疗处方是每吨饲料中添加 $80\%$ 泰妙菌素预混剂120克、泰乐菌素100克（效价）或林可霉素110克（效价）。
SFDUT2-TX-0139,SRC-0090,treatment_or_prevention,235,TOC_INTERPOLATED,669,669,第八章 猪细菌性传染病,第八节 猪增生性肠炎,6. 治疗,,猪增生性肠炎,DIS-048-proliferative-enteropathy-lawsonia-intracellularis.md,泰乐菌素; 林可霉素; 泰妙菌素,（1）急性回肠炎需要采取得力的治疗方法，治疗既包括临床感染的猪，也包括有接触的猪。首选的治疗药物是每吨饲料添加 $80\%$ 泰妙菌素预混剂150克或泰乐菌素100克（效价）或林可霉素110克（效价），可通过预混料口服，连续治疗14天。
