fact_id,fact_type,subject,predicate,object,page,category,target_page,evidence_source_id,evidence_coverage
RAU2-DRUG-0063,drug_combination_manual_entry,白头翁,system_or_combination_boundary,为毛茛科多年生草本植物白头翁的根。分布于我国东北、内蒙古及华北等地。春、秋采挖。除去叶及残留的花茎和须根，保留根头白绒毛，晒干，生用。,352,中药配伍/中西药联用边界,wiki/drugs/DRUG-007-antimicrobials.md,SRC-0092,complete
RAU2-DRUG-0064,drug_combination_manual_entry,青蒿,system_or_combination_boundary,为菊科一年生草本植物黄花蒿的全草。广布于全国各地。夏、秋两季采收。鲜用或阴干，切段入药。,356,中药配伍/中西药联用边界,wiki/drugs/DRUG-007-antimicrobials.md,SRC-0092,complete
RAU2-RULE-0001,system_drug_rule_boundary,抗球虫药边界,generation_and_evaluation_constraint,抗球虫药需按虫种、日龄、宿主阶段和食品动物合规复核；离子载体类与其他药物联用需谨慎。,173,rule,wiki/rule_cards/RC-SYSTEM-DRUG-RAU-002.md,SRC-0092,complete
RAU2-RULE-0002,system_drug_rule_boundary,外用杀虫药边界,generation_and_evaluation_constraint,杀虫药和外寄生虫药需约束皮肤刺激、中毒、环境处理、人员防护、重复处理和休药期。,195,rule,wiki/rule_cards/RC-SYSTEM-DRUG-RAU-002.md,SRC-0092,complete
RAU2-RULE-0003,system_drug_rule_boundary,中枢兴奋药边界,generation_and_evaluation_constraint,中枢兴奋药不能替代病因处理；呼吸困难/中毒/休克应先纠正环境和循环呼吸问题。,206,rule,wiki/rule_cards/RC-SYSTEM-DRUG-RAU-002.md,SRC-0092,complete
RAU2-RULE-0004,system_drug_rule_boundary,NSAID 对症边界,generation_and_evaluation_constraint,解热镇痛抗炎药只作为对症支持，需避免掩盖重大疫病、胃肠溃疡、肾功能风险和药物相互作用。,219,rule,wiki/rule_cards/RC-SYSTEM-DRUG-RAU-002.md,SRC-0092,complete
RAU2-RULE-0005,system_drug_rule_boundary,阿托品/肾上腺素急救边界,generation_and_evaluation_constraint,抗胆碱药和拟肾上腺素药属于高风险急救/对症药，需兽医判断，不得作为常规处方生成。,237,rule,wiki/rule_cards/RC-SYSTEM-DRUG-RAU-002.md,SRC-0092,complete
RAU2-RULE-0006,system_drug_rule_boundary,生殖系统药物边界,generation_and_evaluation_constraint,缩宫素、孕激素、促性腺激素和前列腺素必须在病因鉴别和妊娠/产程判断后使用。,266,rule,wiki/rule_cards/RC-SYSTEM-DRUG-RAU-002.md,SRC-0092,complete
RAU2-RULE-0007,system_drug_rule_boundary,糖皮质激素边界,generation_and_evaluation_constraint,糖皮质激素需约束免疫抑制、妊娠、感染和与 NSAID 联用风险。,278,rule,wiki/rule_cards/RC-SYSTEM-DRUG-RAU-002.md,SRC-0092,complete
RAU2-RULE-0008,system_drug_rule_boundary,中药配伍边界,generation_and_evaluation_constraint,中药和中西药联用需保留配伍禁忌、毒性药材和证候适配边界，不得把清热/解表药泛化为抗病毒治疗。,296,rule,wiki/rule_cards/RC-SYSTEM-DRUG-RAU-002.md,SRC-0092,complete
RAU2-DDR-0001,disease_drug_rule_mapping,球虫/原虫性腹泻,has_system_drug_or_supportive_boundary,"磺胺喹噁啉, 尼卡巴嗪, 地克珠利, 氨丙啉, 莫能菌素；抗球虫候选需按宿主阶段、虫种和食品动物合规复核；与病毒/细菌性腹泻鉴别。",,disease_drug_rule,wiki/diseases/DIS-057-coccidia-and-other-protozoa.md,SRC-0092,complete
RAU2-DDR-0002,disease_drug_rule_mapping,疥螨/外寄生虫,has_system_drug_or_supportive_boundary,"双甲脒, 溴氰菊酯, 氰戊菊酯, 敌敌畏；杀虫药需要群体处理、环境控制、人员防护和休药期复核。",,disease_drug_rule,wiki/diseases/DIS-055-external-parasites-mange.md,SRC-0092,complete
RAU2-DDR-0003,disease_drug_rule_mapping,猪虱病,has_system_drug_or_supportive_boundary,"拟除虫菊酯类, 有机磷类, 双甲脒；外寄生虫用药不应只生成单药，需复查和环境治理。",,disease_drug_rule,wiki/diseases/DIS-056-external-parasites-lice.md,SRC-0092,complete
RAU2-DDR-0004,disease_drug_rule_mapping,蛔虫病/线虫,has_system_drug_or_supportive_boundary,"驱线虫药, 抗寄生虫药；驱虫策略需结合虫种、粪检和饲养环境，不得按消瘦直接给药。",,disease_drug_rule,wiki/diseases/DIS-060-ascaris-suum-internal-parasites.md,SRC-0092,complete
RAU2-DDR-0005,disease_drug_rule_mapping,鞭虫病,has_system_drug_or_supportive_boundary,"驱线虫药, 抗寄生虫药；慢性腹泻/消瘦需纳入寄生虫鉴别。",,disease_drug_rule,wiki/diseases/DIS-061-trichuris-suis-internal-parasites.md,SRC-0092,complete
RAU2-DDR-0006,disease_drug_rule_mapping,肺线虫/呼吸道寄生虫,has_system_drug_or_supportive_boundary,"抗寄生虫药, 呼吸系统支持药；咳嗽和呼吸道症状需区分寄生虫、支原体、细菌和病毒。",,disease_drug_rule,wiki/diseases/DIS-063-metastrongylus-lungworms.md,SRC-0092,complete
RAU2-DDR-0007,disease_drug_rule_mapping,仔猪腹泻,has_system_drug_or_supportive_boundary,"抗球虫药, 止泻/补液支持；腹泻处理需先区分病因，避免用止泻药掩盖脱水或感染进展。",,disease_drug_rule,wiki/diseases/DIS-041-neonatal-post-weaning-colibacillosis.md,SRC-0092,complete
RAU2-DDR-0008,disease_drug_rule_mapping,沙门氏菌/公共卫生腹泻,has_system_drug_or_supportive_boundary,"补液, NSAID 对症, 抗菌药候选；需保留人兽共患和食品安全边界。",,disease_drug_rule,wiki/diseases/DIS-049-salmonellosis.md,SRC-0092,complete
RAU2-DDR-0009,disease_drug_rule_mapping,繁殖障碍/流产,has_system_drug_or_supportive_boundary,"缩宫素, 孕激素, 促性腺激素；生殖系统药物只能作为处置边界和兽医复核入口，不得替代病因诊断。",,disease_drug_rule,wiki/diseases/DIS-028-porcine-reproductive-and-respiratory-syndrome-viruses.md,SRC-0092,complete
RAU2-DDR-0010,disease_drug_rule_mapping,繁殖障碍/死胎木乃伊胎,has_system_drug_or_supportive_boundary,生殖系统药物边界；必须先鉴别病毒性繁殖障碍，不得用激素掩盖传染病。,,disease_drug_rule,wiki/diseases/DIS-023-parvoviruses.md,SRC-0092,complete
RAU2-DDR-0011,disease_drug_rule_mapping,流产/人兽共患,has_system_drug_or_supportive_boundary,生殖系统药物边界；疑似布鲁氏菌病应优先报告、隔离和检测，不能用激素/抗菌药替代处置。,,disease_drug_rule,wiki/diseases/DIS-038-brucella-suis-brucellosis.md,SRC-0092,complete
RAU2-DDR-0012,disease_drug_rule_mapping,流产/钩体病,has_system_drug_or_supportive_boundary,"补液支持, 抗菌候选边界；钩体病有人兽共患风险，需采样和防护。",,disease_drug_rule,wiki/diseases/DIS-045-leptospirosis.md,SRC-0092,complete
RAU2-DDR-0013,disease_drug_rule_mapping,呼吸困难/有毒气体,has_system_drug_or_supportive_boundary,"呼吸系统支持药, 中枢兴奋药边界；必须优先通风、撤离和纠正环境，不得用兴奋药掩盖中毒。",,disease_drug_rule,wiki/diseases/DIS-073-toxic-gases-ventilation-failure.md,SRC-0092,complete
