"sample_id","plan_id","ability_layer","entity_id","entity_type","question","stage1_answer","stage2_answer","evidence_anchor_count","source_trust","evidence_coverage","risk_class","generation_mode","generation_model","prompt_version"
"GEN-000025","PLAN-DIS-009-0004","L4_control_boundary","DIS-009","disease","Explain the control boundary for DIS-009 using registered Wiki evidence.","The disease entity DIS-009 is classified under the category '病毒病' (viral disease) according to its textbook entry [source=SRC-0001][rule=RC-CITATION-001][fact=DIS-009-toc-category][page=wiki/diseases/DIS-009-transmissible-gastroenteritis-virus.md]. The corresponding chapter begins on textbook page 512 [source=SRC-0001][rule=RC-CITATION-001][fact=DIS-009-toc-page-anchor][page=wiki/diseases/DIS-009-transmissible-gastroenteritis-virus.md]. /  / Control boundary: Evidence confirms that DIS-009 falls within the viral disease category and identifies its textbook reference location; however, no information is provided about transmission routes, clinical signs, prevention measures, treatment options, diagnostic methods, regulatory actions, withdrawal intervals, or residue limits. /  / Do not prescribe beyond evidence: No statements regarding specific interventions, products, dosages, or official controls can be made due to lack of supporting data.","Control-boundary evidence: 猪传染性胃肠炎；category；病毒病 [source=SRC-0001 rule=RC-CITATION-001 fact=DIS-009-toc-category page=wiki/diseases/DIS-009-transmissible-gastroenteritis-virus.md] 猪传染性胃肠炎；textbook_chapter_start_page；512 [source=SRC-0001 rule=RC-CITATION-001 fact=DIS-009-toc-page-anchor page=wiki/diseases/DIS-009-transmissible-gastroenteritis-virus.md] / Control boundary: These facts establish that DIS-009 is a viral disease and locate its textbook description starting at page 512, but they provide no details on transmission pathways, clinical presentation, diagnostics, treatments, preventive measures, regulatory directives, withdrawal periods, or residue thresholds. / Do not prescribe beyond evidence: Do not infer or recommend any specific therapeutic agents, dosing regimens, vaccination protocols, biosecurity practices, movement restrictions, culling policies, or official control actions because such content is absent from the cited sources. / Citation anchors: source=SRC-0001 rule=RC-CITATION-001 fact=DIS-009-toc-category page=wiki/diseases/DIS-009-transmissible-gastroenteritis-virus.md; source=SRC-0001 rule=RC-CITATION-001 fact=DIS-009-toc-page-anchor page=wiki/diseases/DIS-009-transmissible-gastroenteritis-virus.md","2","authoritative","complete","diagnostic","real-api","hunyuan-turbos-20250926","phase14.two_stage.v2"
"GEN-000027","PLAN-DIS-011-0001","L1_retrieval_grounded","DIS-011","disease","Summarize core knowledge for DIS-011 using registered Wiki evidence.","Based on registered Wiki evidence, 猪血凝性脑脊髓炎 (Hemagglutinating Encephalomyelitis Virus) is classified under the category of viral diseases [source=SRC-0001, rule=RC-CITATION-001, fact=DIS-011-toc-category, page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md], and its textbook chapter begins on page 512 [source=SRC-0001, rule=RC-CITATION-001, fact=DIS-011-toc-page-anchor, page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md]. The evidence does not support further clinical, diagnostic, treatment, or regulatory details beyond these classification and reference location facts.","Evidence basis: 猪血凝性脑脊髓炎被归类为病毒病 [source=SRC-0001 rule=RC-CITATION-001 fact=DIS-011-toc-category page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md]，其教科书章节起始页码为第512页 [source=SRC-0001 rule=RC-CITATION-001 fact=DIS-011-toc-page-anchor page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md]。 / Answer boundary: 现有证据仅支持该病的分类和参考位置信息，未提供关于临床表现、诊断方法、治疗方案或监管措施的细节。 / Do not extend: 不得基于当前证据推断或添加任何未经证实的临床表现描述、诊断标准、用药方案、安全间隔期、残留限量或官方处置措施。 / Citation anchors: source=SRC-0001 rule=RC-CITATION-001 fact=DIS-011-toc-category page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md; source=SRC-0001 rule=RC-CITATION-001 fact=DIS-011-toc-page-anchor page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md","2","authoritative","complete","diagnostic","real-api","hunyuan-turbos-20250926","phase14.two_stage.v2"
"GEN-000028","PLAN-DIS-011-0002","L2_diagnosis_support","DIS-011","disease","Explain the diagnosis-support points and limits for DIS-011 using registered Wiki evidence.","Diagnosis-support evidence: The disease is classified under viral diseases [source=SRC-0001, rule=RC-CITATION-001, fact=DIS-011-toc-category, page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md]. Diagnostic boundary: This confirms that '猪血凝性脑脊髓炎' (Hemagglutinating Encephalomyelitis) belongs to the category of viral diseases; however, no clinical signs, diagnostic tests, or differential considerations are specified in the available evidence [source=SRC-0001, rule=RC-CITATION-001, fact=DIS-011-toc-page-anchor, page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md].","Diagnosis-support evidence: 猪血凝性脑脊髓炎；category；病毒病 [source=SRC-0001 rule=RC-CITATION-001 fact=DIS-011-toc-category page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md]。猪血凝性脑脊髓炎；textbook_chapter_start_page；512 [source=SRC-0001 rule=RC-CITATION-001 fact=DIS-011-toc-page-anchor page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md]。 / Diagnostic boundary: 这些事实支持将猪血凝性脑脊髓炎归类为病毒病，并可在教科书第512页查阅相关章节，但现有证据未提供临床症状、诊断检测方法或鉴别诊断信息，因此不足以做出最终诊断。 / Do not infer: 不得推断病因、病原体、治疗方案、产品使用、休药期、残留限量或官方措施等未在证据中提及的内容。 / Citation anchors: source=SRC-0001 rule=RC-CITATION-001 fact=DIS-011-toc-category page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md; source=SRC-0001 rule=RC-CITATION-001 fact=DIS-011-toc-page-anchor page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md","2","authoritative","complete","diagnostic","real-api","hunyuan-turbos-20250926","phase14.two_stage.v2"
"GEN-000029","PLAN-DIS-011-0003","L3_differential_support","DIS-011","disease","Explain the differential diagnosis boundary for DIS-011 using registered Wiki evidence.","The disease entity DIS-011 (Hemagglutinating Encephalomyelitis Virus) is classified under viral diseases based on its category assignment [source=SRC-0001, rule=RC-CITATION-001, fact=DIS-011-toc-category, page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md]. The textbook chapter discussing this condition begins at page 512 [source=SRC-0001, rule=RC-CITATION-001, fact=DIS-011-toc-page-anchor, page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md]. These references establish that DIS-011 falls within the virus disease group but do not provide additional diagnostic criteria beyond classification and location in literature.","Differential-boundary evidence: 猪血凝性脑脊髓炎；category；病毒病 [source=SRC-0001 rule=RC-CITATION-001 fact=DIS-011-toc-category page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md] 猪血凝性脑脊髓炎；textbook_chapter_start_page；512 [source=SRC-0001 rule=RC-CITATION-001 fact=DIS-011-toc-page-anchor page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md] / Differential boundary: These facts place DIS-011 (Hemagglutinating Encephalomyelitis Virus) within the viral disease category and locate its discussion starting at textbook page 512. They support categorization and reference placement but do not provide clinical signs, laboratory tests, or other features needed to distinguish it from other viral encephalitides. / Do not over-diagnose: Do not infer specific symptoms, test results, treatments, withdrawal intervals, regulatory actions, or herd management decisions solely from these classification and location facts. / Citation anchors: source=SRC-0001 rule=RC-CITATION-001 fact=DIS-011-toc-category page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md; source=SRC-0001 rule=RC-CITATION-001 fact=DIS-011-toc-page-anchor page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md","2","authoritative","complete","diagnostic","real-api","hunyuan-turbos-20250926","phase14.two_stage.v2"
"GEN-000030","PLAN-DIS-011-0004","L4_control_boundary","DIS-011","disease","Explain the control boundary for DIS-011 using registered Wiki evidence.","The disease entity DIS-011 is classified under viral diseases (source=SRC-0001, rule=RC-CITATION-001, fact=DIS-011-toc-category, page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md). The textbook chapter discussing this condition begins on page 512 (source=SRC-0001, rule=RC-CITATION-001, fact=DIS-011-toc-page-anchor, page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md). /  / Control boundary: Based on the evidence, DIS-011 falls within the category of viral diseases, and its discussion starts at a defined location in a reference text. No additional diagnostic, therapeutic, regulatory, or management boundaries can be inferred from the current evidence. /  / Do not prescribe beyond evidence: This response does not provide information about treatment, prevention measures, withdrawal intervals, residue limits, or regulatory actions, as such details are outside the scope of the cited sources.","Control-boundary evidence: 猪血凝性脑脊髓炎；category；病毒病 [source=SRC-0001 rule=RC-CITATION-001 fact=DIS-011-toc-category page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md] 猪血凝性脑脊髓炎；textbook_chapter_start_page；512 [source=SRC-0001 rule=RC-CITATION-001 fact=DIS-011-toc-page-anchor page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md] / Control boundary: These facts establish that DIS-011 belongs to the viral disease category and identify where it is discussed in a reference text. They do not support any conclusions about clinical presentation, differential diagnosis, treatment protocols, preventive measures, withdrawal periods, residue limits, or regulatory interventions. / Do not prescribe beyond evidence: Do not infer or execute any specific diagnostic procedures, medication regimens, vaccination schedules, herd disposition decisions, movement restrictions, or official control actions based solely on these references. / Citation anchors: source=SRC-0001 rule=RC-CITATION-001 fact=DIS-011-toc-category page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md; source=SRC-0001 rule=RC-CITATION-001 fact=DIS-011-toc-page-anchor page=wiki/diseases/DIS-011-hemagglutinating-encephalomyelitis-virus.md","2","authoritative","complete","diagnostic","real-api","hunyuan-turbos-20250926","phase14.two_stage.v2"
"GEN-000033","PLAN-DIS-014-0001","L1_retrieval_grounded","DIS-014","disease","Summarize core knowledge for DIS-014 using registered Wiki evidence.","Based on registered Wiki evidence, 猪丝状病毒相关感染 is classified under the category “病毒病/人兽共患风险” [source=SRC-0001, rule=RC-DISEASE-REGULATORY-001, fact=DIS-014-toc-category, page=wiki/diseases/DIS-014-filoviruses-reston-ebolavirus-zaire-ebolavirus.md], and its textbook chapter begins at page 548 [source=SRC-0001, rule=RC-DISEASE-REGULATORY-001, fact=DIS-014-toc-page-anchor, page=wiki/diseases/DIS-014-filoviruses-reston-ebolavirus-zaire-ebolavirus.md]. The evidence does not support further clinical, diagnostic, treatment, regulatory enforcement, or public health conclusions beyond these classification and reference details.","Evidence basis: 猪丝状病毒相关感染被归类为“病毒病/人兽共患风险” [source=SRC-0001 rule=RC-DISEASE-REGULATORY-001 fact=DIS-014-toc-category page=wiki/diseases/DIS-014-filoviruses-reston-ebolavirus-zaire-ebolavirus.md]，其教材章节起始页码为第548页 [source=SRC-0001 rule=RC-DISEASE-REGULATORY-001 fact=DIS-014-toc-page-anchor page=wiki/diseases/DIS-014-filoviruses-reston-ebolavirus-zaire-ebolavirus.md]。 / Answer boundary: 现有证据仅支持该疾病的分类信息及参考教材位置，未提供关于临床表现、诊断方法、治疗方案、公共卫生措施或监管执法的可引用内容。 / Do not extend: 不得基于本回答推断或添加任何未经注册Wiki证据支持的临床症状判断、药物使用建议、安全间隔期、残留限量或政府强制行动（如扑杀、封锁、调运限制等）。 / Citation anchors: source=SRC-0001 rule=RC-DISEASE-REGULATORY-001 fact=DIS-014-toc-category page=wiki/diseases/DIS-014-filoviruses-reston-ebolavirus-zaire-ebolavirus.md; source=SRC-0001 rule=RC-DISEASE-REGULATORY-001 fact=DIS-014-toc-page-anchor page=wiki/diseases/DIS-014-filoviruses-reston-ebolavirus-zaire-ebolavirus.md","2","authoritative","partial","high_regulatory","real-api","hunyuan-turbos-20250926","phase14.two_stage.v2"
"GEN-000034","PLAN-DIS-015-0001","L1_retrieval_grounded","DIS-015","disease","Summarize core knowledge for DIS-015 using registered Wiki evidence.","Based on registered evidence, Japanese encephalitis virus (JEV) in pigs is classified under the category '病毒病/繁殖障碍' [source=SRC-0001, rule=RC-CITATION-001, fact=DIS-015-toc-category, page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md]. The textbook chapter discussing this disease begins at page 554 [source=SRC-0001, rule=RC-CITATION-001, fact=DIS-015-toc-page-anchor, page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md]. No additional clinical, diagnostic, treatment, or regulatory details beyond these classification and reference location points are supported by the current evidence.","Evidence basis: 猪乙型脑炎被归类为“病毒病/繁殖障碍” [source=SRC-0001 rule=RC-CITATION-001 fact=DIS-015-toc-category page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md]。该病的教材章节起始页码为第554页 [source=SRC-0001 rule=RC-CITATION-001 fact=DIS-015-toc-page-anchor page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md]。 / Answer boundary: 现有证据仅支持疾病分类和参考位置信息，未提供关于临床症状、诊断方法、治疗方案、产品使用、安全间隔期、残留限量或官方处置措施的内容。因此无法得出任何超出上述范围的结论。 / Do not extend: 不得基于本回答推断或添加诊断细节、治疗建议、药物剂量与疗程、停药期、残留标准、上报、封锁、扑杀、调运或监管执行等未经注册来源支持的信息。 / Citation anchors: source=SRC-0001 rule=RC-CITATION-001 fact=DIS-015-toc-category page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md; source=SRC-0001 rule=RC-CITATION-001 fact=DIS-015-toc-page-anchor page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md","2","authoritative","complete","high_regulatory","real-api","hunyuan-turbos-20250926","phase14.two_stage.v2"
"GEN-000035","PLAN-DIS-015-0002","L2_diagnosis_support","DIS-015","disease","Explain the diagnosis-support points and limits for DIS-015 using registered Wiki evidence.","Diagnosis-support evidence: Japanese encephalitis (JEV) is classified under viral diseases/reproductive disorders [source=SRC-0001, rule=RC-CITATION-001, fact=DIS-015-toc-category, page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md]. Diagnostic boundary: The evidence confirms JEV’s category placement but does not provide clinical signs, laboratory criteria, differential diagnoses, or management guidance; these remain outside the current scope. No other diagnostic support points are derivable from the retained claims.","Diagnosis-support evidence: 猪乙型脑炎；category；病毒病/繁殖障碍 [source=SRC-0001 rule=RC-CITATION-001 fact=DIS-015-toc-category page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md] 猪乙型脑炎；textbook_chapter_start_page；554 [source=SRC-0001 rule=RC-CITATION-001 fact=DIS-015-toc-page-anchor page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md] / Diagnostic boundary: 这些事实可支持在诊断讨论中确认猪乙型脑炎的类别归属，但不足以构成最终诊断。临床体征、实验室检测标准、鉴别诊断及防控措施均不在现有证据范围内。 / Do not infer: 不得推断病因、病原、治疗方案、药物使用、休药期、残留限量或任何未在当前注册资料中明确记载的官方行动（如上报、扑杀、调运等）。 / Citation anchors: source=SRC-0001 rule=RC-CITATION-001 fact=DIS-015-toc-category page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md; source=SRC-0001 rule=RC-CITATION-001 fact=DIS-015-toc-page-anchor page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md","2","authoritative","complete","high_regulatory","real-api","hunyuan-turbos-20250926","phase14.two_stage.v2"
"GEN-000036","PLAN-DIS-015-0003","L3_differential_support","DIS-015","disease","Explain the differential diagnosis boundary for DIS-015 using registered Wiki evidence.","Based on current registered evidence, Japanese encephalitis (DIS-015) is classified under viral diseases/reproductive disorders [source=SRC-0001][rule=RC-CITATION-001][fact=DIS-015-toc-category][page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md]. The textbook chapter discussing this disease begins at page 554 [source=SRC-0001][rule=RC-CITATION-001][fact=DIS-015-toc-page-anchor][page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md]. These references define its categorical placement but do not provide additional diagnostic criteria beyond classification.","Differential-boundary evidence: 猪乙型脑炎；category；病毒病/繁殖障碍 [source=SRC-0001 rule=RC-CITATION-001 fact=DIS-015-toc-category page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md] 猪乙型脑炎；textbook_chapter_start_page；554 [source=SRC-0001 rule=RC-CITATION-001 fact=DIS-015-toc-page-anchor page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md] / Differential boundary: These facts establish that Japanese encephalitis (DIS-015) falls within the category of viral diseases/reproductive disorders and locate its discussion in a specific textbook reference. They support placing it within a differential set for reproductive viral conditions but do not provide clinical signs, laboratory tests, or other features needed to distinguish it from similar diseases. / Do not over-diagnose: Do not infer clinical presentation, causative agent confirmation methods, treatment options, vaccine usage, withdrawal intervals, residue limits, or any regulatory enforcement measures such as culling or movement restrictions, as these are absent from the cited sources. / Citation anchors: source=SRC-0001 rule=RC-CITATION-001 fact=DIS-015-toc-category page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md; source=SRC-0001 rule=RC-CITATION-001 fact=DIS-015-toc-page-anchor page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md","2","authoritative","complete","high_regulatory","real-api","hunyuan-turbos-20250926","phase14.two_stage.v2"
"GEN-000037","PLAN-DIS-015-0004","L4_control_boundary","DIS-015","disease","Explain the control boundary for DIS-015 using registered Wiki evidence.","The disease Japanese encephalitis (DIS-015) is classified under viral diseases/reproductive disorders [source=SRC-0001, rule=RC-CITATION-001, fact=DIS-015-toc-category, page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md]. The textbook chapter covering this disease begins on page 554 [source=SRC-0001, rule=RC-CITATION-001, fact=DIS-015-toc-page-anchor, page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md]. Based on current evidence, the control boundary includes its classification category; however, specific regulatory measures, diagnostic thresholds, or intervention protocols are not detailed in the available sources.","Control-boundary evidence: 猪乙型脑炎；category；病毒病/繁殖障碍 [source=SRC-0001 rule=RC-CITATION-001 fact=DIS-015-toc-category page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md]。猪乙型脑炎；textbook_chapter_start_page；554 [source=SRC-0001 rule=RC-CITATION-001 fact=DIS-015-toc-page-anchor page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md]。 / Control boundary: 现有证据仅支持将猪乙型脑炎归类为病毒病/繁殖障碍，并指出其在教材中的章节起始页码为第554页。未提供具体的诊断阈值、防控方案、产品使用、运输限制或官方处置措施等可执行信息。 / Do not prescribe beyond evidence: 不得基于本回答进行任何药物剂量、疗程、休药期、残留限量、上报、封锁、扑杀、调运或监管执行的决策。 / Citation anchors: source=SRC-0001 rule=RC-CITATION-001 fact=DIS-015-toc-category page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md; source=SRC-0001 rule=RC-CITATION-001 fact=DIS-015-toc-page-anchor page=wiki/diseases/DIS-015-japanese-encephalitis-virus.md","2","authoritative","complete","high_regulatory","real-api","hunyuan-turbos-20250926","phase14.two_stage.v2"
