source_id,chapter,drug_candidate,hit_terms,pdf_pages,relation_hint,risk_flag,context_sample,evidence_status
SRC-0066,Diseases of Swine 11e Chapter 54 Glasser Disease,tetracyclines,tetracycline,875,susceptibility_candidate,standard_review,nese and Spanish isolates (Aarestrup et al. 2004; Dayao et al. 2014; El Garch et al. 2016; Martín de la Fuente et al. 2007; Zhou et al. 2010). Resistance to tetracycline and beta‐lactam antibi­ otics has been linked to the presence of resistance genes in plasmids carried by H. parasuis (Lancashire et al. 2005; Moleres et al.,NEEDS_REVIEW
SRC-0067,Diseases of Swine 11e Chapter 55 Leptospirosis opening,bacitracin_methylene_disalicylate,bacitracin,884,treatment_or_control_candidate,standard_review,"led by a variety of selective agents including 5‐fluorouracil, nalidixic acid, fosfomycin, and a cocktail of rifamycin, polymyxin, neomycin, 5‐fluorouracil, bacitracin, and actidione. Culture media containing 5‐fluorouracil at levels between 200 and 500 μg/mL should be used as transport media for the submission of samples",NEEDS_REVIEW
SRC-0067,Diseases of Swine 11e Chapter 55 Leptospirosis opening,neomycin,neomycin,884,treatment_or_control_candidate,standard_review,"ntamination may be controlled by a variety of selective agents including 5‐fluorouracil, nalidixic acid, fosfomycin, and a cocktail of rifamycin, polymyxin, neomycin, 5‐fluorouracil, bacitracin, and actidione. Culture media containing 5‐fluorouracil at levels between 200 and 500 μg/mL should be used as transport media fo",NEEDS_REVIEW
SRC-0067,Diseases of Swine 11e Chapter 55 Leptospirosis opening,oxytetracycline,oxytetracycline,884,treatment_or_control_candidate,standard_review,"orted that these regimes do not work (Doherty and Baynes 1967; Hodges et al. 1979). Work on the use of alternative antibiotic therapy regimes indicates that oxytetracycline (40 mg/kg for 3 or 5 days), tylosin (44 mg/kg for 5 days), or erythromycin (25 mg/kg for 5 days) may be effective in eliminating Pomona from the kidneys of",NEEDS_REVIEW
SRC-0067,Diseases of Swine 11e Chapter 55 Leptospirosis opening,tetracyclines,tetracycline; tetracyclines,884,susceptibility_candidate,standard_review,"ntrol infection in herds. Despite claims by some authors that either systemic streptomycin at 25 mg/kg body weight (Alt and Bolin 1996; Dobson 1974) or oral tetracyclines at levels of 800 g/ton of feed (Stalheim 1967) will elimi­ nate carriers, others have reported that these regimes do not work (Doherty and Baynes 1967; Hodg",NEEDS_REVIEW
SRC-0067,Diseases of Swine 11e Chapter 55 Leptospirosis opening,tylosin,tylosin,884,treatment_or_control_candidate,standard_review,"y and Baynes 1967; Hodges et al. 1979). Work on the use of alternative antibiotic therapy regimes indicates that oxytetracycline (40 mg/kg for 3 or 5 days), tylosin (44 mg/kg for 5 days), or erythromycin (25 mg/kg for 5 days) may be effective in eliminating Pomona from the kidneys of experimentally infected pigs (Alt and",NEEDS_REVIEW
SRC-0068,Diseases of Swine 11e Chapter 55 Leptospirosis continuation,oxytetracycline,oxytetracycline,885,mention_candidate,standard_review,"n to introduce a regular vaccina­ tion program. If vaccination is not an available option, then a feed medication program, using either chlortet­ racycline or oxytetracycline at 600–800 g/ton of feed, should be introduced. This ration is fed either ­continuously or on a 1‐month‐on/1‐month‐off basis. Alternatively, it may be fed",NEEDS_REVIEW
SRC-0068,Diseases of Swine 11e Chapter 55 Leptospirosis continuation,tetracyclines,tetracycline,885,mention_candidate,standard_review,"o introduce a regular vaccina­ tion program. If vaccination is not an available option, then a feed medication program, using either chlortet­ racycline or oxytetracycline at 600–800 g/ton of feed, should be introduced. This ration is fed either ­continuously or on a 1‐month‐on/1‐month‐off basis. Alternatively, it may be fed",NEEDS_REVIEW
SRC-0069,Diseases of Swine 11e Chapter 56 Mycoplasmosis,chlortetracycline,chlortetracycline,893; 901,susceptibility_candidate,standard_review,"ibility testing of tetracyclines (Etheridge et al. 1979; Williams 1978). Inamoto et al. (1994) reported acquired antimi- crobial resistance to tetracyclines (chlortetracycline and oxytetracycline) occurring in M. hyopneumoniae field strains isolated in Japan between 1970 and 1990. However, high MIC values for chlortetracycline sho | help to prevent acute disease. However, treat- ment does not necessarily eliminate the organism from the pig, as M. suis may reside intracellularly in RBCs. Chlortetracycline fed to the entire sow herd at 22 mg/kg/d for 2 weeks resulted in a near‐complete disappearance of dysgalactia in sows farrowing within 5 weeks after the star",NEEDS_REVIEW
SRC-0069,Diseases of Swine 11e Chapter 56 Mycoplasmosis,florfenicol,florfenicol,893,treatment_or_control_candidate,standard_review,"to treat and control M. hyopneumoniae infections in pigs. Other potentially effective antimicrobials include lincosamides, pleuromutilins, fluoroquinolones, florfenicol, aminogly- cosides, and aminocyclitols (Hannan et al. 1997a; Inamoto et al. 1994; Ter Laak et al. 1991). Since M. hyo- pneumoniae lacks a cell wall, it is in",NEEDS_REVIEW
SRC-0069,Diseases of Swine 11e Chapter 56 Mycoplasmosis,lincomycin,lincomycin,893; 898,susceptibility_candidate,standard_review,"ure medium (Pommier 2006). Studies have also reported acquired antimicrobial resist- ance of field strains to macrolides (tylosin, tilmicosin), lincosamides (lincomycin), and fluoroquinolones (enro- floxacin, flumequine) (Le Carrou et al. 2006; Stakenborg et al. 2005a; Tavío et al. 2014; Thongkamkoon et al. 2013; Vicca et | or pre- vent disease. Due to the lack of a cell wall, M. hyorhinis is naturally resistant to β‐lactams. M. hyorhinis is generally suscep- tible to macrolides, lincomycin, and tetracyclines (Aarestrup et al. 1998; Ogata et al. 1971; Williams 1978; Wu et al. 2000). Decreased susceptibility or resistance to certain antimicrobia",NEEDS_REVIEW
SRC-0069,Diseases of Swine 11e Chapter 56 Mycoplasmosis,neomycin,neomycin,893,treatment_or_control_candidate,standard_review,"wall precursors, such as beta‐lactam antibiotics (e.g. penicil- lin, cephalosporin), and to polymyxin, oleandomycin, erythromycin, rifampicin, streptomycin, neomycin, tri- methoprim, and sulfonamides. Sulfonamides have little influence on M. hyopneumoniae, although they are widely used for control of secondary bacterial i",NEEDS_REVIEW
SRC-0069,Diseases of Swine 11e Chapter 56 Mycoplasmosis,oxytetracycline,oxytetracycline,893; 901,treatment_or_control_candidate,standard_review,"racyclines (Etheridge et al. 1979; Williams 1978). Inamoto et al. (1994) reported acquired antimi- crobial resistance to tetracyclines (chlortetracycline and oxytetracycline) occurring in M. hyopneumoniae field strains isolated in Japan between 1970 and 1990. However, high MIC values for chlortetracycline should be interpreted w | t only 2–3 months, resulting in fre- quent false‐negative results (Heinritzi 1999). Treatment and prevention Treatment The treatment of choice for infection is oxytetracycline at a dose of 20–30 mg/kg administered parenterally (Heinritzi 1999). Acutely diseased pigs require parenteral treatment due to lack of adequate feed consump",NEEDS_REVIEW
SRC-0069,Diseases of Swine 11e Chapter 56 Mycoplasmosis,sulfonamides,sulfonamide; sulfonamides,893,treatment_or_control_candidate,standard_review,"a‐lactam antibiotics (e.g. penicil- lin, cephalosporin), and to polymyxin, oleandomycin, erythromycin, rifampicin, streptomycin, neomycin, tri- methoprim, and sulfonamides. Sulfonamides have little influence on M. hyopneumoniae, although they are widely used for control of secondary bacterial infections associated with EP. Ac",NEEDS_REVIEW
SRC-0069,Diseases of Swine 11e Chapter 56 Mycoplasmosis,tetracyclines,tetracycline; tetracyclines,893; 898; 899; 901; 905,treatment_or_control_candidate,standard_review,"se reasons, serology is a useful diag- nostic method mainly in populations and when vaccination status is known. Treatment, control, and eradication Treatment Tetracyclines and macrolides are frequently used to treat and control M. hyopneumoniae infections in pigs. Other potentially effective antimicrobials include lincosamides | ease. Due to the lack of a cell wall, M. hyorhinis is naturally resistant to β‐lactams. M. hyorhinis is generally suscep- tible to macrolides, lincomycin, and tetracyclines (Aarestrup et al. 1998; Ogata et al. 1971; Williams 1978; Wu et al. 2000). Decreased susceptibility or resistance to certain antimicrobial drugs has been s",NEEDS_REVIEW
SRC-0069,Diseases of Swine 11e Chapter 56 Mycoplasmosis,tiamulin,tiamulin,893,susceptibility_candidate,standard_review,014; Thongkamkoon et al. 2013; Vicca et al. 2007). Resistance against other antimi- crobials has not yet been detected. The susceptibility to valnemulin and tiamulin has decreased in 1997 (Hannan et al. 1997b) to 2013 (Tavío et al. 2014; Thongkamkoon et al. 2013). Many studies have assessed the efficacy of various ­antim,NEEDS_REVIEW
SRC-0069,Diseases of Swine 11e Chapter 56 Mycoplasmosis,tilmicosin,tilmicosin,893,susceptibility_candidate,standard_review,"of the molecule in the culture medium (Pommier 2006). Studies have also reported acquired antimicrobial resist- ance of field strains to macrolides (tylosin, tilmicosin), lincosamides (lincomycin), and fluoroquinolones (enro- floxacin, flumequine) (Le Carrou et al. 2006; Stakenborg et al. 2005a; Tavío et al. 2014; Thongkam",NEEDS_REVIEW
SRC-0069,Diseases of Swine 11e Chapter 56 Mycoplasmosis,tylosin,tylosin,893,susceptibility_candidate,standard_review,"tability of the molecule in the culture medium (Pommier 2006). Studies have also reported acquired antimicrobial resist- ance of field strains to macrolides (tylosin, tilmicosin), lincosamides (lincomycin), and fluoroquinolones (enro- floxacin, flumequine) (Le Carrou et al. 2006; Stakenborg et al. 2005a; Tavío et al. 20",NEEDS_REVIEW
SRC-0069,Diseases of Swine 11e Chapter 56 Mycoplasmosis,valnemulin,valnemulin,893,susceptibility_candidate,standard_review,Tavío et al. 2014; Thongkamkoon et al. 2013; Vicca et al. 2007). Resistance against other antimi- crobials has not yet been detected. The susceptibility to valnemulin and tiamulin has decreased in 1997 (Hannan et al. 1997b) to 2013 (Tavío et al. 2014; Thongkamkoon et al. 2013). Many studies have assessed the efficacy of va,NEEDS_REVIEW
SRC-0070,Diseases of Swine 11e Chapter 57 Pasteurellosis,ampicillin,ampicillin,918; 919,treatment_or_control_candidate,standard_review,"rategic injections of antibacterial agents in therapeutic dosages through the first 3–4 weeks of life. Drugs used commonly for treatment of P. multocida are ampicillin, ceftiofur, enrofloxacin, and tulathromycin. However, because of resistance, ampicillin and ceftiofur should not be the first choice if B. bronchiseptica is | lenging because of the difficulty of achieving therapeutic concentrations in consolidated pneu- monic lungs. Parenteral antibiotics are preferable includ- ing ampicillin, ceftiofur, enrofloxacin, and tulathromycin. In‐feed antibiotics, such as chlortetracycline and tilmi- cosin, are best used on a preventative basis. Under fie",NEEDS_REVIEW
SRC-0070,Diseases of Swine 11e Chapter 57 Pasteurellosis,ceftiofur,ceftiofur,918; 919,treatment_or_control_candidate,high_review,"ctions of antibacterial agents in therapeutic dosages through the first 3–4 weeks of life. Drugs used commonly for treatment of P. multocida are ampicillin, ceftiofur, enrofloxacin, and tulathromycin. However, because of resistance, ampicillin and ceftiofur should not be the first choice if B. bronchiseptica is a ­factor | use of the difficulty of achieving therapeutic concentrations in consolidated pneu- monic lungs. Parenteral antibiotics are preferable includ- ing ampicillin, ceftiofur, enrofloxacin, and tulathromycin. In‐feed antibiotics, such as chlortetracycline and tilmi- cosin, are best used on a preventative basis. Under field conditio",NEEDS_REVIEW
SRC-0070,Diseases of Swine 11e Chapter 57 Pasteurellosis,chlortetracycline,chlortetracycline,919,treatment_or_control_candidate,standard_review,"ated pneu- monic lungs. Parenteral antibiotics are preferable includ- ing ampicillin, ceftiofur, enrofloxacin, and tulathromycin. In‐feed antibiotics, such as chlortetracycline and tilmi- cosin, are best used on a preventative basis. Under field conditions the effectiveness of vaccination against pneumonia with P. multocida is dubiou",NEEDS_REVIEW
SRC-0070,Diseases of Swine 11e Chapter 57 Pasteurellosis,enrofloxacin,enrofloxacin,918; 919,treatment_or_control_candidate,high_review,"ntibacterial agents in therapeutic dosages through the first 3–4 weeks of life. Drugs used commonly for treatment of P. multocida are ampicillin, ceftiofur, enrofloxacin, and tulathromycin. However, because of resistance, ampicillin and ceftiofur should not be the first choice if B. bronchiseptica is a ­factor in PAR. PAR in | difficulty of achieving therapeutic concentrations in consolidated pneu- monic lungs. Parenteral antibiotics are preferable includ- ing ampicillin, ceftiofur, enrofloxacin, and tulathromycin. In‐feed antibiotics, such as chlortetracycline and tilmi- cosin, are best used on a preventative basis. Under field conditions the effecti",NEEDS_REVIEW
SRC-0070,Diseases of Swine 11e Chapter 57 Pasteurellosis,oxytetracycline,oxytetracycline,918,susceptibility_candidate,standard_review,"ncreasing resistance to some sulfonamides has been reported for both B. bronchiseptica and P. multocida, as has an increase in resistance of P. multocida to oxytetracycline (El Garch et al. 2016; Furian et al. 2016). Thus, determining the antibiotic susceptibility profile for isolates from a par- ticular herd is prudent. Suckl",NEEDS_REVIEW
SRC-0070,Diseases of Swine 11e Chapter 57 Pasteurellosis,sulfonamides,sulfonamide; sulfonamides,918,treatment_or_control_candidate,standard_review,"environment. To reduce vertical transmission from infected dams to suckling offspring, the sow’s feed can be medicated ­during the final month of gestation. Sulfonamides and tetracyclines are most widely used. Increasing resistance to some sulfonamides has been reported for both B. bronchiseptica and P. multocida, as has an",NEEDS_REVIEW
SRC-0070,Diseases of Swine 11e Chapter 57 Pasteurellosis,tetracyclines,tetracycline; tetracyclines,918; 919,treatment_or_control_candidate,standard_review,"educe vertical transmission from infected dams to suckling offspring, the sow’s feed can be medicated ­during the final month of gestation. Sulfonamides and tetracyclines are most widely used. Increasing resistance to some sulfonamides has been reported for both B. bronchiseptica and P. multocida, as has an increase in resis | pneu- monic lungs. Parenteral antibiotics are preferable includ- ing ampicillin, ceftiofur, enrofloxacin, and tulathromycin. In‐feed antibiotics, such as chlortetracycline and tilmi- cosin, are best used on a preventative basis. Under field conditions the effectiveness of vaccination against pneumonia with P. multocida is dubiou",NEEDS_REVIEW
SRC-0070,Diseases of Swine 11e Chapter 57 Pasteurellosis,tilmicosin,tilmicosin,918,treatment_or_control_candidate,standard_review,"ned pigs that leads to marked turbinate atrophy at slaughter can be controlled to some extent by medication of rations or drinking water with tetracyclines, tilmicosin, and trimethoprim/sulfa. Such medication also assists in the maintenance of growth and feed efficiency in the face of active PAR. Medication is most effecti",NEEDS_REVIEW
SRC-0070,Diseases of Swine 11e Chapter 57 Pasteurellosis,trimethoprim_sulfa,trimethoprim,918,treatment_or_control_candidate,standard_review,"ads to marked turbinate atrophy at slaughter can be controlled to some extent by medication of rations or drinking water with tetracyclines, tilmicosin, and trimethoprim/sulfa. Such medication also assists in the maintenance of growth and feed efficiency in the face of active PAR. Medication is most effective when environmen",NEEDS_REVIEW
SRC-0070,Diseases of Swine 11e Chapter 57 Pasteurellosis,tulathromycin,tulathromycin,918; 919,treatment_or_control_candidate,standard_review,"s in therapeutic dosages through the first 3–4 weeks of life. Drugs used commonly for treatment of P. multocida are ampicillin, ceftiofur, enrofloxacin, and tulathromycin. However, because of resistance, ampicillin and ceftiofur should not be the first choice if B. bronchiseptica is a ­factor in PAR. PAR in weaned pigs that l | ieving therapeutic concentrations in consolidated pneu- monic lungs. Parenteral antibiotics are preferable includ- ing ampicillin, ceftiofur, enrofloxacin, and tulathromycin. In‐feed antibiotics, such as chlortetracycline and tilmi- cosin, are best used on a preventative basis. Under field conditions the effectiveness of vaccinati",NEEDS_REVIEW
SRC-0072,Diseases of Swine 11e Chapter 58 Proliferative Enteropathy continuation,bacitracin_methylene_disalicylate,bacitracin,931,treatment_or_control_candidate,standard_review,"ctive are most likely due to subtherapeu- tic dosages. Antimicrobials known to be ineffective against L. intracellularis in clinical PE include penicil- lins, bacitracin, and aminoglycosides such as neomycin, virginiamycin, and ionophores. Non‐antibiotic therapies such as copper or zinc compounds or feed acidifiers are gener",NEEDS_REVIEW
SRC-0072,Diseases of Swine 11e Chapter 58 Proliferative Enteropathy continuation,carbadox,carbadox,931,treatment_or_control_candidate,high_review,"r kg of body weight (McOrist et al. 1996b, 1997a; Pommier et al. 2008; Schwartz et al. 1999; Walter et al. 2001). In the United States quinoxalines (such as carbadox) are also available and effective. Acquired resistance by L. intracel- lularis to these active drug groups has not been ­demonstrated (McOrist 2000). Althoug",NEEDS_REVIEW
SRC-0072,Diseases of Swine 11e Chapter 58 Proliferative Enteropathy continuation,colistin,colistin,932; 933,treatment_or_control_candidate,high_review,"Section IV Bacterial Diseases 908 before and 3 days after ­vaccination (Kolb and Sick 2003). The concurrent use of in‐feed administration of colistin at 30 g/ton or virginiamycin at 11 g/ton has not demonstrated interference with the effectiveness of the modified live oral vaccine (Beckler et al. 2013; L | 6. Liesner BG, Husa J, Saltzman R. 2012. Compatibility of Enterisol Ileitis oral Lawsonia intracellularis vaccine for swine when given concurrently with oral colistin sulfate. In Proceedings of the International Pig Veterinary Society, Jeju, South Korea, p. 663. Lomax LG, Glock RD. 1982. Am J Vet Res 43:1608–1614. MacIntyr",NEEDS_REVIEW
SRC-0072,Diseases of Swine 11e Chapter 58 Proliferative Enteropathy continuation,doxycycline,doxycycline,931,treatment_or_control_candidate,standard_review,"tetracycline demonstrated only intermediate effectiveness in vitro (Wattanaphasak et al. 2009), medication via water using tetracycline and its derivative, doxycycline, demonstrated reduction in fecal shedding of L. intracellularis under field conditions (Larsen et al. 2016; Weber et al. 2017). Apparent medication failures",NEEDS_REVIEW
SRC-0072,Diseases of Swine 11e Chapter 58 Proliferative Enteropathy continuation,neomycin,neomycin,931,treatment_or_control_candidate,standard_review,"- tic dosages. Antimicrobials known to be ineffective against L. intracellularis in clinical PE include penicil- lins, bacitracin, and aminoglycosides such as neomycin, virginiamycin, and ionophores. Non‐antibiotic therapies such as copper or zinc compounds or feed acidifiers are generally ineffective. Effective medication",NEEDS_REVIEW
SRC-0072,Diseases of Swine 11e Chapter 58 Proliferative Enteropathy continuation,tetracyclines,tetracycline,931,treatment_or_control_candidate,standard_review,"are also available and effective. Acquired resistance by L. intracel- lularis to these active drug groups has not been ­demonstrated (McOrist 2000). Although tetracycline demonstrated only intermediate effectiveness in vitro (Wattanaphasak et al. 2009), medication via water using tetracycline and its derivative, doxycycline,",NEEDS_REVIEW
SRC-0072,Diseases of Swine 11e Chapter 58 Proliferative Enteropathy continuation,tiamulin,tiamulin,931,mention_candidate,standard_review,"res a vigorous approach, medicating both clinically affected and in‐ contact animals (which may include whole herd treat- ment). A preferred strategy would be tiamulin (120 ppm), tylosin (100 ppm), or tylvalosin (100 ppm) for 14 days, delivered orally via a water‐soluble formulation or an in‐ feed premix or by intramuscular",NEEDS_REVIEW
SRC-0072,Diseases of Swine 11e Chapter 58 Proliferative Enteropathy continuation,tylosin,tylosin,931,mention_candidate,standard_review,"ach, medicating both clinically affected and in‐ contact animals (which may include whole herd treat- ment). A preferred strategy would be tiamulin (120 ppm), tylosin (100 ppm), or tylvalosin (100 ppm) for 14 days, delivered orally via a water‐soluble formulation or an in‐ feed premix or by intramuscular injection of an equ",NEEDS_REVIEW
SRC-0072,Diseases of Swine 11e Chapter 58 Proliferative Enteropathy continuation,tylvalosin,tylvalosin,931,mention_candidate,standard_review,"linically affected and in‐ contact animals (which may include whole herd treat- ment). A preferred strategy would be tiamulin (120 ppm), tylosin (100 ppm), or tylvalosin (100 ppm) for 14 days, delivered orally via a water‐soluble formulation or an in‐ feed premix or by intramuscular injection of an equiva- lent dose. Severe PI",NEEDS_REVIEW
SRC-0072,Diseases of Swine 11e Chapter 58 Proliferative Enteropathy continuation,virginiamycin,virginiamycin,931; 932,treatment_or_control_candidate,standard_review,"es. Antimicrobials known to be ineffective against L. intracellularis in clinical PE include penicil- lins, bacitracin, and aminoglycosides such as neomycin, virginiamycin, and ionophores. Non‐antibiotic therapies such as copper or zinc compounds or feed acidifiers are generally ineffective. Effective medication protocols vary | IV Bacterial Diseases 908 before and 3 days after ­vaccination (Kolb and Sick 2003). The concurrent use of in‐feed administration of colistin at 30 g/ton or virginiamycin at 11 g/ton has not demonstrated interference with the effectiveness of the modified live oral vaccine (Beckler et al. 2013; Liesner et al. 2012). In 2016",NEEDS_REVIEW
SRC-0073,Diseases of Swine 11e Chapter 59 Salmonellosis,ampicillin,ampicillin,937,treatment_or_control_candidate,standard_review,"caused by infec- tion with S. Typhimurium (Krull 2017, unpublished data). There has also been a steady increase over time in the percentage of isolates with ampicillin, streptomycin, sulfonamide, and tetracycline (ASSuT) antimicrobial resistance. Approximately 38% of isolates at the Iowa State University Veterinary Diagnos",NEEDS_REVIEW
SRC-0073,Diseases of Swine 11e Chapter 59 Salmonellosis,apramycin,apramycin,946,treatment_or_control_candidate,standard_review,"acticed. The choice of an appropriate anti- microbial is aided by antibiograms and previous herd experience. In the absence of either, amikacin, gen- tamicin, apramycin, ceftiofur, and trimethoprim/sulfon- amide have been effective in vitro against most isolates (Barnes and Sorensen 1975; Mills and Kelly 1986; Schultz 1989;",NEEDS_REVIEW
SRC-0073,Diseases of Swine 11e Chapter 59 Salmonellosis,ceftiofur,ceftiofur,946,treatment_or_control_candidate,high_review,"e choice of an appropriate anti- microbial is aided by antibiograms and previous herd experience. In the absence of either, amikacin, gen- tamicin, apramycin, ceftiofur, and trimethoprim/sulfon- amide have been effective in vitro against most isolates (Barnes and Sorensen 1975; Mills and Kelly 1986; Schultz 1989; Schwartz 19",NEEDS_REVIEW
SRC-0073,Diseases of Swine 11e Chapter 59 Salmonellosis,dexamethasone,dexamethasone,939,mention_candidate,standard_review,"), but most authors report successful experimental disease production with doses of 108–1011 organisms unless pigs are artificially stressed by injection of dexamethasone or in some other manner. Pigs infected with 103 organisms remained clinically normal, but uninoculated pigs in the same pen did become clinically ill (Gray",NEEDS_REVIEW
SRC-0073,Diseases of Swine 11e Chapter 59 Salmonellosis,flunixin,flunixin,946,boundary_or_historical,standard_review,"xin (Schultz 1989; Schwartz and Daniels 1987). Dipyrone was the anti‐inflammatory of choice in swine, but this drug is now banned in food‐producing animals. Flunixin is approved for use in swine and this drug has potent antiendotoxin effects. Meloxicam is another NSAID that has been used in swine (Pairis‐Garcia et al. 20",NEEDS_REVIEW
SRC-0073,Diseases of Swine 11e Chapter 59 Salmonellosis,meloxicam,meloxicam,946,boundary_or_historical,standard_review,"hoice in swine, but this drug is now banned in food‐producing animals. Flunixin is approved for use in swine and this drug has potent antiendotoxin effects. Meloxicam is another NSAID that has been used in swine (Pairis‐Garcia et al. 2015). VetBooks.ir",NEEDS_REVIEW
SRC-0073,Diseases of Swine 11e Chapter 59 Salmonellosis,sulfonamides,sulfadiazine; sulfonamide,937; 947,treatment_or_control_candidate,standard_review,"S. Typhimurium (Krull 2017, unpublished data). There has also been a steady increase over time in the percentage of isolates with ampicillin, streptomycin, sulfonamide, and tetracycline (ASSuT) antimicrobial resistance. Approximately 38% of isolates at the Iowa State University Veterinary Diagnostic Laboratory in 2016 expr | al. 1997. J Am Vet Med Assoc 210:386–389. Dawe DL, Troutt HF. 1976. Treatment of experimentally induced salmonellosis in weanling pigs with trimethoprim and sulfadiazine. Proc Int Congr Pig Vet Soc 4:M4. Degeeter MH, Stahl GL, Geng S. 1976. Am J Vet Res 37:525–529. Dixon JMS. 1965. Br Med J 2:1343–1345. Doyle ME, Kaspar C, Rac",NEEDS_REVIEW
SRC-0073,Diseases of Swine 11e Chapter 59 Salmonellosis,tetracyclines,tetracycline,937,susceptibility_candidate,standard_review,"Krull 2017, unpublished data). There has also been a steady increase over time in the percentage of isolates with ampicillin, streptomycin, sulfonamide, and tetracycline (ASSuT) antimicrobial resistance. Approximately 38% of isolates at the Iowa State University Veterinary Diagnostic Laboratory in 2016 expressed ASSuT resist",NEEDS_REVIEW
SRC-0073,Diseases of Swine 11e Chapter 59 Salmonellosis,trimethoprim_sulfa,trimethoprim,946; 947,treatment_or_control_candidate,standard_review,"appropriate anti- microbial is aided by antibiograms and previous herd experience. In the absence of either, amikacin, gen- tamicin, apramycin, ceftiofur, and trimethoprim/sulfon- amide have been effective in vitro against most isolates (Barnes and Sorensen 1975; Mills and Kelly 1986; Schultz 1989; Schwartz 1997; Wilcock et al. | WEM, Jones FT, et al. 1997. J Am Vet Med Assoc 210:386–389. Dawe DL, Troutt HF. 1976. Treatment of experimentally induced salmonellosis in weanling pigs with trimethoprim and sulfadiazine. Proc Int Congr Pig Vet Soc 4:M4. Degeeter MH, Stahl GL, Geng S. 1976. Am J Vet Res 37:525–529. Dixon JMS. 1965. Br Med J 2:1343–1345. Doyle",NEEDS_REVIEW
SRC-0074,Diseases of Swine 11e Chapter 60 Staphylococcosis,ampicillin,ampicillin,955,susceptibility_candidate,standard_review,"development. Susceptibility testing for appropriate antimicrobial agent is recommended since many isolates are resistant to common drugs such as penicillin, ampicillin, chlortetra- cycline, oxytetracycline, and spectinomycin. Ceftiofur, enrofloxacin, and trimethoprim/sulfamethoxazole are good choices in the absence of indiv",NEEDS_REVIEW
SRC-0074,Diseases of Swine 11e Chapter 60 Staphylococcosis,ceftiofur,ceftiofur,954; 955,treatment_or_control_candidate,high_review,"sting of isolates recovered from EE lesions is recommended to provide evidence of the appropriate treatment. In the absence of drug suscepti- bility results, ceftiofur, enrofloxacin, and combination of trimethoprim/sulfamethoxazole and lincomycin are best choices. Injection of the antimicrobial is recommended, but it may b | ent is recommended since many isolates are resistant to common drugs such as penicillin, ampicillin, chlortetra- cycline, oxytetracycline, and spectinomycin. Ceftiofur, enrofloxacin, and trimethoprim/sulfamethoxazole are good choices in the absence of individual isolate testing. Since S. aureus infection is an individual a",NEEDS_REVIEW
SRC-0074,Diseases of Swine 11e Chapter 60 Staphylococcosis,enrofloxacin,enrofloxacin,954; 955,treatment_or_control_candidate,high_review,"olates recovered from EE lesions is recommended to provide evidence of the appropriate treatment. In the absence of drug suscepti- bility results, ceftiofur, enrofloxacin, and combination of trimethoprim/sulfamethoxazole and lincomycin are best choices. Injection of the antimicrobial is recommended, but it may be given orally | mmended since many isolates are resistant to common drugs such as penicillin, ampicillin, chlortetra- cycline, oxytetracycline, and spectinomycin. Ceftiofur, enrofloxacin, and trimethoprim/sulfamethoxazole are good choices in the absence of individual isolate testing. Since S. aureus infection is an individual animal prob- lem",NEEDS_REVIEW
SRC-0074,Diseases of Swine 11e Chapter 60 Staphylococcosis,lincomycin,lincomycin,954,treatment_or_control_candidate,standard_review,"of the appropriate treatment. In the absence of drug suscepti- bility results, ceftiofur, enrofloxacin, and combination of trimethoprim/sulfamethoxazole and lincomycin are best choices. Injection of the antimicrobial is recommended, but it may be given orally in less severe cases. Other treatments include spraying the pigs",NEEDS_REVIEW
SRC-0074,Diseases of Swine 11e Chapter 60 Staphylococcosis,oxytetracycline,oxytetracycline,955,susceptibility_candidate,standard_review,"ing for appropriate antimicrobial agent is recommended since many isolates are resistant to common drugs such as penicillin, ampicillin, chlortetra- cycline, oxytetracycline, and spectinomycin. Ceftiofur, enrofloxacin, and trimethoprim/sulfamethoxazole are good choices in the absence of individual isolate testing. Since S. aureu",NEEDS_REVIEW
SRC-0074,Diseases of Swine 11e Chapter 60 Staphylococcosis,penicillin_g,penicillin,954; 955,susceptibility_candidate,standard_review,"icant correlation between toxin gene carriage and antimicrobial resistance (Futagawa‐ Saito et al. 2009). Although regional differences exist, resistance to penicillin, erythromycin, streptomycin, sul- fonamides, and tetracycline is a frequent occurrence. In addition, genetic elements conferring methicillin and zinc resista | tal abscess development. Susceptibility testing for appropriate antimicrobial agent is recommended since many isolates are resistant to common drugs such as penicillin, ampicillin, chlortetra- cycline, oxytetracycline, and spectinomycin. Ceftiofur, enrofloxacin, and trimethoprim/sulfamethoxazole are good choices in the abse",NEEDS_REVIEW
SRC-0074,Diseases of Swine 11e Chapter 60 Staphylococcosis,spectinomycin,spectinomycin,955,susceptibility_candidate,standard_review,"ntimicrobial agent is recommended since many isolates are resistant to common drugs such as penicillin, ampicillin, chlortetra- cycline, oxytetracycline, and spectinomycin. Ceftiofur, enrofloxacin, and trimethoprim/sulfamethoxazole are good choices in the absence of individual isolate testing. Since S. aureus infection is an i",NEEDS_REVIEW
