record_type,record_id,name,source_name,source_url,local_path,authority_level,evidence_strength,last_verified,notes
compliance_rule,RULE-030,磺胺氯吡嗪钠,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景直接拦截。
compliance_rule,RULE-031,酒石酸泰乐菌素,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,支原体相关场景高频候选。
compliance_rule,RULE-032,酒石酸泰乐菌素,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景直接拦截。
compliance_rule,RULE-033,马杜霉素铵,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,离子载体类抗球虫药需防过量。
compliance_rule,RULE-034,马杜霉素铵,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景直接拦截。
compliance_rule,RULE-035,二硝托胺,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,抗球虫药规则补齐。
compliance_rule,RULE-036,二硝托胺,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景直接拦截。
compliance_rule,RULE-037,海南霉素钠,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,抗球虫药规则补齐。
compliance_rule,RULE-038,海南霉素钠,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景直接拦截。
compliance_rule,RULE-039,硫酸安普霉素,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,细菌病场景高频候选。
compliance_rule,RULE-040,硫酸安普霉素,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景直接拦截。
compliance_rule,RULE-041,土霉素,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,需按剂型进一步拆分。
compliance_rule,RULE-042,土霉素,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋品处置需明确弃蛋期。
compliance_rule,RULE-043,四环素,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,四环素类规则补齐。
compliance_rule,RULE-044,四环素,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景拦截。
compliance_rule,RULE-045,甲砜霉素,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,需按批准标签复核。
compliance_rule,RULE-046,吉他霉素,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,呼吸道场景候选。
compliance_rule,RULE-047,吉他霉素,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景拦截。
compliance_rule,RULE-048,达氟沙星,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,氟喹诺酮类高风险。
compliance_rule,RULE-049,达氟沙星,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景拦截。
compliance_rule,RULE-050,环丙沙星,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,人用重要抗菌药相关风险高。
compliance_rule,RULE-051,环丙沙星,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景拦截。
compliance_rule,RULE-052,沙拉沙星,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,仍需检查产蛋期限制。
compliance_rule,RULE-053,沙拉沙星,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景拦截。
compliance_rule,RULE-054,二氟沙星,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,需补产蛋期规则。
compliance_rule,RULE-055,硫酸新霉素,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,肠道细菌病高频候选。
compliance_rule,RULE-056,硫酸新霉素,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景拦截。
compliance_rule,RULE-057,硫酸粘菌素,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,人医重要药物相关风险极高。
compliance_rule,RULE-058,硫酸粘菌素,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景拦截。
compliance_rule,RULE-059,硫氰酸红霉素,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,呼吸道场景候选。
compliance_rule,RULE-060,硫氰酸红霉素,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景拦截。
compliance_rule,RULE-061,盐霉素钠,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,抗球虫药高频候选。
compliance_rule,RULE-062,盐霉素钠,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景拦截。
compliance_rule,RULE-063,氯羟吡啶,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,抗球虫药规则补齐。
compliance_rule,RULE-064,氯羟吡啶,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景拦截。
compliance_rule,RULE-065,盐酸氯苯胍,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,抗球虫药规则补齐。
compliance_rule,RULE-066,盐酸氯苯胍,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景拦截。
compliance_rule,RULE-067,氨丙啉复方,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,需按复方组成拆分。
compliance_rule,RULE-068,氨丙啉复方,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景拦截。
compliance_rule,RULE-069,磺胺喹噁啉钠,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,球虫病高频候选。
compliance_rule,RULE-070,磺胺喹噁啉钠,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景拦截。
compliance_rule,RULE-071,复方磺胺氯哒嗪钠,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,需按具体标签复核。
compliance_rule,RULE-072,复方磺胺氯哒嗪钠,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,蛋鸡场景拦截。
compliance_rule,RULE-073,磺胺二甲嘧啶,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,需补蛋鸡标签。
compliance_rule,RULE-074,阿苯达唑,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,寄生虫病场景候选。
compliance_rule,RULE-075,左旋咪唑,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,寄生虫病场景候选。
compliance_rule,RULE-076,枸橼酸哌嗪,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,寄生虫病场景候选。
compliance_rule,RULE-077,环丙氨嗪,农业部公告第278号,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,A0,medium,2026-04-23,环境虫害控制相关。
